"","TIME","AUT","BEL","CZE","DEU","DNK","ESP","EST","EU27","FRA","GBR","GRC","HUN","IRL","ITA","LTU","LUX","LVA","NLD","POL","PRT","SVK","SVN","SWE"
"337","1975-01",57.2540800961149,4.23192173479418,0,3.06110466272664,73.8186552891646,5.38119074158896,0,0,-20.5758651632788,-0.363705972434916,53.871102907627,0,-4.51314436491621,-1.1363624429065,0,5.45269866516653,0,0,0,0,0,0,52.3869155273946
"338","1975-02",7.24363341102894,1.9143036618373,0,7.07907665916872,-32.5083465807226,10.9653762698413,0,0,29.3832157664119,-3.26609029779058,10.6296161762574,0,-7.60665960929005,14.7834938129056,0,8.89264382243874,0,0,0,0,0,0,-10.62425225236
"339","1975-03",-10.0148707808138,-3.76786453322481,0,3.36926203978351,-9.00254064700004,-15.0696886965793,0,0,-14.9885340258478,-5.16385302879842,-37.4352169058577,0,-4.16589103893655,11.993720134874,0,-10.4066786411942,0,0,0,0,0,0,-6.51355054055623
"340","1975-04",-12.6500201608151,6.89426309442012,0,5.24026199560954,6.95219785863822,7.14407780055031,0,0,-1.98740565405743,-7.01570680628272,22.4245411170863,0,6.22178109832078,-2.5982947836652,0,-17.3732773720584,0,0,0,0,0,0,-3.16158976225146
"341","1975-05",14.7182405716203,-3.9805924522659,0,-2.24645636296546,3.01777053692208,-8.74822119012095,0,0,2.42048664904765,4.95495495495496,-6.05757526477476,0,-2.36610957011203,-13.2594389475948,0,21.3258521846082,0,0,0,0,0,0,-8.6220700350645
"342","1975-06",-1.28484151696061,1.68813663512227,0,6.60020469477126,20.6191142582686,15.1781343411092,0,0,10.1080205719574,9.54935622317596,-18.4764819240455,0,22.2344531276848,14.1908246778626,0,-1.79131274010725,0,0,0,0,0,0,24.5688780321429
"343","1975-07",-5.12529715737006,-0.166805574239894,0,-1.64509179739991,14.7093757350916,4.76953259793771,0,0,-0.724871915051791,5.87659157688541,37.3146164401659,0,-19.0078112312683,-4.71957394364661,0,2.53234798055593,0,0,0,0,0,0,-2.30992909485067
"344","1975-08",10.3786947341975,31.4176783979887,0,6.66427631357912,7.32136009918706,12.9108677927601,0,0,6.79777613167384,-17.2987974098057,23.5681867368304,0,-2.17741606760133,-3.51439248641101,0,-1.0415907038657,0,0,0,0,0,0,11.6316794682964
"345","1975-09",-5.65641851113743,-14.0152810344735,0,6.00566798662692,5.98509029300089,-27.5043632926791,0,0,-3.42987804878048,41.9463087248322,-5.75971199223812,0,11.2937667097041,-9.42508167198185,0,-6.88824377006849,0,0,0,0,0,0,-4.29273898453296
"346","1975-10",2.52494455990779,0.649829068201624,0,3.25533507851714,12.9844468919262,21.9392932139422,0,0,4.91318074191002,-29.0780141843972,0.527830687559062,0,2.65244069354758,20.543946657908,0,7.14939837039316,0,0,0,0,0,0,-9.31689388257964
"347","1975-11",-1.28253518543602,5.04523753632457,0,-2.53419998939176,10.1224336851726,5.50954594868177,0,0,2.27045326311831,6.00000000000001,-3.52617724860423,0,7.28152637716124,-1.64893280770614,0,1.30690513699147,0,0,0,0,0,0,-0.745081009574399
"348","1975-12",4.18823346638799,-0.423911481393418,0,-4.83268866402983,-0.928735093474288,-2.35485029524693,0,0,5.93998955444561,4.9266247379455,71.6748264318588,0,4.40933884677439,-7.28081306060732,0,6.927534246618,0,0,0,0,0,0,13.3546588376166
"349","1976-01",11.1950270514498,-0.0110946065181746,0,-1.39340015762299,0.962283351433604,2.94605600015914,0,0,8.87944562485245,5.09490509490509,-59.079164400617,0,22.9852978474845,22.4026124174124,0,9.02037947073585,0,0,0,0,0,0,-3.49631913732436
"350","1976-02",16.3506650852247,-6.84675130070339,0,5.71248862147499,5.29725320697856,-15.3422439658454,0,0,-11.4574697396783,-8.46007604562738,14.8904764748647,0,56.0465990788013,7.89014256529893,0,-12.4130242434825,0,0,0,0,0,0,4.6075146879673
"351","1976-03",-16.1504920012,8.13202346072011,0,-5.31157303623912,1.45251321672684,9.86998370140088,0,0,-0.240564678766926,4.46521287642782,46.238610918099,0,-69.2036017174713,-4.97984838832197,0,-3.59544082107265,0,0,0,0,0,0,-3.77841242984783
"352","1976-04",2.81138924907236,-3.07617209847104,0,2.99314829275459,-13.8415795266133,9.08672792447026,0,0,9.73243036402755,10.7355864811133,-25.5834498129406,0,65.8843156802646,3.01828949784122,0,4.05373868985938,0,0,0,0,0,0,8.23713700332813
"353","1976-05",0.0299631155718312,6.67065045484538,0,1.71441447344831,-0.404416711334775,1.29284541138623,0,0,0.9303488479202,-0.269299820466774,31.2046706560202,0,3.38562925758017,-9.45746861408142,0,5.54458045743393,0,0,0,0,0,0,-0.45509450425882
"354","1976-06",-3.51656665463607,-6.92910461310697,0,-6.89733872435374,-0.284422759937309,-14.1278133279314,0,0,1.94784876140808,-8.64086408640865,7.78234763627217,0,6.24276895194049,-19.3627945017014,0,0.117693992583654,0,0,0,0,0,0,-4.29789873393557
"355","1976-07",7.23278862741344,9.05829742418769,0,-7.16055412932328,-7.55905311486382,14.5136238049256,0,0,3.24769163874467,4.72906403940886,-3.34163268212966,0,-7.57020397423285,6.89043051393442,0,-6.22902034173189,0,0,0,0,0,0,-3.49380319364118
"356","1976-08",-8.45015393906744,-1.36627250560889,0,9.46852253394647,60.6672383222004,-23.7722578282543,0,0,-14.700836703475,-1.50517403574789,2.18019923264579,0,3.17685417237746,11.8448740749682,0,2.33860643928354,0,0,0,0,0,0,1.92716963449952
"357","1976-09",13.8930098832686,2.27750980663436,0,9.25421328988523,-48.1179171281287,18.6618590136243,0,0,14.4391200174254,-10.6972301814709,3.10252333290205,0,-1.62159726458471,0.180506401227659,0,14.0858526436386,0,0,0,0,0,0,-3.22112371658658
"358","1976-10",-0.71855916593664,-1.79402717591206,0,-2.53845719891129,2.74353676848507,15.6074160750627,0,0,3.04408788392115,17.6470588235294,19.2143945336347,0,21.2416953548332,-2.02151537592247,0,-3.63065923719911,0,0,0,0,0,0,7.766816862984
"359","1976-11",-1.87714568976345,2.09492310764302,0,5.88427148059024,12.2235445389859,-3.87138276611003,0,0,1.74244989686913,19.2727272727273,14.6696424506633,0,2.89541361651962,-2.42070063886325,0,11.5893853075786,0,0,0,0,0,0,1.05536278710251
"360","1976-12",50.3322477470542,10.6950253679697,0,3.05306242998129,-0.147116566500947,10.484023720119,0,0,-4.0564011013949,-9.14634146341462,-18.2565222375166,0,-0.6105004481106,12.5439657553739,0,-1.37357304180151,0,0,0,0,0,0,-1.17878675895696
"361","1977-01",-34.4663941444561,-10.6562662031853,0,1.03133623741883,3.0044953087466,-6.43256381819587,0,0,9.18242484641293,-20.9731543624161,7.40373858371021,0,0.309953168921189,-4.03191262005217,0,-2.03528497778341,0,0,0,0,0,0,0.598268928696338
"362","1977-02",15.9739463307018,2.04145499920907,0,-2.12360749139759,6.11015124069592,13.3172551749894,0,0,-4.68284228769496,22.0806794055202,17.0190031776382,0,2.656388270758,-2.90544456156113,0,-2.11117961639311,0,0,0,0,0,0,-4.95457136480853
"363","1977-03",-2.04092146756074,-3.87938203986853,0,-0.682250123198382,-2.50684469842312,-9.5519791697754,0,0,-1.00730935670388,-13.8260869565217,-9.99687599727495,0,0.090346903012305,4.44428839611004,0,2.26695793587476,0,0,0,0,0,0,-22.6497038373097
"364","1977-04",-0.648961754913172,-2.27742973717901,0,-2.24229144835643,1.72564172809917,-0.457515995004851,0,0,0.941640339921126,4.33905146316853,1.24530471720882,0,3.57899131842081,-3.55076807241073,0,-4.49818071205404,0,0,0,0,0,0,33.3949145185912
"365","1977-05",-8.7309852888407,17.0056865233633,0,1.95078675072423,-0.653656641950243,1.76720492026181,0,0,-16.8320494935404,6.76982591876209,17.4164796215762,0,-2.98404610637098,22.7957636530521,0,-2.16070805734019,0,0,0,0,0,0,3.42717199231438
"366","1977-06",-8.24166085858782,-13.2887297416971,0,-1.72409096315539,5.30852833885318,0.430929808266898,0,0,12.6029215498946,-9.14855072463768,0.126557216112759,0,-17.2064798740085,-12.7178483409686,0,0.326560170922362,0,0,0,0,0,0,-30.4991230276626
"367","1977-07",35.7200182594685,-2.57565128089364,0,4.05638440415576,12.3176525610341,0.526524397532446,0,0,-0.67875647668394,35.9920239282153,2.95959100320248,0,4.03332290556915,0.744287738497559,0,-2.31621670115298,0,0,0,0,0,0,-22.209112210935
"368","1977-08",-11.6993690939953,0.133858137522345,0,-1.61308532947726,34.2524287757602,-16.6777217333328,0,0,1.7273984036726,-18.9149560117302,-13.7034606486207,0,34.4359190218762,-4.24710063564065,0,-0.701101151803922,0,0,0,0,0,0,12.0768158301042
"369","1977-09",12.1177054529444,-0.542740928351648,0,-0.241050107045949,-27.2191486244627,6.54343013226762,0,0,-0.58140652944533,1.98915009041592,12.3293938048038,0,9.06069823511374,5.33893491553793,0,-1.33013592907697,0,0,0,0,0,0,13.5318543572808
"370","1977-10",21.6807947864909,10.490174576428,0,0.741157785798653,-61.417489499295,-0.247500491766715,0,0,3.85701574528996,6.56028368794325,9.33052381840801,0,-6.79329884095012,-13.6715425372997,0,-1.03261978402302,0,0,0,0,0,0,-7.51887459423964
"371","1977-11",10.2698334534228,-7.86597294251441,0,2.31196292786509,56.5300896346847,-2.7770462030732,0,0,-1.70602696863593,-2.07986688851913,-7.64994134616267,0,3.03970094892211,5.35659763127584,0,2.95895402950364,0,0,0,0,0,0,-7.60218900857765
"372","1977-12",111.190521559668,8.99817112747197,0,20.0553100212535,11.3583337198186,3.06965064848086,0,0,-2.41587085038654,-2.12404418011894,9.20267472206741,0,0.748825514614234,3.76193745335183,0,5.08325564464753,0,0,0,0,0,0,-3.85815429244418
"373","1978-01",-85.1610763778802,4.412011395252,0,-9.814318171811,7.96625023924983,6.66769677196946,0,0,-9.87100574098885,10.9375,-4.8801553788617,0,4.8079712502887,-2.57373644010381,0,13.1356153971604,0,0,0,0,0,0,1.63304558916169
"374","1978-02",-24.2202977159604,-3.75184157129158,0,-11.744388692132,-26.7960960290245,-1.22058984466125,0,0,13.012380432597,-2.11267605633803,14.7705222916092,0,-16.87131417064,-24.6373042020308,0,-14.8936339934276,0,0,0,0,0,0,-2.46175186590807
"375","1978-03",36.2166987990702,-9.35607831619889,0,4.00382085553153,29.7921583931355,10.1333902985957,0,0,2.43499478941617,5.43565147881694,9.15725035444038,0,12.5560470929121,25.1407580857751,0,3.93643458291698,0,0,0,0,0,0,6.75390010698936
"376","1978-04",5.99429964905996,6.11777278788323,0,-0.893659557804348,31.3085801635604,14.9812854636064,0,0,-0.437334061189561,-3.79075056861258,-3.84156671234236,0,11.4362430981472,10.0204701302679,0,6.81434586587013,0,0,0,0,0,0,12.7627980218452
"377","1978-05",26.8371627066391,-8.84453641545166,0,-8.43511861467486,-3.98668749171289,-27.6766420837804,0,0,13.3764073296407,-8.03782505910165,-20.4089284302572,0,-1.32212592331925,-1.29167249854812,0,-8.88831442743315,0,0,0,0,0,0,-22.2210809159028
"378","1978-06",10.047031573976,5.50816193885033,0,21.3505820736232,-6.95075850848845,8.79670129671789,0,0,-14.1173173305196,21.4224507283633,2.53293865390415,0,8.48135540128861,-5.56493627963991,0,7.87966291191629,0,0,0,0,0,0,14.1305848668947
"379","1978-07",-3.22686973669959,-3.70233972197116,0,-1.70917910410158,2.73736906408921,-9.28644262540366,0,0,2.7220547866316,-1.90543401552576,0.821788684887201,0,1.06045021712591,3.96636599229205,0,5.76861885976887,0,0,0,0,0,0,1.99676853652273
"380","1978-08",3.86996913873656,4.24153742314572,0,-4.6428701920571,8.86766674701017,8.3604194429226,0,0,-2.37334379847133,-3.66906474820143,-2.96625444338372,0,-5.19101539051106,0.0553692521813654,0,-3.65607547507983,0,0,0,0,0,0,3.65516944133516
"381","1978-09",1.07502930722077,-1.77298038227832,0,4.88732147017611,49.1210252946379,2.14962029668024,0,0,10.0623392865119,12.7707244212099,5.86172403869307,0,4.80874612088555,6.66537834819934,0,2.16975333926586,0,0,0,0,0,0,0.828008977753386
"382","1978-10",-9.46618319685658,-2.58800788545238,0,1.06075432370102,-59.9887853102362,-6.26705007371976,0,0,-8.16670821424638,-10.6622516556292,-6.43120218688423,0,-1.35665883053224,19.4376784811434,0,-0.0509391306076429,0,0,0,0,0,0,0.480468663083908
"383","1978-11",23.7252421123478,8.90432833104343,0,-4.07169577146215,46.0988829117105,1.70800602923286,0,0,6.4770273853263,-7.56115641215715,18.9851807633829,0,-6.44348814946939,-12.6260456998943,0,3.11743799864324,0,0,0,0,0,0,0.747795506942979
"384","1978-12",0.313047680415482,-9.82766636167415,0,1.21864910884364,-4.53414770529047,-3.9552174658553,0,0,3.83657642915585,3.68885324779471,3.32966162144864,0,-4.00275082238611,-8.85421949045197,0,-8.66756366821248,0,0,0,0,0,0,1.45914372269947
"385","1979-01",5.60409100477953,-13.8367811590027,0,-5.16833926973267,-3.2652951177883,26.5117789815379,0,0,-7.40277611241485,2.78422273781903,-2.96071167206661,0,-7.08442821597829,1.14792245824107,0,-13.3189013967485,0,2.82518717121589,0,0,0,0,-2.50342061976915
"386","1979-02",-7.87872771123396,6.78504928127327,0,-2.13118395703608,117.681676320047,-26.0909984970774,0,0,6.27481932762745,-4.13844996237773,-23.0001984166139,0,-1.04353690636673,-4.07980339979698,0,11.054166554436,0,-1.84422588162431,0,0,0,0,4.08620264082889
"387","1979-03",10.9748045114365,20.8781373042431,0,17.5658123516815,-76.85937470091,2.73247699027224,0,0,-4.10796760043633,8.79120879120878,-0.272202743121078,0,6.61373111327974,11.7771824765819,0,17.7695965921121,0,62.9971056645771,0,0,0,0,-2.22318923694049
"388","1979-04",0.919404005781526,25.108320179312,0,-6.90886727395986,110.404428124099,3.72967919947593,0,0,1.89449863252414,13.5642135642136,14.98167920223,0,-8.27970677485753,3.63659514581216,0,-10.5974409207505,0,-14.668328873555,0,0,0,0,-2.10674127450251
"389","1979-05",-11.9679378989467,-16.6999180022175,0,-1.34372177116414,8.06981120958666,10.1417464339918,0,0,0.614017897968522,8.5133418043202,7.952558346347,0,12.279411830856,2.16060009493187,0,4.47090374785077,0,-6.40240534472029,0,0,0,0,13.1542501085387
"390","1979-06",10.1132109799269,-8.3132453781067,0,-0.565246098843899,-7.65019091948383,-1.32991648382036,0,0,1.01456032768114,23.1264637002342,-20.4750853735918,0,-6.35843139761257,5.40876400828092,0,-3.92493550564532,0,-7.27237248514566,0,0,0,0,-5.65755769826985
"391","1979-07",-11.2074889177178,1.58327951152444,0,-8.04415146371922,-6.21013065241716,-8.54643468542881,0,0,-3.1030896513041,-42.0827389443652,-28.4811816863161,0,-0.461866839731204,4.28048858740593,0,-5.13532631459502,0,-11.2806958122217,0,0,0,0,4.85003891623556
"392","1979-08",12.2842427872369,0.0605803544576135,0,0.86727161511508,-3.91429320108293,13.7517587519989,0,0,0.454049360532081,-7.30706075533661,33.9679188165622,0,8.99429099396344,3.37443539645998,0,9.11149535175538,0,0.125386183162108,0,0,0,0,-12.1581699845326
"393","1979-09",-1.24762091975473,4.3102248916797,0,-3.53008367250785,-1.60202887717,-1.14579529308586,0,0,-7.71996590513464,6.73162090345439,-17.5309520972232,0,-10.0417857140262,-7.17237009608279,0,3.22497167123634,0,-3.975374344717,0,0,0,0,1.51144307820579
"394","1979-10",-7.03262939102214,-3.63016196014699,0,-0.514776067440436,2.84836028290978,-23.9495528488561,0,0,2.93105579153467,17.6763485477178,-20.324091912906,0,-8.4503463209255,2.47370918357563,0,4.01887442056146,0,10.8848924053148,0,0,0,0,0.388064817963692
"395","1979-11",22.3852315284892,-3.27738422112077,0,-0.263668818517938,-3.02909378626325,39.3150604956166,0,0,0.113120027300485,2.46826516220029,-19.395538283971,0,8.31477312333633,-1.32650548968413,0,-10.5584763483522,0,-1.8346098478004,0,0,0,0,2.31452150997831
"396","1979-12",-1.7027661626608,-13.7961247764382,0,-11.1849738868209,-1.26544434993483,-30.5769628885946,0,0,-1.33002562840081,-2.89057123193393,10.8717902252414,0,-3.68174482052862,-0.218593480550326,0,-3.34516198765722,0,-10.794051813391,0,0,0,0,-11.5643008137832
"397","1980-01",-2.95975345196972,16.4611665368691,0,21.9529925156481,-11.2950810802087,-2.07250307565615,0,0,3.80203568526846,-2.77817150956769,-14.8564227268488,0,7.46369722166269,-2.03026170869192,0,14.8816121266787,0,31.9905257467942,0,0,0,0,17.5546353513791
"398","1980-02",15.6817894459358,9.84953288514752,0,-2.87189796441871,-10.3403465103215,16.7834221980716,0,0,1.29426701344806,3.00335325849248,-10.8677195660532,0,4.07246303660815,6.11923122651777,0,-0.618598073456886,0,-28.7584147005509,0,0,0,0,-10.2184323422713
"399","1980-03",-12.9565392279703,-3.3447022812355,0,-6.02884713712011,-7.02470844237143,-3.15557201986071,0,0,-0.175839955218603,12.1160651096957,14.9651667326936,0,-1.14878705047321,-7.38451129146847,0,-12.5476555672135,0,-6.32619905826362,0,0,0,0,4.15498357875776
"400","1980-04",-11.098116054093,-12.0727191152423,0,-1.6203136627653,-21.417021350823,-1.31743274941519,0,0,10.9560235272605,-24.8327231410176,-23.7895554255228,0,-13.8121579222856,-2.95952749708992,0,2.70263500012684,0,4.0278786418695,0,0,0,0,-0.904692850578908
"401","1980-05",10.7328563152741,-9.74423693386006,0,-3.13274702965969,-17.3395437172326,9.71195974632284,0,0,-24.5094484728631,9.86731609002353,9.38011904390283,0,-2.49891971907832,3.15107735005066,0,-0.189832481053658,0,-3.52777737629016,0,0,0,0,-39.0156451260926
"402","1980-06",-0.712103873797176,19.9111191460961,0,4.78316312290547,53.4899389945466,-12.0184163515846,0,0,1.78718264046048,3.64595276312772,-5.53472168217551,0,-3.40557817322373,5.08551980354281,0,8.27538423179021,0,-1.23862395024664,0,0,0,0,47.9736547011163
"403","1980-07",-7.47409876009874,0.0029072254653263,0,-0.380065477600518,-42.316082860471,5.2538993429312,0,0,12.878988268432,-5.95870206489677,-8.23718145650635,0,2.32334543630347,0.190244252885408,0,-3.16778526012789,0,-1.30313240227463,0,0,0,0,24.5908299450743
"404","1980-08",13.1513069171144,-5.22029443478522,0,8.66578988800804,32.1814623682179,6.87977544865202,0,0,1.60044080205709,-17.7227101631117,4.09487369514858,0,6.10745963616313,-3.98817936619732,0,-1.96360605995497,0,8.63004505243831,0,0,0,0,-9.68409472683796
"405","1980-09",-6.96087976129526,-3.87281398995924,0,-7.39367086717078,5.13662796917619,6.29970710387265,0,0,-4.31489642877181,21.0255432710637,-3.402822404171,0,6.10338682570913,18.5869296351462,0,-6.4928345798316,0,-3.35195169720026,0,0,0,0,-8.58236445686947
"406","1980-10",10.705582963598,-2.59744122434762,0,-2.44024043283755,4.42225276553367,8.69825904673463,0,0,-0.6254112404641,-12.6634115608757,26.0107637624513,0,1.32715973009151,-2.13480005481763,0,2.40135579820717,0,-7.01243378050364,0,0,0,0,-9.52401489767278
"407","1980-11",-13.4288831061886,1.24389472978377,0,3.24983341550902,26.2095784700741,-5.80459874601959,0,0,-3.38208589278808,2.54283137962126,-19.0959120271444,0,4.19391869584703,3.448825095978,0,2.41114112083249,0,3.41231994685627,0,0,0,0,-1.35451537251547
"408","1980-12",-9.59559522181359,-4.9567886153506,0,-7.13206241442495,-3.33810120651546,-9.7521795187707,0,0,-2.03487583118468,-0.78262398874427,-3.26728555135617,0,4.17322290896953,0.980050199502103,0,-3.49248785421354,0,-3.5692722425549,0,0,0,0,7.31923944104133
"409","1981-01",9.06866488969551,2.46347432605212,0,3.4061913563459,-6.1724951991808,-11.6820113289767,0,0,1.58123298771999,12.4434990693964,0.60871002406424,0,-0.281626764483391,13.7112747813902,0,15.5765439028012,0,-6.7763531602393,0,0,0,0,-5.25566152966948
"410","1981-02",5.11157284177312,-9.84242096847473,0,4.2588350971277,-4.325782989045,1.4000357422463,0,0,-0.64637538864343,-8.63876408922519,13.0974580334876,0,4.85750847844243,-9.01430018870114,0,0.929535542738786,0,12.6015731679158,0,0,0,0,29.8867364898057
"411","1981-03",-5.76896080373388,-1.63400916118951,0,-2.14509193858119,-32.249519123814,-16.765666401535,0,0,4.37632106288945,11.1120697092572,5.11248924257422,0,-12.3561520265549,-5.56900519183285,0,-3.56639766139388,0,-6.69096828106506,0,0,0,0,-21.4056521143407
"412","1981-04",1.98899603455356,11.8122664483967,0,-2.47535763123674,28.0533020494689,26.0082675278275,0,0,2.05795138500786,5.39638170665424,33.18503435135,0,11.7818705191911,-2.49558788013904,0,3.50698010663913,0,-6.16579290119034,0,0,0,0,5.2647040413839
"413","1981-05",1.3731754935032,-1.24702452117691,0,-1.08316713943852,-2.46287147930489,-3.33507310137959,0,0,5.28787615237433,-2.35744806247236,-3.14284382154852,0,-3.52050156282777,9.75485597014942,0,-0.762284358204867,0,4.2150074546395,0,0,0,0,-6.03185526351974
"414","1981-06",-10.0414515544044,4.65251564157051,0,-4.84913261657948,-13.7985761854156,-0.60521282176888,0,0,-1.78791049433706,-11.9963784517881,14.4320927957173,0,-2.89685076792235,2.53321359925378,0,-9.70964675948013,0,-1.28017167482786,0,0,0,0,0.755986002021375
"415","1981-07",1.92282594950164,-2.78599110187989,0,8.85872916388222,43.56480880836,-2.52434110018696,0,0,-14.1013899532113,11.9341563786008,-13.9411539626024,0,5.46199487638698,-8.00008238716554,0,10.3748522502004,0,10.7509482010969,0,0,0,0,-0.0508628569147452
"416","1981-08",-8.49195393406217,-4.05321429061715,0,-2.50167341841158,-0.701077915295475,-0.607687993253513,0,0,11.3566636446056,-21.7371323529412,-4.96449656070396,0,135.241981610438,8.98024369645827,0,2.03261738306342,0,-8.85624611621417,0,0,0,0,10.0666404809849
"417","1981-09",-0.720394791709464,7.76492741432391,0,-1.59820933714084,-6.53621438503015,-2.08204137484449,0,0,0.00716458350973655,18.3206106870229,2.78343284740389,0,-63.5220005017314,-0.437431769106223,0,12.1963517003137,0,-3.65403775993743,0,0,0,0,-5.98255159869896
"418","1981-10",9.70790141763789,-6.07583549394924,0,1.43058349097757,6.0872028600263,1.39614591397179,0,0,1.25175845360288,8.49462365591399,10.5068275806893,0,-40.4085422584594,1.34412938705057,0,-3.45180079389319,0,-3.89887020557668,0,0,0,0,7.31320632410038
"419","1981-11",-13.970526222702,5.24700533409841,0,3.2439502247706,5.1625203915017,-2.06082849832006,0,0,-3.72685989219508,0.747122055348019,-0.03559534101988,0,16.6370660268626,-2.2685427754936,0,2.02415936294701,0,2.23287506444662,0,0,0,0,1.17512572910218
"420","1981-12",-0.449336251802002,-10.5961200619454,0,-1.72526917760293,3.65790351083292,17.0014539883819,0,0,3.88115345555615,-8.35414301929626,25.564294003559,0,4.42062256300492,6.26093827555877,0,0.676008408975041,0,5.61553238801052,0,0,0,0,-2.56288767364047
"421","1982-01",10.2246879898176,-1.70438435604901,0,-8.84694789688034,-10.5547065181664,-5.71919610885654,0,0,8.59526244364264,-15.0606886301709,0.0729603218744952,0,17.8535422595201,0.276903410402204,0,-5.68425065673406,0,-32.2426897832291,0,0,0,0,-0.5535357447971
"422","1982-02",9.83192536505504,12.3807014143397,0,4.23804329484008,23.5330972846166,6.33853063987277,0,0,-0.332849655009035,18.9754058520463,19.2142301075077,0,-5.93726058876784,1.53071555502306,0,4.25860696419312,0,45.7552247947269,0,0,0,0,15.8665028513848
"423","1982-03",-5.69742436897414,3.04857444614193,0,-0.453026514868436,-11.7727603163033,-4.5852705422781,0,0,9.63674286766934,16.741563853256,-7.05822668823932,0,27.6422854010386,1.67863603979636,0,9.30170789193161,0,-0.982947705458973,0,0,0,0,-7.65547593500846
"424","1982-04",8.60078715276173,11.9091103615234,0,-1.14274619485729,4.09941174763693,-7.69645743321212,0,0,-13.2867208672087,-5.18617021276596,0.320999796560555,0,4.57914329642853,-5.91793947526528,0,-5.30993286050832,0,12.3033082896909,0,0,0,0,2.16998892309589
"425","1982-05",1.90784397457588,-14.528883277562,0,-0.607275739165658,-2.50396019969344,-2.7986928498536,0,0,0.406910604677922,-9.48549494352993,7.93764486408004,0,-31.7138314968214,-3.21694651363035,0,-0.695217579298417,0,-4.44619850830407,0,0,0,0,-4.85909587928203
"426","1982-06",-10.5025735809551,-17.1667874443014,0,-3.2253542161068,-44.8978712509857,11.7509272560852,0,0,2.38861532523638,0.146794976349699,-6.10953937258208,0,-16.9680386824309,-5.30647456052441,0,-6.16848032462006,0,1.02549998818611,0,0,0,0,11.4253985441216
"427","1982-07",10.0859728673104,14.2246143481986,0,-3.45516558216966,164.720092979667,0.784658689434744,0,0,-2.40706737843063,12.0846905537459,-7.27293804623701,0,-4.86666439323775,2.64176993865691,0,10.6870736993141,0,4.25920721361736,0,0,0,0,-8.02057647854276
"428","1982-08",-4.83640077510029,13.6360932950203,0,2.65627104896504,-27.156973689538,-11.0778580172857,0,0,5.52970127402423,0.820982272595178,11.2547925617845,0,27.3005766473671,-1.66680671632809,0,-6.5574198735346,0,-5.78814879381674,0,0,0,0,-0.921898820633631
"429","1982-09",-4.76695885008645,-13.3621115598435,0,-2.5425626208088,-1.41133991998246,2.9211755823101,0,0,1.87495203405142,-11.1335303019385,3.6842301135772,0,12.8437557520592,6.57951939405799,0,-2.69197384641646,0,1.70221635054931,0,0,0,0,-2.15635480207638
"430","1982-10",2.14323297614037,1.16905042568702,0,8.31961326983838,-3.1826326167061,9.45839897435017,0,0,-0.223101751783382,24.9351281219591,14.7241610689233,0,35.8260861062634,2.81161423030702,0,6.19260651950535,0,8.67645664362861,0,0,0,0,31.7419989158067
"431","1982-11",3.37758319615838,-4.04848265620135,0,-6.4219610414728,-0.448617562708512,6.62190576872065,0,0,7.39856663298139,-8.24949698189134,8.65121229892391,0,-34.7055484345866,-9.99973048614116,0,2.31106364611273,0,-0.547454814253815,0,0,0,0,-14.4216914035705
"432","1982-12",10.6115806299455,18.165090825484,0,7.81707039302257,3.88313632960511,-6.41838781648495,0,0,-2.02086296310315,-0.863044708545551,18.3683963893268,0,-15.6251079816264,6.42314995374868,0,0.95644185303539,0,4.82636631725316,0,0,0,0,8.44947830243306
"433","1983-01",-1.96777503770993,-5.11503471727609,0,3.25201192174468,22.0287673118441,9.800461732914,0,0,-5.7118730130696,10.6179534750963,-37.2073038328017,0,27.677134342352,-19.2640947492865,0,-5.85329986769284,0,-10.0062231688294,0,0,0,0,-10.9410625479965
"434","1983-02",8.10212650471135,-19.7150200785899,0,-1.99742699613243,-9.11818787537472,-6.97495971330362,0,0,-3.42728363625721,-8.67629983227972,-40.0686213018407,0,44.1018677235285,0.591819833926801,0,6.36195173439031,0,-3.60271844005542,0,0,0,0,-13.1952103295112
"435","1983-03",4.93892385587026,20.372313021655,0,11.6236345633152,14.4580719175484,-1.38872208910223,0,0,-0.024851497151165,4.9586776859504,-17.2950203012238,0,-20.670906890431,0.662758144677226,0,-12.2102213474213,0,26.6046283118901,0,0,0,0,11.903162064514
"436","1983-04",14.3895434868585,-0.830130552462253,0,-6.51628252751423,-20.3647675437599,-7.15343511355169,0,0,4.96001552088954,0.423985463355537,127.27838141984,0,-61.4465815469026,3.90940576213909,0,10.0761587302606,0,-10.1534480982791,0,0,0,0,-4.7816378550877
"437","1983-05",-19.4592417112658,4.80574981407414,0,5.87864968019924,22.5721290464054,11.1226746334821,0,0,-4.86656654343806,-3.66572845463072,-25.8170810934129,0,35.6618009393203,9.01959102086902,0,6.89175888564518,0,-7.09175645243305,0,0,0,0,1.64334247313387
"438","1983-06",8.54646895001446,-7.94061019130652,0,14.6274080570144,10.4005683702144,-5.75340714892517,0,0,3.66131333677404,4.30608695652173,-4.20758035375931,0,12.4221037006774,-13.1985498037398,0,9.56485776819855,0,24.1338754327438,0,0,0,0,1.75274478879533
"439","1983-07",3.45886330970774,2.30074750549474,0,-20.9116738315031,5.55906320650662,-4.96264294962817,0,0,-1.91711817249965,5.80232092837134,32.0098823438972,0,16.7632989161114,0.225537984385808,0,-13.4443375895678,0,-8.74336863014247,0,0,0,0,-12.3652707202857
