"","FREQUENCY","TIME","AUS","AUT","BEL","CAN","CHE","CHL","CZE","DEU","DNK","EA19","ESP","EST","EU28","FIN","FRA","G-7","GBR","GRC","HUN","IND","IRL","ISR","ITA","JPN","KOR","LTU","LUX","LVA","NLD","NOR","NZL","OECD","OECDE","POL","PRT","SVK","SVN","SWE","TUR","USA","ZAF"
"596","M","1996-08",1.085388809,14.56351586,-16.94856099,-0.758589098,-9.591518545,7.372505803,NA,1.701084913,-2.899533701,3.581024446,-3.045529953,NA,1.947308133,-1.965950758,18.1937276,2.315566263,-1.587301587,-8.398410176,NA,NA,-3.748991914,NA,2.007457218,-0.223889498,-0.747742556,NA,-17.29101883,NA,1.490018717,-4.723772547,1.090877555,1.849262705,3.056305415,NA,-4.618812896,NA,NA,1.259405243,19.18127754,1.924464758,-0.49833887
"597","M","1996-09",-1.322821697,-3.036626841,13.10937973,4.74880449,16.45405152,-4.182994696,NA,26.76547092,-1.571640618,6.918796404,11.6025748,NA,11.91011236,-11.37776952,26.74685318,6.192417817,-3.823178017,2.996125477,NA,NA,5.577286347,NA,-5.600260389,2.6336343,-2.060100975,NA,8.141979397,NA,-3.971108099,3.608116139,-3.671889136,5.448802457,11.80443113,NA,3.222276375,NA,NA,4.690051346,-13.5574996,0.979466604,-1.001669449
"598","M","1996-10",-1.075874914,6.872819613,-0.84246763,4.753846967,-12.46078436,2.431507903,NA,-18.96632528,13.38596647,-8.201403985,0.246651161,NA,-10.34136546,11.08881718,-26.85473456,-5.679572055,10.74534161,-0.229361088,NA,NA,-1.271004021,NA,8.644042789,2.506651621,-28.13481605,NA,-0.04489038,NA,-1.721290567,9.677155031,0.820107942,-4.754229438,-9.037006913,NA,4.739291572,NA,NA,7.648819368,-2.220286583,-5.632815239,24.95784148
"599","M","1996-11",-0.760559891,-6.764652774,0.575080941,-2.75113579,3.719267303,5.437103037,NA,4.683460111,-7.432326709,-4.689748825,-1.434973837,NA,-4.70324748,0.157071994,-25.30788007,-0.572507924,-6.001121705,1.852537377,NA,NA,7.302316933,NA,2.344301833,1.29773001,59.5655883,NA,-7.856816287,NA,5.007930528,-6.395218528,6.918597971,-0.622598305,-3.957459514,NA,-3.376095844,NA,NA,4.539284108,19.99494847,2.625386997,-2.968960864
"600","M","1996-12",-0.669029907,9.287663811,2.095420029,0.006921014,6.972121857,11.95732472,NA,-5.450382112,-11.04631508,3.246885186,2.737015378,NA,0,-3.604166816,6.516632456,0.284440089,0.238663484,-21.31762173,NA,NA,-4.17148205,NA,12.96823918,0.564803549,28.9479129,NA,1.006377459,NA,-0.602348974,3.735334025,-10.30620604,0.466007479,2.172060101,NA,3.864495822,NA,NA,-5.229283691,0.482558365,-1.568722095,-14.46453408
"601","M","1997-01",6.612214124,-10.04067282,-4.674088057,1.799339089,-0.314395999,-17.51721582,NA,14.11179172,16.57007126,-4.211567062,0.964315247,NA,-0.235017626,7.776579931,-11.57081139,-3.780904853,3.273809524,40.02282794,NA,NA,4.844559422,NA,-9.606172733,-20.75027169,-47.55393588,NA,8.787648502,NA,0.575807082,-0.915595907,0.771255054,-2.983364265,0.479919198,NA,-3.098029533,NA,NA,3.32305758,6.917277443,6.178742185,-0.487804878
"602","M","1997-02",3.283750972,3.837102431,1.174525971,3.987151379,-3.503033406,3.771936191,NA,1.369628013,6.7568669,6.280732887,-4.586260788,NA,4.829210836,0.382305721,14.57882605,2.722916572,-1.556195965,-6.318395352,NA,NA,-3.473854664,NA,17.79418593,7.962921494,21.41826244,NA,12.76247958,38.28466155,4.987272155,2.205311384,1.465836777,2.438742293,5.67477535,NA,1.737055909,NA,NA,6.345206613,14.07341255,-4.456760189,5.718954248
"603","M","1997-03",-1.497238326,-5.982153685,1.689676307,4.440630874,14.37047583,3.613072564,NA,-1.060826508,1.107039243,1.80655923,8.254130432,NA,-1.235955056,3.618622491,-2.141581983,0.742266358,-1.170960187,-2.177979472,NA,NA,-4.255707519,NA,4.417138776,-0.314246736,7.63359389,NA,-13.2745072,12.01422169,-4.83462839,-6.017322595,-2.12873185,0.993631906,0.580881739,NA,-5.331700109,NA,NA,0.589597523,-7.049027614,1.909365559,-4.636785162
"604","M","1997-04",3.322674823,7.587089111,-0.639192415,-7.126537511,-8.985511671,1.836575493,NA,1.740302408,0.309597523,2.074572755,-3.215788704,NA,6.939704209,-4.094435974,0.716385655,-7.081458076,9.478672986,10.21868054,NA,NA,5.941471222,NA,10.69222214,-26.45689786,-0.546292643,NA,5.828887359,-14.81002579,0.574972255,3.856103476,4.446600238,-5.769203515,4.15261238,NA,2.421414065,NA,NA,6.912641487,11.23596112,-4.956717657,-2.755267423
"605","M","1997-05",-3.301040545,-9.170205526,-2.540905626,5.253757498,-4.452607966,-4.701289971,NA,-9.232931575,96.55977115,-4.604675218,-0.935352438,NA,-5.106382979,-4.508959027,-5.440219587,-1.901027301,-4.5995671,-2.601655761,NA,NA,2.580651829,NA,-0.597757662,1.361431544,44.09071028,NA,-4.476526425,11.22677565,-4.043132628,-0.902934537,-6.614875869,-1.647882423,-4.204833093,NA,-4.653714542,NA,NA,-9.021281047,-1.435815508,-0.499064255,-1.5
"606","M","1997-06",2.254174397,6.999060813,8.271905716,-3.384241027,10.24804934,4.033517015,NA,16.72614658,-71.08881314,6.361432374,-0.133433675,NA,3.475336323,7.7436515,1.602410615,2.105622139,1.758366421,3.971722741,NA,NA,-0.940766273,NA,-0.27244899,3.155683134,-29.76749063,NA,7.123997603,4.879511285,-0.077100658,1.319613542,-8.627530822,1.361763817,4.514325866,NA,-1.380241377,NA,NA,4.901541901,8.328754164,-2.545454545,1.692047377
"607","M","1997-07",0.074843509,3.592971441,-0.881071752,3.290694592,-13.00557284,0.981879522,NA,-1.180600503,17.73744867,3.167456667,5.203193885,NA,1.73347779,1.892850864,4.509528091,3.169267505,-3.455964326,-0.801819227,NA,NA,-0.689980658,NA,3.859513382,0.434052552,12.55934614,NA,-4.711356928,3.452603656,0.698170536,-4.698038608,3.295138855,3.122994169,1.049533921,NA,3.21549416,NA,NA,3.964613711,-11.2994829,7.398353062,3.826955075
"608","M","1997-08",-2.230028329,-2.253906033,0.004876076,1.206326799,24.5000182,1.844672419,NA,1.252134853,23.26732673,-1.992868979,2.269296391,NA,1.064962726,4.393614,-2.926585581,1.209264432,6.177829099,0.309311447,NA,NA,8.637299251,NA,1.348674241,-1.295354963,16.98572059,NA,4.521451339,41.20967021,7.353400483,2.098755389,-10.45792539,1.521584872,1.923190742,NA,1.527008012,NA,NA,2.020444659,0.270851269,2.539834671,-6.41025641
"609","M","1997-09",15.35893929,3.487234679,5.887837946,-4.650499287,-10.38204884,14.70642976,NA,-8.247284782,4.545454545,0.568934893,-3.915565243,NA,0.316122234,-7.087602823,6.960953191,-2.085501543,1.685698749,-4.736897865,NA,NA,5.65385493,NA,7.248614929,3.601402749,-20.95988594,NA,-0.769134908,-8.981871924,-8.072359226,-1.442116166,-0.397415028,-1.822281684,0.000115985,NA,-0.119772432,NA,NA,-1.94673346,1.029581617,-7.372356584,-1.198630137
"610","M","1997-10",-4.500974541,-2.565984909,-6.412561257,-0.074805506,-7.623163282,-5.077302521,NA,5.931738352,10.20604156,2.82618204,5.812876866,NA,1.680672269,6.166281649,-0.690954774,1.51990425,-1.818181818,9.930060938,NA,NA,12.33812918,NA,-0.267870976,1.991309225,-2.705299313,NA,-0.274399596,-0.029904712,8.054867958,0.105092967,-3.673332807,1.415467572,1.878265801,NA,5.411583701,NA,NA,1.216534789,11.06127868,1.273965691,2.079722704
"611","M","1997-11",1.750583879,-7.97480068,3.12515966,1.517193193,20.52345835,-3.935732896,NA,-4.012977959,-2.590509388,-1.638708519,0.215096371,NA,-2.376033058,0.459730272,-3.058931191,-1.150925969,2.015250545,-5.913980612,NA,NA,36.82569043,NA,-3.59814405,0.095918216,-7.65719201,NA,6.761514887,8.260977749,-4.692585947,3.84397965,0.201255933,-0.770459883,-1.814226158,NA,1.464658337,NA,NA,2.973736797,2.668432023,-0.311371279,-7.300509338
"612","M","1997-12",-3.862776319,0.545478599,3.474318104,7.729872343,-30.20989792,16.59320014,NA,1.649164605,-9.743005856,0.21725893,0.890198821,NA,-0.317460317,5.670612669,4.64225227,4.698228989,0.640683396,2.810811315,NA,NA,72.71963424,NA,-10.69718508,10.43566236,-14.5769591,NA,-3.972091608,4.110402914,4.939088631,21.18360681,1.630918309,4.060732601,-1.104639134,NA,2.761509584,NA,NA,-6.773489611,4.634929822,7.708645677,-0.915750916
"613","M","1998-01",2.297218817,10.80690317,-0.733264638,-21.87252814,24.71431409,-13.84884172,NA,0.793440886,31.46512885,0.19464328,0.531435505,NA,2.229299363,-4.042421998,-1.308737297,-9.421193819,0.583554377,4.789111205,NA,NA,-58.51534529,NA,6.905406158,-19.36887597,-71.50301239,NA,3.890389122,-23.27361158,9.18298246,-36.77725727,-1.113435462,-8.195673587,1.661414855,NA,-5.323594385,NA,NA,13.90144969,-15.16874752,-13.54831226,2.033271719
"614","M","1998-02",0.899934818,3.128481739,0.939505161,22.85196939,16.21449959,-17.00257824,NA,6.456110175,-8.82111035,1.496176563,1.835006671,NA,1.453790239,6.053890001,0.748741456,4.534701745,-0.474683544,6.506206743,NA,NA,-8.811755364,NA,-2.756440685,6.427963087,85.23302586,NA,-0.960943491,20.81128745,0.333208145,15.5501421,-7.282182904,4.112641201,1.603428178,NA,1.247145506,NA,3.561657518,-4.992865661,-0.17868687,5.460888233,-5.615942029
"615","M","1998-03",-4.847146102,-7.572201319,-2.800862089,-0.575295572,-16.45829696,-1.574062603,NA,6.496085754,-3.931444035,-0.514566019,-1.65608226,NA,1.637666325,0.50957868,4.959405458,1.225507863,3.28563858,-24.42430482,NA,NA,-13.67279488,NA,-9.613693205,1.689947824,-1.307760985,NA,2.714567713,23.64581808,-7.188207953,11.72698524,4.191994101,0.04126817,-0.761347437,NA,7.980411115,NA,3.932569341,-4.093478885,24.78612346,0.788804071,8.637236084
"616","M","1998-04",2.715665448,2.721015436,11.82439713,0.844823464,10.4526288,7.48383555,NA,-21.40162994,5.766823161,-2.496979492,6.840217946,NA,-6.948640483,3.840463268,-0.376276767,-3.480707304,-7.029245767,56.57592181,NA,NA,19.91176246,NA,9.625948332,-5.489415445,11.82465824,NA,2.048794904,12.94675732,3.426606829,1.611761931,-2.96782458,-1.208834581,-2.740127082,NA,-0.674359619,NA,6.553956836,5.263946002,-27.04772859,2.234284272,-1.060070671
"617","M","1998-05",3.984989659,-4.45705098,-2.069801962,3.338338734,4.828158668,3.859914657,NA,14.24888975,-14.95894059,2.13159212,-0.927173095,NA,3.67965368,-2.09358117,5.224609063,4.704257926,1.269315673,-16.78304895,NA,NA,-0.150531152,NA,-5.746300338,2.683871597,-13.32812559,NA,7.915125258,2.826063062,2.2124257,5.029402662,-2.954685763,3.604922138,2.552354562,NA,9.411943154,NA,0.858504093,-0.350370142,22.32525152,5.926657612,-4.285714286
"618","M","1998-06",8.9809309,1.629052281,-3.933016906,1.29097389,-10.52840838,-11.1400936,NA,-0.415185042,64.26272292,-3.353522168,0.991577223,NA,1.565762004,3.146355495,-5.018553551,-1.377633664,6.376021798,-4.754470741,NA,NA,1.210589185,NA,-0.35139369,-2.478819452,15.94889998,NA,-7.639500022,-7.550778925,-2.764185229,-8.626786504,20.76515752,-1.123596495,-0.706843934,NA,-7.555222089,NA,1.2799734,0.23429635,-18.76601252,-2.133115748,-2.052238806
"619","M","1998-07",-2.237064911,11.78007879,3.283499717,-5.632654294,12.20514585,-3.193445493,NA,0.354044904,-33.2538926,10.61227107,1.796090578,NA,1.849948613,1.429794834,1.272893247,-2.779038788,-3.739754098,6.416806785,NA,NA,2.250270486,NA,14.95475705,5.325471144,-24.3455226,NA,4.027384483,-5.785504303,14.56348438,-0.959445295,4.944611268,-2.006651189,4.388177691,NA,0.966916858,NA,6.546675687,3.452656504,17.24097786,-13.23249166,5.904761905
"620","M","1998-08",-3.87021035,0.132129814,11.46492251,-2.286729289,3.224562579,15.28164355,NA,5.363290679,10.52923907,-2.66042365,-1.051394091,NA,0.100908174,0.112380145,2.281193861,-0.353178216,-3.352847259,-2.482707884,NA,NA,-0.088342966,NA,-9.908192616,-5.462852124,24.1891092,NA,0.652042973,-7.370615049,-10.26374002,0.244220124,9.311641215,-0.602860823,-1.22624629,NA,2.940808364,NA,-5.23483542,1.766666184,-11.94019461,3.678792038,-13.48920863
"621","M","1998-09",-4.710710711,2.79781236,-8.812102071,1.654056533,-9.761307063,-21.61719489,NA,-2.739735655,-4.414931802,1.983622936,-0.833611725,NA,3.125,2.662048954,19.95575112,6.06271881,5.837004405,-3.277611225,NA,NA,-2.753992571,NA,-0.388231152,4.760876497,-8.654652538,NA,2.048218705,1.037840233,5.511375505,-6.171836934,-0.298606766,5.191238023,2.521446949,NA,6.970159767,NA,0.244734504,-3.205182102,-3.822348672,9.876870118,-11.22661123
"622","M","1998-10",0.411790659,1.510198728,6.538600653,-7.691068437,16.83541888,-24.01937274,NA,7.167808442,-5.940668419,0.117670993,13.38403042,NA,-1.56402737,1.512512057,-17.28223176,-1.264908116,-4.994797086,-1.026821119,NA,NA,4.44905086,NA,-5.166649856,-7.264912727,3.899951705,NA,2.378909404,11.80558079,3.359760514,-8.629046218,1.856842929,-0.511898344,-1.316376086,NA,-0.060847328,NA,6.246014126,3.024686246,-13.6606231,4.964453549,5.854800937
"623","M","1998-11",0.171573243,0.9923358,2.297633544,11.68103599,4.062061409,7.565410373,NA,-1.055292804,8.208240179,3.231456003,2.850302817,NA,2.383316783,9.365873893,6.415288871,-2.776062361,2.847754655,-38.81247671,NA,NA,7.007761163,NA,6.401565368,-3.300165061,17.75913823,NA,2.581853613,-0.278758375,-0.10714413,3.637396988,3.818803726,-2.2879608,2.137615297,NA,5.690349749,NA,-4.392287099,-0.972536843,-11.9290477,-9.18379061,3.318584071
"624","M","1998-12",-0.336292428,-0.320666144,-8.54642554,-3.366098358,-8.966042593,6.43410227,NA,-2.435832968,-9.858323495,-1.905308526,-0.132967636,NA,-2.424830262,20.59667398,-0.825283801,3.142705296,4.792332268,172.8365788,NA,NA,16.70097046,NA,-12.46367656,-0.537091946,15.95814835,NA,4.601367072,-2.698983594,-10.1102611,-15.07174847,3.881573078,3.34287876,-1.478278587,NA,-6.336132921,NA,11.80657175,-1.108576965,30.32130303,13.17153331,-0.214132762
"625","M","1999-01",-3.175168714,-3.305546528,20.14980763,0.553066934,3.838638722,-3.157092807,NA,2.168212459,4.436804191,0.193579167,-4.859881891,NA,1.391650099,-28.12544072,3.079666433,-2.537602947,-3.312888514,4.704017983,NA,NA,-30.95105708,NA,2.765664544,4.312565974,4.574798425,NA,7.684763533,-65.45117667,46.39237373,6.844597503,-3.091481963,-1.881643891,2.73428628,NA,8.833238231,NA,0.450156508,6.547931914,-34.05120996,-9.940801966,-3.004291845
"626","M","1999-02",-2.777116388,-20.00153324,-19.95270833,6.064748549,-12.03367241,-1.832363967,NA,-6.819546713,-0.55651356,-2.026547581,6.067089941,NA,-1.470588235,3.040297854,-3.200612033,1.94784523,1.878769321,-24.59407619,NA,NA,30.11158584,NA,9.553846842,0.454377749,0.694146717,NA,-7.792416115,123.7887166,-15.29758912,2.699435939,-0.291160226,1.086928488,-2.262165397,NA,8.34271789,NA,-8.208322957,1.33931881,-6.473012125,5.667865559,-1.991150442
"627","M","1999-03",8.237599074,31.46033262,7.557310985,-3.589082638,25.69819159,-8.808031396,NA,4.88393596,3.223772365,2.696226052,2.544297299,NA,2.885572139,5.097894042,0.614575224,-0.253930744,-6.50930697,12.46793237,NA,NA,5.033264165,NA,2.081137009,-0.715929214,-11.17118186,NA,2.766563593,8.979812691,-0.912802784,-1.539819537,0.785226298,0.586713546,2.654816205,NA,-7.841916341,NA,24.64062448,2.429116385,39.85967181,-1.46713615,1.128668172
"628","M","1999-04",0.043195656,-3.807242258,-3.303541979,2.958337921,-20.05102454,-5.601604157,NA,3.366818157,-13.53084911,1.546236446,-6.422679341,NA,-0.290135397,9.48371172,1.743361276,0.381395592,3.917973187,-3.678176137,NA,NA,-8.512866732,NA,-1.438701185,-5.019468695,-1.240967223,NA,-17.25636478,-4.417158909,3.523741777,-2.629743998,4.67907298,-0.184562637,0.091227612,NA,-1.434967121,NA,-9.406113112,-6.73583808,49.88978398,1.286480048,0.669642857
"629","M","1999-05",-3.421263647,-2.099632713,3.901286766,-2.751130392,2.171467867,-4.396305525,NA,-4.501320633,7.532673967,-1.316268686,9.08412956,NA,-1.163918526,-8.078128751,-1.783780047,0.536250082,-3.875511202,3.777026748,NA,NA,6.900515772,NA,1.122611668,2.647958386,10.51480642,NA,14.20201205,-6.30585326,-8.009483097,-2.874680307,0.599144606,0.827996348,-1.101568514,NA,-3.051981768,NA,27.49631666,6.651425237,-15.59210759,3.04598377,9.756097561
"630","M","1999-06",-0.383198859,8.214492329,6.992689638,2.788118687,10.92285256,9.041968371,NA,2.011686055,1.979141004,-2.323355825,0.881705919,NA,1.864573111,2.905274319,-6.794237042,-0.720132682,1.553694484,0.935430407,NA,NA,4.722686811,NA,4.946941722,-3.06836008,-11.01718237,NA,4.29054779,8.634986393,3.89708809,6.562039183,-1.68239529,-0.177615633,1.529533746,NA,-1.301386618,NA,18.4323198,1.890694055,-11.63989207,-1.438027848,-7.070707071
"631","M","1999-07",-5.646143654,-5.995323542,-1.666719365,2.302943244,3.691421858,5.872640651,NA,3.043161129,0.926075052,12.99196835,-1.001956831,NA,3.66088632,1.539173567,20.4184132,2.562030607,3.127479079,-2.813462468,NA,NA,2.571644372,NA,-1.99303592,-1.551956837,18.74416645,NA,2.229512097,9.62479792,-0.038827749,4.082237818,-0.524730331,2.078027337,3.441433203,NA,5.012629414,NA,-56.13260691,8.107017149,-6.017309147,1.829550718,5.869565217
"632","M","1999-08",-1.279699214,3.926392188,1.225550616,-0.794682202,-7.018938483,-7.60254894,NA,-7.416217557,-11.49764621,-7.906078584,-0.635812929,NA,-4.553903346,-2.501758661,4.063702124,-1.632439998,0.000141887,-1.548524929,NA,NA,4.129219682,NA,-11.52391542,0.374301818,-2.665083993,NA,-2.576327885,-2.147250743,-12.86100938,-3.884140551,0.550360102,-1.775030547,-4.482332614,NA,-1.754209387,NA,-3.475825204,-7.952705373,-10.13599722,0.727768933,5.133470226
"633","M","1999-09",-1.752856422,6.493417226,-0.323392815,1.836989746,3.913870286,17.62344707,NA,1.987448999,0.009015507,-2.3561279,0.979576528,NA,1.071080818,5.844217198,-7.268097417,-0.786156506,0.722943891,-13.79469491,NA,NA,14.37055081,NA,3.987625127,2.99319628,9.799400176,NA,2.294540507,0.809306649,9.573230678,6.985475744,0.79712347,-0.513866211,0.482593335,NA,-2.858712802,NA,23.0310258,1.870692439,6.753026967,-3.477082863,0
"634","M","1999-10",0.96679277,-17.57620146,-1.703887801,5.560894829,0.68148579,21.99263862,NA,-1.720134345,1.541512666,1.808494421,1.547328319,NA,-1.637764933,-4.513007944,-0.727392868,0.684511092,-2.603745427,37.71293075,NA,NA,-7.246860234,NA,4.093230875,-2.311771842,15.72189259,NA,1.424065427,-4.420215116,-4.83490117,-1.754710011,0.769417199,0.926188895,0.350676137,NA,-3.109140051,NA,1.219657133,6.077910032,1.37518963,2.760233918,-2.9296875
"635","M","1999-11",2.756961791,11.51380531,-1.188626615,-0.911841331,-7.71032787,-13.26181598,NA,-6.525292625,-0.559303977,-3.042110455,1.333453325,NA,-2.546523017,-2.174806469,-4.533278047,-1.790083539,-8.112063178,9.272196466,NA,NA,4.448880671,NA,-3.903952579,2.201035809,-9.874433767,NA,-8.426567846,-3.643066821,-5.935671596,4.333521339,0.060663498,-1.337954777,-3.736941182,NA,-2.245591793,NA,0.488989235,1.340395857,6.91896487,0.318688823,-3.219315895
"636","M","1999-12",3.740884127,-7.2810635,1.997102444,8.911129016,2.750890093,-3.33043654,NA,8.137435564,12.63280064,2.148290378,-4.521654666,NA,-2.914572864,-8.419217938,0.118870728,0.427112802,-25.35599908,-10.72588694,NA,NA,2.38463003,NA,-1.360722868,-0.6023743,-4.650600281,NA,7.368032452,2.434002175,-10.4889932,-1.630777548,-2.055470794,-0.214559408,-2.481182614,NA,-24.54124783,NA,0.204391273,10.02116728,7.289551976,1.815293851,5.613305613
"637","M","2000-01",-5.899327403,4.902460572,7.715365947,-11.36319389,-3.258882799,-1.202382797,NA,-8.889972844,-10.16962587,3.360255657,6.572270295,NA,6.418219462,17.85324298,1.353974016,4.891034818,52.82680768,3.45913079,NA,NA,-9.063106086,NA,13.66196825,7.74191185,-6.550648539,NA,0.814329343,8.230357346,52.38013462,16.1384869,-0.971355542,5.665538716,8.753864335,NA,76.15582911,NA,0.15279892,-15.60247267,22.99367321,3.699576554,-5.118110236
"638","M","2000-02",1.291185354,1.116961088,0.463872734,2.178878932,7.856658381,2.423930335,NA,5.317663861,-2.594193947,3.002142077,-2.278744666,NA,-0.486381323,0.220938335,-1.628745213,-0.544153026,-15.52399451,3.633705128,NA,NA,18.23052861,NA,-2.142317123,-6.294077924,6.283759219,NA,-1.744307321,27.00872447,-9.268531901,-17.56309148,3.594593195,-0.686233433,-1.993528021,NA,-21.59033003,NA,8.386500324,3.056292071,9.326426406,2.793896411,10.1659751
"639","M","2000-03",-3.004711935,-0.811339823,-0.384269364,5.290914302,3.019647312,-3.025906249,NA,-3.213057239,-3.976809494,-7.180426967,-4.97054815,NA,0.391006843,-8.726114325,2.216204456,-1.626422968,15.85343611,-3.247248583,NA,NA,-2.026054334,NA,-0.234938909,-0.348056459,-15.15108942,NA,-3.616371602,-20.42570432,6.061087071,0.296565579,-3.566870648,-1.75229527,0.605455386,NA,-3.831283084,NA,-68.13340378,5.82657508,-2.502384972,-6.219945641,4.143126177
"640","M","2000-04",-3.595315764,-4.470117346,4.124904578,-3.039253049,-1.166296733,10.63025271,NA,-6.317803443,-0.132075472,2.117969201,10.82632732,NA,-1.655306719,-1.060584777,2.815631319,-0.928978616,-2.578109266,1.764335645,NA,NA,7.845997529,NA,-2.078458099,5.14929155,-9.450541811,NA,4.163957488,13.1869377,-8.21064873,-1.344906524,-3.009370046,-0.044783661,-0.936847621,NA,-0.188443731,NA,181.7568042,-0.196095988,20.20272643,-0.757997994,0
"641","M","2000-05",-1.545801991,12.2247431,-1.676140304,-2.804643524,-0.179550472,-5.834140178,NA,13.14318495,-6.262988853,2.839933203,-11.17497321,NA,2.673267327,9.833132759,-8.710763431,0.580052822,3.603751298,-4.25172337,NA,NA,-3.881198941,NA,1.116390639,-4.430720657,8.515028263,NA,19.29967627,1.67351295,-2.710155531,6.564826453,-3.214461461,-0.641009524,0.726236699,NA,-7.468359576,NA,-1.98307051,6.363597485,-23.90769009,-0.292036392,2.893309222
"642","M","2000-06",-19.80269014,-10.28788722,-17.05307651,-1.922271487,-16.09822397,-4.335186063,NA,-14.86558121,-16.46679432,-10.68054441,2.521839699,NA,-8.003857281,-12.01147168,6.496753712,-3.905559334,-6.652978264,0.001292679,NA,NA,3.35366965,NA,-11.16600472,3.930077124,16.67653149,NA,-19.92028166,-6.104773702,-20.31182727,-7.312647432,-1.561641742,-3.695772892,-7.600346345,NA,4.683413064,NA,0.623927199,-9.030516499,16.41014354,-1.396868311,1.58172232
"643","M","2000-07",88.808386,-6.204842445,9.93254409,3.245471948,16.83882241,2.67518675,NA,7.500452508,19.15792014,3.578858505,-1.35156789,NA,3.773584906,-1.410651553,0.635986171,1.396171995,0.06991004,-1.329481346,NA,NA,-7.150129734,NA,12.8201898,-5.742709298,22.57448405,NA,3.03182751,11.07606902,1.42922581,1.595536413,-2.061794367,1.525419369,4.632951497,NA,-6.757662488,NA,-4.254485345,3.932637682,1.227941321,-1.793670741,-7.266435986
"644","M","2000-08",-15.15186153,20.83411617,-4.19349428,5.184413954,2.329254079,-3.342804039,NA,-0.611247117,-12.81765718,2.287278025,0.047315159,NA,1.212121212,-0.636185937,-4.669873829,0.162525809,0.883214792,5.356548378,NA,NA,2.955962069,NA,2.145544884,0.988150146,-13.35780457,NA,2.185589039,0.821255541,11.40691133,-1.464495616,-0.183469218,0.280587986,1.097256418,NA,29.33308771,NA,-0.025886465,2.041587176,0.013266723,0.011633318,4.104477612
"645","M","2000-09",-8.084909836,-10.38028289,0.527255034,3.720728417,0.60712551,-5.879281446,NA,0.741332325,-2.34583672,-1.191295349,1.384339961,NA,-0.698602794,-1.005710875,8.597578427,2.72510659,-2.055402968,0.568490713,NA,NA,4.944311208,NA,-0.082763264,2.255049263,-2.713603726,NA,1.11650395,1.022884677,-5.007983769,-2.972523712,0.147143336,2.266387151,0.616720682,NA,-19.00135062,NA,1.39612174,-1.406630363,11.87801531,4.129347447,3.584229391
"646","M","2000-10",2.483249581,-2.750933489,1.648548449,-7.902683906,-4.559888176,2.027685788,NA,-6.47410438,-1.522178618,-4.599085713,-11.36216361,NA,-3.216080402,-0.16812012,-3.801948034,-3.452226518,4.818682309,-8.468271138,NA,NA,-10.25394359,NA,-7.13082715,2.831148465,-7.891889563,NA,-4.863498093,-3.461152583,-3.914243101,-1.844200343,-0.197452663,-3.4478131,-4.929532094,NA,-0.635103428,NA,-2.248675552,-8.136786271,0.450206572,-3.987935657,0.173010381
"647","M","2000-11",-2.525231888,3.617248143,-0.539008372,-1.988700886,-22.83853589,-5.317051385,NA,4.644734114,-3.707281729,1.975091402,5.920540539,NA,2.388369678,-4.446899623,-1.226644005,-0.817571662,4.140153606,-1.650458888,NA,NA,-4.606271092,NA,-0.610893899,0.992076854,-14.49853759,NA,4.988903992,-2.925717688,5.635543084,4.147843943,-6.638091753,-0.902371813,1.326307491,NA,5.746569241,NA,-16.56114928,-0.250743606,-10.92884381,-4.200116347,-4.14507772
"648","M","2000-12",13.87130581,-1.078927082,0.296850427,0.490969919,49.7155981,0.493034559,NA,3.517299181,10.73488839,-0.077382671,-8.36829132,NA,-0.304259635,27.36120423,8.253899971,-0.605170028,-13.39007987,0.830579877,NA,NA,-1.271061901,NA,-0.052770788,2.581875895,13.492619,NA,1.957404554,10.14047892,7.174593533,7.403391167,3.406985338,0.088010767,1.015847719,NA,-8.732620425,NA,15.68680791,8.56535635,-29.78542157,-3.060480933,-0.18018018
"649","M","2001-01",-19.80010308,-0.574936163,-1.350080004,-0.762401637,-11.58917719,3.524461835,NA,-3.405099028,-14.54133635,2.068110846,10.15498454,NA,0.2034588,-32.85181812,-5.567058824,3.271110637,14.69159674,-3.426615116,NA,NA,-25.82079319,NA,6.308461092,-6.2514071,-2.343716752,NA,1.786431417,-6.001540504,-15.36533384,-5.617255622,1.329649886,1.559485335,0.311149604,NA,30.40384385,NA,-1.053600269,-13.61456739,-25.96354014,9.107992984,0.541516245
"650","M","2001-02",-0.284592963,-2.178999145,-7.322638301,-2.474693931,2.339797723,2.226480148,NA,-0.728556143,10.86668434,0.676601754,9.642419876,NA,0.304568528,7.620032543,3.326633555,0.715214976,-3.18545073,6.52893698,NA,NA,16.20549718,NA,-1.616315345,2.650454363,60.13553436,NA,-4.647448883,3.589670495,6.389324677,-4.930467762,0.872187553,1.403848627,0.317452402,NA,-21.70224888,NA,-0.571024503,0.277189352,-9.099201858,1.952003674,11.49012567
"651","M","2001-03",1.04034801,3.816810338,-0.359020205,1.645496106,-2.094450719,3.348014125,NA,2.311508565,-2.546019603,-0.463804971,-0.126608235,NA,2.327935223,2.689918122,0.620542197,-1.835942357,5.507705029,-0.887256475,NA,NA,-4.710021487,NA,1.198862932,-1.324758243,5.34952107,NA,2.3186341,1.263620316,12.98113488,0.511456628,4.690801781,-1.703962793,1.951081169,NA,5.850065686,NA,2.408499673,-1.327456674,-22.84922222,-6.948980741,-0.805152979
