"","FREQUENCY","TIME","AUS","AUT","BEL","CAN","CHE","CHL","CZE","DEU","DNK","EA19","ESP","EST","EU28","FIN","FRA","G-7","GBR","GRC","HUN","IND","IRL","ISR","ITA","JPN","KOR","LTU","LUX","LVA","NLD","NOR","NZL","OECD","OECDE","POL","PRT","SVK","SVN","SWE","TUR","USA","ZAF"
"222","M","1965-06",NA,-5.237433499,-4.982063402,3.867749057,1.915582809,NA,NA,-3.894624403,13.42970525,NA,-0.585692951,NA,NA,37.48396593,9.689440994,NA,6.170454545,0.898987936,NA,NA,-2.870159522,NA,-4.368500675,NA,NA,NA,-1.638557919,NA,NA,13.27008095,12.03744141,NA,NA,NA,NA,NA,NA,NA,NA,-12.48632086,-4.87804878
"223","M","1965-07",NA,9.167473174,-0.708059641,-0.122171643,0.613627114,NA,NA,2.132622798,-12.15634188,NA,12.26841423,NA,NA,-20.57518037,4.416761042,NA,-0.331799208,-45.18089545,NA,NA,5.931066977,NA,3.583898817,NA,NA,NA,11.69022797,NA,NA,-4.964260968,-4.115294046,NA,NA,NA,NA,NA,NA,NA,NA,4.751781918,1.465201465
"224","M","1965-08",NA,-1.546472186,8.470482191,5.553042109,0.503298669,NA,NA,2.919678964,36.22545223,NA,-21.21428876,NA,NA,-1.216768367,-4.446854664,NA,-1.320876289,92.48377271,NA,NA,-16.11298884,NA,-7.407187066,NA,NA,NA,2.075591533,NA,NA,1.137799595,-15.68813825,NA,NA,NA,NA,NA,NA,NA,NA,10.70789065,-1.805054152
"225","M","1965-09",NA,-1.895548303,-5.084926952,-17.38923372,2.487150532,NA,NA,1.429913942,4.435900217,NA,23.44040161,NA,NA,2.646363454,5.675368899,NA,-0.21765154,4.469525571,NA,NA,3.765145416,NA,-0.605141965,NA,NA,NA,-2.972318431,NA,NA,0.399720136,7.839907464,NA,NA,NA,NA,NA,NA,NA,NA,8.863489325,-4.411764706
"226","M","1965-10",NA,0.785166383,8.467366221,19.55840812,-0.517166055,NA,NA,7.049365172,9.374786665,NA,-2.385156083,NA,NA,28.2429551,0.537056928,NA,1.55960301,19.80872951,NA,NA,-8.901693666,NA,5.471053606,NA,NA,NA,-4.678199403,NA,NA,-0.456250298,6.145928434,NA,NA,NA,NA,NA,NA,NA,NA,-2.604992076,4.615384615
"227","M","1965-11",NA,7.565645096,9.67399262,1.449764534,-0.795116234,NA,NA,-3.88596269,-5.493868556,NA,1.047363252,NA,NA,1.926363598,-0.534188034,NA,-1.761168385,59.1930504,NA,NA,-10.7391889,NA,-7.931125039,NA,NA,NA,2.677488564,NA,NA,-1.78582191,-9.880468773,NA,NA,NA,NA,NA,NA,NA,NA,-5.929014543,0.735294118
"228","M","1965-12",NA,2.260610506,6.438823047,1.261109967,0.940003928,NA,NA,-0.881228582,2.818053987,NA,10.65788416,NA,NA,-4.530926612,8.485499463,NA,7.837778749,195.4405525,NA,NA,-7.851256264,NA,-4.357447247,NA,NA,NA,5.962018082,NA,NA,6.138912267,3.506436364,NA,NA,NA,NA,NA,NA,NA,NA,-4.854054054,-3.649635036
"229","M","1966-01",NA,-12.22146856,-18.795536,-8.101384651,-4.798422772,NA,NA,5.754375911,3.323450801,NA,1.244971242,NA,NA,-20.18829645,-6.336633663,NA,1.033958439,-92.36357891,NA,NA,39.40935578,NA,24.76121376,NA,NA,NA,4.952730439,NA,NA,-3.415231333,-1.244498327,NA,NA,NA,NA,NA,NA,NA,NA,4.919895466,14.39393939
"230","M","1966-02",NA,15.10794816,-11.14411973,2.260925822,8.683053082,NA,NA,-5.673879168,-7.733822629,NA,4.037598008,NA,NA,-18.86741211,10.88794926,NA,-1.434734624,77.59171385,NA,NA,-18.55981086,NA,-7.961687041,NA,NA,NA,-1.733883694,NA,NA,0.552801828,0.106071807,NA,NA,NA,NA,NA,NA,NA,NA,7.569850552,-5.298013245
"231","M","1966-03",NA,-2.538288779,10.43156933,10.35211854,1.423506115,NA,NA,2.713718551,22.58351424,NA,5.116670359,NA,NA,29.03690298,-4.385128694,NA,7.186482085,57.53960901,NA,NA,81.89854933,NA,7.223077125,NA,NA,NA,1.101457642,NA,NA,21.07148654,5.266347303,NA,NA,NA,NA,NA,NA,NA,NA,4.983388704,1.048951049
"232","M","1966-04",NA,3.132697107,-5.012854321,-17.65158487,-9.897347994,NA,NA,-9.382398899,-19.75529102,NA,3.067214423,NA,NA,-25.21977255,-1.09670987,NA,10.58879392,NA,NA,NA,-60.78972391,NA,-5.134042695,NA,NA,NA,-29.53275707,NA,NA,-17.13315486,-8.547705708,NA,NA,NA,NA,NA,NA,NA,NA,-7.211354047,-1.384083045
"233","M","1966-05",NA,-2.661108071,2.557941254,-10.85869227,8.267529051,NA,NA,0.537997373,20.73377888,NA,18.53271478,NA,NA,9.735004488,1.008064516,NA,-7.642765135,-19.48901621,NA,NA,43.84899477,NA,8.768949772,NA,NA,NA,49.60766449,NA,NA,8.611325838,3.680023744,NA,NA,NA,NA,NA,NA,NA,NA,-11.75072344,1.052631579
"234","M","1966-06",NA,-9.030659169,8.521612657,9.038967445,-0.755401425,NA,NA,-2.877259973,19.81508055,NA,-1.53357758,NA,NA,-37.49533804,1.097804391,NA,-7.894002789,16.92145497,NA,NA,5.189293531,NA,-69.07121566,NA,NA,NA,-15.46736192,NA,NA,-0.297742932,-3.97173929,NA,NA,NA,NA,NA,NA,NA,NA,-10.77409533,7.638888889
"235","M","1966-07",NA,9.961519913,-4.133112335,11.76537113,-6.241072643,NA,NA,2.768287166,8.819615336,NA,6.845908425,NA,NA,69.89725439,3.257650543,NA,1.130627902,1.399384827,NA,NA,5.201477002,NA,412.531824,NA,NA,NA,-18.30281265,NA,NA,-3.393480558,-2.624129767,NA,NA,NA,NA,NA,NA,NA,NA,5.066281664,-0.64516129
"236","M","1966-08",NA,-3.424254846,7.862449116,8.386737723,1.470023864,NA,NA,1.308954236,-5.094089136,NA,5.237493635,NA,NA,-0.174396124,3.632887189,NA,-22.4695548,-3.76671799,NA,NA,12.67381951,NA,-28.97228134,NA,NA,NA,53.53124655,NA,NA,0.73670649,2.196650722,NA,NA,NA,NA,NA,NA,NA,NA,10.6558401,9.090909091
"237","M","1966-09",NA,10.69977773,-3.536682796,-9.357544073,9.884029424,NA,NA,1.497112286,4.350643749,NA,-1.813152454,NA,NA,-51.55522299,-8.579335793,NA,-2.76812154,7.562251967,NA,NA,37.42738941,NA,0.794354049,NA,NA,NA,-16.70193103,NA,NA,2.958414296,5.003129107,NA,NA,NA,NA,NA,NA,NA,NA,9.595845563,-15.47619048
"238","M","1966-10",NA,0.32719372,3.067951199,-1.683975624,4.297824938,NA,NA,-7.587629243,-13.44028194,NA,3.892780863,NA,NA,64.55125139,1.210898083,NA,-7.719809322,-1.693570168,NA,NA,-33.04943387,NA,-6.807974769,NA,NA,NA,-8.581396274,NA,NA,-5.055604101,-5.662169517,NA,NA,NA,NA,NA,NA,NA,NA,-1.87474248,7.746478873
"239","M","1966-11",NA,-10.67640909,-2.537460539,2.460104061,-6.358883125,NA,NA,-1.699745882,-4.49462805,NA,4.316768672,NA,NA,3.26006933,3.589232303,NA,1.320132013,-5.350773728,NA,NA,-31.80844584,NA,-2.525871016,NA,NA,NA,-9.301587997,NA,NA,-6.808100965,0.331147972,NA,NA,NA,NA,NA,NA,NA,NA,-6.340541675,1.960784314
"240","M","1966-12",NA,0.713141927,5.861994826,0.33229385,5.208636025,NA,NA,-2.528030418,12.75579997,NA,5.585657044,NA,NA,41.12914489,-3.464870067,NA,-0.439031299,3.852663548,NA,NA,17.83976502,NA,-1.277842111,NA,NA,NA,-1.051873889,NA,NA,-8.441360124,-3.412739445,NA,NA,NA,NA,NA,NA,NA,NA,-7.431069267,-0.320512821
"241","M","1967-01",NA,7.604655356,-5.440659473,-3.159074697,-2.50472163,NA,NA,-7.507116087,-9.485727167,NA,-1.952414843,NA,NA,-44.97864254,3.888334995,NA,24.02560455,2.416540002,NA,NA,14.94261794,NA,17.9303579,NA,NA,NA,30.12339014,NA,NA,18.10594742,-1.474599984,NA,NA,NA,NA,NA,NA,NA,NA,2.506356702,0.643086817
"242","M","1967-02",NA,-2.292642903,6.221313566,-5.485986881,-0.892113032,NA,NA,0.831336608,-1.941702788,NA,0.934693284,NA,NA,20.34319603,0.767754319,NA,-7.042091983,10.77811697,NA,NA,3.653950339,NA,2.843288819,NA,NA,NA,-20.14099365,NA,NA,11.32105675,7.627468996,NA,NA,NA,NA,NA,NA,NA,NA,-10.93786912,2.555910543
"243","M","1967-03",NA,12.58847189,-4.343807316,7.845611431,1.024106026,NA,NA,1.938333393,1.766876,NA,-5.641809252,NA,NA,7.722238308,-0.857142857,NA,-3.541024059,-5.684912612,NA,NA,4.666406096,NA,-3.196760004,NA,NA,NA,2.014803976,NA,NA,5.039340032,4.761533918,NA,NA,NA,NA,NA,NA,NA,NA,5.570291777,1.869158879
"244","M","1967-04",NA,-17.78062628,-4.012928328,-0.944629891,-0.031190672,NA,NA,1.049937623,9.845284927,NA,6.010881944,NA,NA,3.996955363,-0.480307397,NA,5.883857764,-3.522646018,NA,NA,5.517258581,NA,-1.718719054,NA,NA,NA,-1.49892438,NA,NA,8.892919688,-6.717907367,NA,NA,NA,NA,NA,NA,NA,NA,11.93467337,1.22324159
"245","M","1967-05",NA,2.613547406,-0.974035828,3.696433845,2.438168872,NA,NA,-1.104794502,4.300660411,NA,-12.74003447,NA,NA,-13.09915499,-1.640926641,NA,9.15680116,-5.889667712,NA,NA,-5.241106293,NA,-7.311277429,NA,NA,NA,-8.392689338,NA,NA,-11.51885973,-3.899070528,NA,NA,NA,NA,NA,NA,NA,NA,-1.874298541,-1.510574018
"246","M","1967-06",NA,5.315416096,-1.146930252,4.765733621,0.39066047,NA,NA,6.061976684,-15.06378789,NA,4.018353714,NA,NA,-6.933554488,-2.257114818,NA,11.99645861,18.54889689,NA,NA,2.041682826,NA,7.205415719,NA,NA,NA,8.854801654,NA,NA,-2.4347183,20.85100877,NA,NA,NA,NA,NA,NA,NA,NA,2.619238248,-2.147239264
"247","M","1967-07",NA,-14.15997715,2.370678045,-14.22564037,-16.5755802,NA,NA,-4.549736489,-13.59253281,NA,-2.573163158,NA,NA,13.63845558,-4.518072289,NA,-5.760869565,-18.18195373,NA,NA,-6.525370132,NA,-0.145415188,NA,NA,NA,-8.607051012,NA,NA,-1.287160274,-40.35599646,NA,NA,NA,NA,NA,NA,NA,NA,-2.463218903,-0.626959248
"248","M","1967-08",NA,-10.16985282,-2.427503063,3.910895703,14.54167167,NA,NA,8.34077003,6.098288237,NA,-16.16639198,NA,NA,-13.58245266,-1.787592008,NA,3.114186851,-2.679950716,NA,NA,8.042378682,NA,-6.36288311,NA,NA,NA,10.33011031,NA,NA,-7.62287483,20.09245096,NA,NA,NA,NA,NA,NA,NA,NA,-7.313449891,-2.208201893
"249","M","1967-09",NA,27.78200378,5.726723465,-1.908759844,4.114189737,NA,NA,-1.013036058,-5.359089761,NA,44.07850743,NA,NA,-4.487892883,11.67023555,NA,5.308114704,-0.034299498,NA,NA,-5.63043974,NA,7.752136239,NA,NA,NA,-1.202722804,NA,NA,1.861670467,4.374536965,NA,NA,NA,NA,NA,NA,NA,NA,5.609665886,-3.225806452
"250","M","1967-10",NA,-6.783087525,0.001282103,-3.028585014,-2.790893223,NA,NA,0.814304805,7.903466105,NA,-16.16517949,NA,NA,29.24873342,0.67114094,NA,1.187717265,7.727522366,NA,NA,6.353804219,NA,-3.976048417,NA,NA,NA,12.75795553,NA,NA,-12.08534464,-6.427716097,NA,NA,NA,NA,NA,NA,NA,NA,-8.276908709,0.333333333
"251","M","1967-11",NA,8.426807622,-1.627087187,1.214567263,3.348619348,NA,NA,2.821996923,7.43768131,NA,4.764438555,NA,NA,-47.84811647,-2.476190476,NA,7.710659414,1.211664786,NA,NA,-1.463087476,NA,-6.516283572,NA,NA,NA,6.049517392,NA,NA,14.42949534,0.221011594,NA,NA,NA,NA,NA,NA,NA,NA,-3.054600993,-3.65448505
"252","M","1967-12",NA,39.95740905,1.012742509,6.650269253,3.155800695,NA,NA,19.37062138,-8.274347156,NA,9.607647983,NA,NA,65.56044554,5.76171875,NA,-5.076636839,22.18808271,NA,NA,2.903363415,NA,-16.98079124,NA,NA,NA,-9.374647798,NA,NA,9.848281815,-3.516435666,NA,NA,NA,NA,NA,NA,NA,NA,13.82434029,6.206896552
"253","M","1968-01",NA,-7.315538821,8.01742259,4.495422461,-9.769397509,NA,NA,-39.72588276,-4.855350116,NA,-15.9338024,NA,NA,-60.0416025,-9.972299169,NA,2.193391824,-7.581509479,NA,NA,7.02631136,NA,30.63001789,NA,NA,NA,6.567920094,NA,NA,-6.983309322,4.521586248,NA,NA,NA,NA,NA,NA,NA,NA,9.365628604,5.844155844
"254","M","1968-02",NA,-8.197158812,-2.041065194,-4.320420004,5.577089395,NA,NA,19.86965096,10.88638427,NA,2.943982666,NA,NA,-5.46930577,2.256410256,NA,4.676226139,12.02672098,NA,NA,5.810352782,NA,-6.665959007,NA,NA,NA,8.177653943,NA,NA,-2.496463075,-0.878366879,NA,NA,NA,NA,NA,NA,NA,NA,-4.766926809,-3.680981595
"255","M","1968-03",NA,-23.6934911,-2.01316305,7.344692005,5.997088631,NA,NA,6.534088589,68.69955866,NA,7.74326433,NA,NA,45.19261361,0.601805416,NA,-6.072768519,-0.036842052,NA,NA,4.318650083,NA,6.351398209,NA,NA,NA,-11.93370516,NA,NA,12.23369094,-3.558599415,NA,NA,NA,NA,NA,NA,NA,NA,7.940199336,2.547770701
"256","M","1968-04",NA,-5.284229911,15.33768816,-10.03939572,3.039299521,NA,NA,10.47797442,-84.9687452,NA,1.651190817,NA,NA,85.40684043,10.36889332,NA,-26.32605667,-20.98758172,NA,NA,-2.72629425,NA,2.090209661,NA,NA,NA,19.71414404,NA,NA,12.31725707,-16.53939716,NA,NA,NA,NA,NA,NA,NA,NA,-6.443008105,2.48447205
"257","M","1968-05",NA,24.46727008,3.411930326,10.92271222,15.73092318,NA,NA,2.741799478,186.4099539,NA,-0.716032831,NA,NA,-22.11366519,-30.44263776,3.775910533,17.02181314,15.0828837,NA,NA,-2.675957524,NA,3.009577801,2.411728164,NA,NA,-10.75233349,NA,NA,0.683911518,17.65601605,NA,NA,NA,NA,NA,NA,NA,NA,6.042329203,2.424242424
"258","M","1968-06",NA,20.1478272,-11.53900619,-1.282281351,-18.60148602,NA,NA,-14.80704263,10.52753128,NA,1.689181893,NA,NA,-5.061914098,-14.02597403,-1.999523693,-15.21387781,-8.409320043,NA,NA,3.418561295,NA,-4.035642651,24.49246367,NA,NA,-16.86523438,NA,NA,-7.223201151,1.525934374,NA,NA,NA,NA,NA,NA,NA,NA,-2.637021717,4.733727811
"259","M","1968-07",NA,4.728109073,7.397948743,7.942357588,5.766030791,NA,NA,9.563388504,14.9128221,NA,4.194572159,NA,NA,-19.89161682,72.65861027,3.800508113,6.506544669,6.667364623,NA,NA,4.74883209,NA,-4.695245647,-39.08653986,NA,NA,43.13703604,NA,NA,-4.445372786,0.856512275,NA,NA,NA,NA,NA,NA,NA,NA,6.425916091,-2.542372881
"260","M","1968-08",NA,199.6170322,-6.556058273,0.918596996,1.215191851,NA,NA,5.627917617,-2.455139657,NA,-4.010062635,NA,NA,64.20554425,-3.84951881,2.613122889,13.42321919,5.561874983,NA,NA,-6.629233838,NA,2.837088855,35.60088209,NA,NA,-12.91599593,NA,NA,-3.130563239,1.359392347,NA,NA,NA,NA,NA,NA,NA,NA,-0.109780439,-4.347826087
"261","M","1968-09",NA,-95.88440019,-2.329692393,-12.4444377,-6.572754393,NA,NA,2.377272928,15.98945291,NA,9.115048669,NA,NA,-56.72535697,-12.37488626,-2.591872146,-4.197349043,-5.281226841,NA,NA,9.923217159,NA,-15.23822895,1.603513114,NA,NA,-10.91451295,NA,NA,-0.220063168,0.42814642,NA,NA,NA,NA,NA,NA,NA,NA,-0.969127785,9.393939394
"262","M","1968-10",NA,-1.071261104,0.884867021,10.55029975,7.362825369,NA,NA,3.110906004,-0.182078119,NA,0.321973189,NA,NA,134.6124812,14.53790239,3.115738812,7.532667179,-8.068341042,NA,NA,0.114190985,NA,13.14170747,0.963102447,NA,NA,19.88143235,NA,NA,-0.57178655,-0.952265221,NA,NA,NA,NA,NA,NA,NA,NA,1.301452785,1.939058172
"263","M","1968-11",NA,87.66433464,0.720982979,1.71622024,0.32376805,NA,NA,-0.577935116,1.739598678,NA,1.149505518,NA,NA,-37.37886506,8.975521306,-0.685100426,0.837332789,7.383420072,NA,NA,7.760342547,NA,15.57574356,4.743990847,NA,NA,-4.78390164,NA,NA,-6.603543586,3.728975912,NA,NA,NA,NA,NA,NA,NA,NA,-3.435912758,1.086956522
"264","M","1968-12",NA,22.29271615,0.230638176,2.044747142,-11.34063899,NA,NA,-1.349829856,7.914521847,NA,-2.132050488,NA,NA,88.93223609,22.29617304,1.484858538,-5.286075949,-35.4659434,NA,NA,43.52535376,NA,1.232588384,1.505661232,NA,NA,11.41525441,NA,NA,12.77135191,-9.46270587,NA,NA,NA,NA,NA,NA,NA,NA,0.165016502,-5.376344086
"265","M","1969-01",NA,14.98140046,4.984760307,-0.30804077,95.32872594,NA,NA,7.182761084,2.992633952,NA,9.074318529,NA,NA,-44.43417,-16.32653061,-0.109570812,-15.53512242,39.36569613,NA,NA,-28.1237642,NA,-9.375420169,-0.082853449,NA,NA,-11.4098257,NA,NA,23.35838997,21.78057896,NA,NA,NA,NA,NA,NA,NA,NA,2.635914333,2.272727273
"266","M","1969-02",NA,3.161675584,3.825744799,6.438860363,-26.11745149,NA,NA,3.203576124,-3.598746815,NA,-3.141468586,NA,NA,72.73259164,-13.57723577,-1.52027315,-0.518987342,-5.703709139,NA,NA,-33.04601675,NA,5.872673701,1.222247546,NA,NA,-8.412861549,NA,NA,5.965768253,-3.20427287,NA,NA,NA,NA,NA,NA,NA,NA,-2.277287319,8.611111111
"267","M","1969-03",NA,40.56341162,7.879011687,-8.970856102,-25.80468404,NA,NA,1.073861602,22.87347076,NA,8.021759396,NA,NA,14.54297235,-4.797742239,-2.783000761,3.779106757,4.093118867,NA,NA,-0.769424253,NA,1.364172677,2.057084881,NA,NA,33.10797364,NA,NA,25.10855162,-3.104146527,NA,NA,NA,NA,NA,NA,NA,NA,-3.685453239,17.9028133
"268","M","1969-04",NA,20.68033719,2.921435873,0.426775888,-10.73411499,NA,NA,0.839542286,-3.282906659,NA,-7.102566822,NA,NA,8.22897881,19.36758893,3.938489558,17.18979892,12.61217675,NA,NA,22.57540222,NA,1.224046378,5.691449721,NA,NA,-11.06623106,NA,NA,-21.80406353,0.519163631,NA,NA,NA,NA,NA,NA,NA,NA,2.685994457,-12.14750542
"269","M","1969-05",NA,15.59498691,-1.020301373,-7.766068399,7.978666353,NA,NA,3.103935766,-3.872429503,NA,13.16128614,NA,NA,-8.09082469,5.629139073,0.624465953,-8.893073865,4.754972678,NA,NA,8.828062094,NA,3.904546634,2.586559741,NA,NA,-4.260798068,NA,NA,5.034699948,2.733126295,NA,NA,NA,NA,NA,NA,NA,NA,0.456715798,-5.925925926
"270","M","1969-06",NA,-7.327795567,11.41521661,3.564436643,0.794839652,NA,NA,-2.294384445,3.495691166,NA,0.54252077,NA,NA,21.6052039,1.097178683,-0.71168134,0.711988976,-3.194550173,NA,NA,21.28090405,NA,-3.501611312,0.91098028,NA,NA,9.260756412,NA,NA,1.456207629,-1.199253953,NA,NA,NA,NA,NA,NA,NA,NA,-1.064269477,3.149606299
"271","M","1969-07",NA,3.345109078,-10.24358515,-4.527084284,14.13614733,NA,NA,12.48997173,-1.854248103,NA,-6.013263832,NA,NA,-10.26050718,-7.286821705,-3.282528653,-2.919042189,8.832133207,NA,NA,-23.84369423,NA,-4.745841773,0.883217654,NA,NA,6.079651273,NA,NA,-0.353961064,8.369062709,NA,NA,NA,NA,NA,NA,NA,NA,-4.626631854,1.781170483
"272","M","1969-08",NA,14.55675187,2.386216421,0.418188646,2.091048944,NA,NA,-10.65692293,-5.971747184,NA,8.406974852,NA,NA,-4.955279888,21.57190635,5.327502751,9.854357529,-1.941731987,NA,NA,-1.510516802,NA,14.4797984,4.139722374,NA,NA,-14.67340371,NA,NA,-14.20019724,0.837620428,NA,NA,NA,NA,NA,NA,NA,NA,4.905825668,0
"273","M","1969-09",NA,-2.933024379,1.350105626,25.85201679,41.48984302,NA,NA,9.0955097,-3.830334014,NA,-14.25615543,NA,NA,-10.59100221,-29.09215956,3.286049554,-6.350903453,-8.53148417,NA,NA,1.904835426,NA,-33.06496328,22.77417446,NA,NA,22.59039419,NA,NA,24.24639704,-3.752655514,NA,NA,NA,NA,NA,NA,NA,NA,5.772442589,7.25
"274","M","1969-10",NA,15.4682767,-2.004864635,-17.28390059,-3.436939726,NA,NA,4.250863823,9.109609283,NA,19.16851871,NA,NA,1.316905433,5.916585839,-0.523782179,-2.214864711,13.55023778,NA,NA,5.178201927,NA,41.41152698,-0.509604629,NA,NA,-4.952815684,NA,NA,16.359111,3.790272967,NA,NA,NA,NA,NA,NA,NA,NA,-2.53626764,0.699300699
"275","M","1969-11",NA,-5.386729467,-6.44450938,10.16116128,7.96523329,NA,NA,5.37180623,-11.17205815,NA,-6.276662045,NA,NA,6.448268724,-5.402930403,-8.248167287,-16.60245184,1.08037076,NA,NA,4.766259227,NA,-21.50288878,-28.51905898,NA,NA,28.05741374,NA,NA,-2.383192986,-2.810581711,NA,NA,NA,NA,NA,NA,NA,NA,-5.801944107,7.638888889
"276","M","1969-12",NA,-8.382700794,-13.64462932,-14.36279015,-17.91861879,NA,NA,-1.85507391,-5.760608265,NA,-8.069036987,NA,NA,3.309182758,90.51306873,2.29241444,8.595828083,-18.18687278,NA,NA,-0.37260832,NA,-4.511746703,7.246218955,NA,NA,-23.47459732,NA,NA,35.94867864,-2.153328656,NA,NA,NA,NA,NA,NA,NA,NA,-3.482747501,-2.150537634
"277","M","1970-01",NA,3.014687068,4.327868987,-4.446482969,26.77759577,NA,NA,-4.908561178,7.748219343,NA,13.52879044,NA,NA,-9.280042834,-46.24390244,-6.864139535,5.401572773,19.33180717,NA,NA,-11.9647047,NA,9.354351312,8.898025507,NA,NA,-8.745176186,NA,NA,-63.58723881,3.274378159,NA,NA,NA,NA,NA,NA,NA,NA,-5.078516539,-0.43956044
"278","M","1970-02",NA,-2.183696367,4.272183433,-6.283623454,-27.91742676,NA,NA,0.837656604,-2.383186258,10.16166282,15.64956171,NA,9.210526316,56.34776255,-4.349100121,6.383918392,9.258806262,13.56454935,NA,NA,10.81227547,NA,28.74555201,4.409245117,NA,NA,3.358760534,NA,NA,-28.77694665,-1.647492098,NA,NA,NA,NA,NA,NA,NA,NA,7.168837264,0.883002208
"279","M","1970-03",NA,7.291027745,-5.910789276,4.433878387,-11.91426944,NA,NA,-3.683994532,-5.797359231,-9.853249476,-11.58023538,NA,-2.208835341,-22.83318361,8.429603423,-3.718763296,4.701667973,-28.28661719,NA,NA,2.142408645,NA,-11.31106377,2.734372518,NA,NA,-7.820878129,NA,NA,21.37257967,2.979538636,NA,NA,NA,NA,NA,NA,NA,NA,-5.911977228,-2.407002188
"280","M","1970-04",NA,1.46289056,1.464953383,-2.907536275,9.610911193,NA,NA,7.119498219,27.08306639,6.976744186,3.668844368,NA,5.544147844,-7.079982103,-3.902625751,3.336778897,3.61381375,37.51640751,NA,NA,21.09788121,NA,10.79279255,0.065145694,NA,NA,18.09408149,NA,NA,18.9346037,18.40174281,NA,NA,NA,NA,NA,NA,NA,NA,3.92134047,8.071748879
"281","M","1970-05",NA,16.41317,2.515258551,3.189035665,-10.22520215,NA,NA,-3.943662606,3.888893585,-1.956521739,-5.364235948,NA,-2.33463035,14.46088803,9.425354945,0.206453846,-3.167887731,1.024219674,NA,NA,-15.53183306,NA,-6.045013194,1.40859918,NA,NA,2.983942141,NA,NA,27.42052707,4.94604132,NA,NA,NA,NA,NA,NA,NA,NA,0.257529952,4.149377593
"282","M","1970-06",NA,-5.119261703,-0.565765525,1.841726087,11.04208888,NA,NA,9.185886178,48.93878582,-2.66075388,-4.953822906,NA,4.980079681,-16.01564399,-5.845185782,4.237109513,8.503836317,-10.79963108,NA,NA,-7.372975865,NA,9.366687101,2.861884057,NA,NA,11.54197692,NA,NA,4.719190535,-3.01991559,NA,NA,NA,NA,NA,NA,NA,NA,4.377931651,-4.780876494
"283","M","1970-07",NA,1.782009734,3.864436158,1.605267454,8.056840288,NA,NA,11.85550031,-71.30054768,0.683371298,2.891052308,NA,-4.933586338,-9.51172855,-8.458755627,-1.617964417,-1.512472992,22.49974525,NA,NA,-2.051798451,NA,-3.54295677,2.259670044,NA,NA,-10.89966194,NA,NA,1.385168633,-1.259033665,NA,NA,NA,NA,NA,NA,NA,NA,-3.167130323,2.928870293
"284","M","1970-08",NA,4.966806205,8.172835548,-2.545701228,-19.44677045,NA,NA,-18.74528168,65.94203549,11.76470588,13.97112,NA,0.199600798,32.7471952,2.843811592,-2.725354889,-11.11886717,1.537035893,NA,NA,6.15756445,NA,5.712072092,0.622203619,NA,NA,14.51238516,NA,NA,-3.429832486,9.320371553,NA,NA,NA,NA,NA,NA,NA,NA,-2.198895028,0.81300813
"285","M","1970-09",NA,-6.632522173,-7.294892004,3.108627954,63.54414151,NA,NA,5.754729689,-0.910000864,-7.692307692,-15.48214176,NA,-0.597609562,-4.07599345,9.923537234,0.918176716,6.316616179,4.615221515,NA,NA,-1.866607692,NA,-3.725832367,-1.046674247,NA,NA,-4.534232241,NA,NA,9.190498952,3.98849511,NA,NA,NA,NA,NA,NA,NA,NA,0.135577901,-2.822580645
"286","M","1970-10",NA,-6.597238495,19.61291974,-2.796382824,5.203787431,NA,NA,1.212362985,-9.059077457,-1.754385965,-4.712868915,NA,-3.607214429,-34.6979242,-6.677578033,-9.920566939,-4.970451667,0.243016417,NA,NA,17.99813059,NA,9.998520712,-1.267304932,NA,NA,-8.109486229,NA,NA,2.469111238,-5.015992261,NA,NA,NA,NA,NA,NA,NA,NA,-15.7283087,1.659751037
"287","M","1970-11",NA,-2.63128444,8.091386319,-9.284813481,2.323071292,NA,NA,15.05413228,10.31111748,6.919642857,-8.017083247,NA,4.781704782,53.00880227,4.31972854,-7.848180977,2.15435869,-2.791553015,NA,NA,-15.07436048,NA,0.965931636,-2.264884313,NA,NA,19.61876053,NA,NA,4.540742584,-4.975115759,NA,NA,NA,NA,NA,NA,NA,NA,-14.86142723,-0.816326531
"288","M","1970-12",NA,-88.74310221,23.91316025,-7.619930288,8.221508122,NA,NA,2.063757687,10.17652418,-6.263048017,-5.692465023,NA,1.388888889,-16.34767367,12.3924127,4.46049245,8.24002609,-8.373618299,NA,NA,-3.712143255,NA,-4.545852938,3.386167067,NA,NA,23.56993792,NA,NA,-6.167561782,5.299313209,NA,NA,NA,NA,NA,NA,NA,NA,6.243119987,5.555555556
"289","M","1971-01",NA,2653.904684,-46.99600158,13.17964712,-33.99090925,NA,NA,-15.87477048,-3.975318073,24.72160356,25.07625688,NA,8.219178082,15.80187952,-5.706086547,21.82745602,-3.495028623,16.39062958,NA,NA,3.665221997,NA,-4.737389772,-4.93492683,NA,NA,-38.54438743,NA,NA,-13.96194702,-10.77812122,NA,NA,NA,NA,NA,NA,NA,NA,44.3901717,-8.187134503
"290","M","1971-02",NA,-55.19077196,-15.8259013,11.17084827,-1.792672144,NA,NA,3.935192853,13.24508361,-21.60714286,7.351580541,NA,-9.04159132,0.261330521,0.422450211,1.508779877,1.384119055,-14.32515608,NA,NA,2.466594282,NA,6.857199731,-0.470918382,NA,NA,28.78041635,NA,NA,13.01065672,-11.55367602,NA,NA,NA,NA,NA,NA,NA,NA,0.686827268,3.609341826
