Timestamp,Route,Link,Direction,STT,AccSTT,TCS1,TCS2
20151120-1605,36,13, 1, 173,1541,366,368
20151120-1605,36,13, 2,  53,1494,368,366
20151120-1605,36,14, 1,  92,1633,368,367
20151120-1605,36,14, 2,   6,1500,367,368
20151120-1605,36,15, 1,  25,1658,367,35
20151120-1605,36,15, 2,  34,1534,35,367
20151120-1605,36,16, 1,  44,1702,35,48
20151120-1605,36,16, 2, 399,1933,48,35
20151120-1605,36,17, 1,  68,1770,48,49
20151120-1605,36,17, 2,  22,1955,49,48
20151120-1605,37, 1, 1, 181, 181,190,761
20151120-1605,37, 1, 2,  12,  12,761,190
20151120-1605,37, 2, 1, 138, 319,761,152
20151120-1605,37, 2, 2,  16,  28,152,761
20151120-1605,37, 3, 1, 161, 480,152,37
20151120-1605,37, 3, 2,  39,  67,37,152
20151120-1605,37, 4, 1,  28, 508,37,193
20151120-1605,37, 4, 2,  27,  94,193,37
20151120-1605,37, 5, 1, 129, 637,193,26
20151120-1605,37, 5, 2,  30, 124,26,193
20151120-1605,37, 6, 1, 355, 992,26,197
20151120-1605,37, 6, 2,  73, 197,197,26
20151120-1605,37, 7, 1,  44,1036,197,17
20151120-1605,37, 7, 2,  34, 231,17,197
20151120-1605,38, 1, 1,  51,  51,197,200
20151120-1605,38, 1, 2,  48,  48,200,197
20151120-1605,38, 2, 1,  66, 117,200,201
20151120-1605,38, 2, 2,   6,  54,201,200
20151120-1605,38, 3, 1, 174, 291,201,60
20151120-1605,38, 3, 2,  48, 102,60,201
20151120-1605,39, 1, 1, 118, 118,58,140
20151120-1605,39, 1, 2,  25,  25,140,58
20151120-1605,39, 2, 1,  74, 192,140,201
20151120-1605,39, 2, 2,  25,  50,201,140
20151120-1605,39, 3, 1,  62, 254,201,200
20151120-1605,39, 3, 2,   7,  57,200,201
20151120-1605,39, 4, 1,  83, 337,200,197
20151120-1605,39, 4, 2,  44, 101,197,200
20151120-1605,40, 1, 1, 267, 267,232,196
20151120-1605,40, 1, 2,  85,  85,196,232
20151120-1605,40, 2, 1, 174, 441,196,26
20151120-1605,40, 2, 2, 280, 365,26,196
20151120-1605,40, 3, 1, 133, 574,26,193
20151120-1605,40, 3, 2, 403, 768,193,26
20151120-1605,40, 4, 1, 263, 837,193,37
20151120-1605,40, 4, 2, 279,1047,37,193
20151120-1605,40, 5, 1, 108, 945,37,152
20151120-1605,40, 5, 2, 160,1207,152,37
20151120-1605,40, 6, 1, 328,1273,152,190
20151120-1605,40, 6, 2, 330,1537,190,152
20151120-1605,40, 7, 1, 176,1449,190,45
20151120-1605,40, 7, 2, 255,1792,45,190
20151120-1605,40, 8, 1, 214,1663,45,31
20151120-1605,40, 8, 2, 195,1987,31,45
20151120-1605,40, 9, 1,  83,1746,31,106
20151120-1605,40, 9, 2, 104,2091,106,31
20151120-1605,41, 1, 1, 504, 504,144,143
20151120-1605,41, 1, 2,  44,  44,143,144
20151120-1605,41, 2, 1, 145, 649,143,146
20151120-1605,41, 2, 2,  10,  54,146,143
20151120-1605,41, 3, 1, 210, 859,146,288
20151120-1605,41, 3, 2,  14,  68,288,146
20151120-1605,41, 4, 1,  20, 879,288,185
20151120-1605,41, 4, 2,  20,  88,185,288
20151120-1605,41, 5, 1, 177,1056,185,183
20151120-1605,41, 5, 2,  12, 100,183,185
20151120-1605,41, 6, 1, 102,1158,183,17
20151120-1605,41, 6, 2,   7, 107,17,183
20151120-1605,41, 7, 1, 201,1359,17,403
20151120-1605,41, 7, 2,  13, 120,403,17
20151120-1605,41, 8, 1, 127,1486,403,513
20151120-1605,41, 8, 2,  15, 135,513,403
20151120-1605,41, 9, 1, 171,1657,513,3
20151120-1605,41, 9, 2,  11, 146,3,513
20151120-1605,41,10, 1, 170,1827,3,2
20151120-1605,41,10, 2,  34, 180,2,3
20151120-1605,42, 1, 1, 159, 159,394,187
20151120-1605,42, 1, 2, 432, 432,187,394
20151120-1605,42, 2, 1, 107, 266,187,84
20151120-1605,42, 2, 2, 767,1199,84,187
20151120-1605,42, 3, 1,  47, 313,84,82
20151120-1605,42, 3, 2, 382,1581,82,84
20151120-1605,42, 4, 1,  50, 363,82,83
20151120-1605,42, 4, 2, 179,1760,83,82
20151120-1605,42, 5, 1, 144, 507,83,81
20151120-1605,42, 5, 2,  47,1807,81,83
20151120-1605,42, 6, 1, 135, 642,81,38
20151120-1605,42, 6, 2, 284,2091,38,81
20151120-1605,42, 7, 1, 104, 746,38,142
20151120-1605,42, 7, 2, 242,2333,142,38
20151120-1605,42, 8, 1, 442,1188,142,126
20151120-1605,42, 8, 2,  89,2422,126,142
20151120-1605,42, 9, 1, 229,1417,126,35
20151120-1605,42, 9, 2,  76,2498,35,126
20151120-1605,42,10, 1,  46,1463,35,48
20151120-1605,42,10, 2,  51,2549,48,35
20151120-1605,42,11, 1,  78,1541,48,49
20151120-1605,42,11, 2, 223,2772,49,48
20151120-1605,42,12, 1,  40,1581,49,272
20151120-1605,42,12, 2,  74,2846,272,49
20151120-1605,43, 1, 1, 258, 258,24,192
20151120-1605,43, 1, 2, 102, 102,192,24
20151120-1605,43, 2, 1, 111, 369,192,622
20151120-1605,43, 2, 2, 636, 738,622,192
20151120-1605,43, 3, 1, 138, 507,622,173
20151120-1605,43, 3, 2, 142, 880,173,622
20151120-1605,43, 4, 1,  50, 557,173,305
20151120-1605,43, 4, 2, 215,1095,305,173
20151120-1605,43, 5, 1, 190, 747,305,49
20151120-1605,43, 5, 2, 190,1285,49,305
20151120-1605,43, 6, 1,  14, 761,49,50
20151120-1605,43, 6, 2,  60,1345,50,49
20151120-1605,43, 7, 1,  75, 836,50,272
20151120-1605,43, 7, 2,  64,1409,272,50
20151120-1605,44, 1, 1,  81,  81,38,142
20151120-1605,44, 1, 2,1195,1195,142,38
20151120-1605,44, 2, 1, 153, 234,142,126
20151120-1605,44, 2, 2, 445,1640,126,142
20151120-1605,44, 3, 1, 247, 481,126,35
20151120-1605,44, 3, 2, 269,1909,35,126
20151120-1605,44, 4, 1,  34, 515,35,48
20151120-1605,44, 4, 2, 497,2406,48,35
20151120-1605,44, 5, 1,  24, 539,48,49
20151120-1605,44, 5, 2, 309,2715,49,48
20151120-1605,45, 1, 1, 215, 215,144,145
20151120-1605,45, 1, 2,  15,  15,145,144
20151120-1605,45, 2, 1, 215, 430,145,288
20151120-1605,45, 2, 2,  15,  30,288,145
20151120-1605,45, 3, 1,  53, 483,288,232
20151120-1605,45, 3, 2,  24,  54,232,288
20151120-1605,45, 4, 1, 121, 604,232,229
20151120-1605,45, 4, 2,  18,  72,229,232
20151120-1605,45, 5, 1,  77, 681,229,272
20151120-1605,45, 5, 2,  21,  93,272,229
20151120-1605,45, 6, 1,  64, 745,272,50
20151120-1605,45, 6, 2,  11, 104,50,272
20151120-1605,45, 7, 1,  16, 761,50,49
20151120-1605,45, 7, 2,  17, 121,49,50
20151120-1605,45, 8, 1, 306,1067,49,48
20151120-1605,45, 8, 2,  22, 143,48,49
20151120-1605,45, 9, 1, 115,1182,48,22
20151120-1605,45, 9, 2,  87, 230,22,48
20151120-1605,46, 1, 1,  17,  17,848,6032
20151120-1605,46, 1, 2,  47,  47,6032,848
20151120-1605,46, 2, 1,  27,  44,6032,6031
20151120-1605,46, 2, 2,  30,  77,6031,6032
20151120-1605,46, 3, 1,  42,  86,6031,6030
20151120-1605,46, 3, 2,  42, 119,6030,6031
20151120-1605,46, 4, 1,  30, 116,6030,6021
20151120-1605,46, 4, 2,  30, 149,6021,6030
20151120-1605,46, 5, 1,   9, 125,6021,6022
20151120-1605,46, 5, 2,   9, 158,6022,6021
20151120-1605,46, 6, 1,  19, 144,6022,6023
20151120-1605,46, 6, 2,  16, 174,6023,6022
20151120-1605,46, 7, 1,  22, 166,6023,6024
20151120-1605,46, 7, 2,  22, 196,6024,6023
20151120-1605,46, 8, 1,  18, 184,6024,6025
20151120-1605,46, 8, 2,  30, 226,6025,6024
20151120-1605,46, 9, 1,   9, 193,6025,6027
20151120-1605,46, 9, 2,  22, 248,6027,6025
20151120-1605,46,10, 1,  23, 216,6027,6028
20151120-1605,46,10, 2, 180, 428,6028,6027
20151120-1605,47, 1, 1, 156, 156,183,196
20151120-1605,47, 1, 2,  32,  32,196,183
20151120-1605,47, 2, 1, 222, 378,196,26
20151120-1605,47, 2, 2,  72, 104,26,196
20151120-1605,47, 3, 1,  84, 462,26,193
20151120-1605,47, 3, 2,  36, 140,193,26
20151120-1605,47, 4, 1,  65, 527,193,37
20151120-1605,47, 4, 2,  31, 171,37,193
20151120-1605,47, 5, 1, 116, 643,37,152
20151120-1605,47, 5, 2,  39, 210,152,37
20151120-1605,47, 6, 1,  56, 699,152,760
20151120-1605,47, 6, 2,  14, 224,760,152
20151120-1605,47, 7, 1,  98, 797,760,190
20151120-1605,47, 7, 2,  15, 239,190,760
20151120-1605,47, 8, 1,  64, 861,190,420
20151120-1605,47, 8, 2,  52, 291,420,190
20151120-1605,48, 1, 1,  36,  36,503,181
20151120-1605,48, 1, 2,  36,  36,181,503
20151120-1605,48, 2, 1,  51,  87,181,180
20151120-1605,48, 2, 2,  32,  68,180,181
20151120-1605,48, 3, 1, 126, 213,180,15
20151120-1605,48, 3, 2, 147, 215,15,180
20151120-1605,48, 4, 1, 143, 356,15,43
20151120-1605,48, 4, 2, 308, 523,43,15
20151120-1605,48, 5, 1,  99, 455,43,691
20151120-1605,48, 5, 2, 102, 625,691,43
20151120-1605,48, 6, 1,  33, 488,691,64
20151120-1605,48, 6, 2,  42, 667,64,691
20151120-1605,48, 7, 1,  31, 519,64,65
20151120-1605,48, 7, 2,  38, 705,65,64
20151120-1605,48, 8, 1,  63, 582,65,66
20151120-1605,48, 8, 2,  57, 762,66,65
20151120-1605,48, 9, 1,  21, 603,66,750
20151120-1605,48, 9, 2,  24, 786,750,66
20151120-1605,48,10, 1,  52, 655,750,63
20151120-1605,48,10, 2,  52, 838,63,750
20151120-1605,48,11, 1,  22, 677,63,67
20151120-1605,48,11, 2,  48, 886,67,63
20151120-1605,48,12, 1,  16, 693,67,61
20151120-1605,48,12, 2,  16, 902,61,67
20151120-1605,48,13, 1,  13, 706,61,59
20151120-1605,48,13, 2,  16, 918,59,61
20151120-1605,48,14, 1,  41, 747,59,58
20151120-1605,48,14, 2,  42, 960,58,59
20151120-1605,49, 1, 1, 425, 425,311,599
20151120-1605,49, 1, 2, 262, 262,599,311
20151120-1605,49, 2, 1, 102, 527,599,187
20151120-1605,49, 2, 2, 102, 364,187,599
20151120-1605,49, 3, 1,  71, 598,187,155
20151120-1605,49, 3, 2, 178, 542,155,187
20151120-1605,49, 4, 1,  55, 653,155,158
20151120-1605,49, 4, 2, 111, 653,158,155
20151120-1605,49, 5, 1,  99, 752,158,157
20151120-1605,49, 5, 2, 102, 755,157,158
20151120-1605,49, 6, 1, 110, 862,157,25
20151120-1605,49, 6, 2, 114, 869,25,157
20151120-1605,50, 1, 1,  23,  23,456,110
20151120-1605,50, 1, 2,  23,  23,110,456
20151120-1606, 1, 1, 1, 151, 151,2127,175
20151120-1606, 1, 1, 2,  79,  79,175,2127
20151120-1606, 1, 2, 1, 112, 263,175,174
20151120-1606, 1, 2, 2, 226, 305,174,175
20151120-1606, 1, 3, 1,  19, 282,174,615
20151120-1606, 1, 3, 2,  62, 367,615,174
20151120-1606, 1, 4, 1,  32, 314,615,243
20151120-1606, 1, 4, 2, 209, 576,243,615
20151120-1606, 1, 5, 1,  31, 345,243,448
20151120-1606, 1, 5, 2,  16, 592,448,243
20151120-1606, 1, 6, 1, 136, 481,448,118
20151120-1606, 1, 6, 2,  17, 609,118,448
20151120-1606, 1, 7, 1,  16, 497,118,496
20151120-1606, 1, 7, 2,  16, 625,496,118
20151120-1606, 1, 8, 1, 110, 607,496,610
20151120-1606, 1, 8, 2,   9, 634,610,496
20151120-1606, 1, 9, 1,  55, 662,610,103
20151120-1606, 1, 9, 2, 107, 741,103,610
20151120-1606, 1,10, 1,   7, 669,103,614
20151120-1606, 1,10, 2,  69, 810,614,103
20151120-1606, 1,11, 1,  18, 687,614,613
20151120-1606, 1,11, 2,  18, 828,613,614
20151120-1606, 1,12, 1,  21, 708,613,104
20151120-1606, 1,12, 2,  37, 865,104,613
20151120-1606, 1,13, 1,  71, 779,104,758
20151120-1606, 1,13, 2,   5, 870,758,104
20151120-1606, 2, 1, 1,  18,  18,356,183
20151120-1606, 2, 1, 2,  18,  18,183,356
20151120-1606, 2, 2, 1,  31,  49,183,196
20151120-1606, 2, 2, 2,  27,  45,196,183
20151120-1606, 2, 3, 1,  42,  91,196,26
20151120-1606, 2, 3, 2,  91, 136,26,196
20151120-1606, 2, 4, 1,  41, 132,26,193
20151120-1606, 2, 4, 2,  55, 191,193,26
20151120-1606, 2, 5, 1, 161, 293,193,37
20151120-1606, 2, 5, 2,  66, 257,37,193
20151120-1606, 2, 6, 1,  19, 312,37,152
20151120-1606, 2, 6, 2,  41, 298,152,37
20151120-1606, 2, 7, 1,  24, 336,152,760
20151120-1606, 2, 7, 2,  47, 345,760,152
20151120-1606, 3, 1, 1,  17,  17,269,39
20151120-1606, 3, 1, 2,  25,  25,39,269
20151120-1606, 3, 2, 1,  28,  45,39,116
20151120-1606, 3, 2, 2,  29,  54,116,39
20151120-1606, 3, 3, 1,  64, 109,116,133
20151120-1606, 3, 3, 2,  63, 117,133,116
20151120-1606, 4, 1, 1, 110, 110,515,597
20151120-1606, 4, 1, 2, 109, 109,597,515
20151120-1606, 4, 2, 1,  37, 147,597,470
20151120-1606, 4, 2, 2,  46, 155,470,597
20151120-1606, 4, 3, 1,  29, 176,470,125
20151120-1606, 4, 3, 2,  21, 176,125,470
20151120-1606, 4, 4, 1,  30, 206,125,667
20151120-1606, 4, 4, 2, 324, 500,667,125
20151120-1606, 4, 5, 1,  21, 227,667,422
20151120-1606, 4, 5, 2,  20, 520,422,667
20151120-1606, 4, 6, 1,  41, 268,422,151
20151120-1606, 4, 6, 2,  96, 616,151,422
20151120-1606, 4, 7, 1,  73, 341,151,20
20151120-1606, 4, 7, 2,  75, 691,20,151
20151120-1606, 4, 8, 1,   7, 348,20,741
20151120-1606, 4, 8, 2,   8, 699,741,20
20151120-1606, 4, 9, 1,  18, 366,741,773
20151120-1606, 4, 9, 2,  18, 717,773,741
20151120-1606, 4,10, 1,  18, 384,773,152
20151120-1606, 4,10, 2,   5, 722,152,773
20151120-1606, 5, 1, 1, 100, 100,4012,510
20151120-1606, 5, 1, 2,  91,  91,510,4012
20151120-1606, 5, 2, 1,  45, 145,510,528
20151120-1606, 5, 2, 2,  49, 140,528,510
20151120-1606, 5, 3, 1,  16, 161,528,327
20151120-1606, 5, 3, 2,  14, 154,327,528
20151120-1606, 5, 4, 1,  15, 176,327,458
20151120-1606, 5, 4, 2,  16, 170,458,327
20151120-1606, 5, 5, 1,  23, 199,458,459
20151120-1606, 5, 5, 2,  27, 197,459,458
20151120-1606, 5, 6, 1,  87, 286,459,405
20151120-1606, 5, 6, 2,  88, 285,405,459
20151120-1606, 6, 1, 1,  40,  40,405,150
20151120-1606, 6, 1, 2, 318, 318,150,405
20151120-1606, 6, 2, 1,  23,  63,150,148
20151120-1606, 6, 2, 2,  93, 411,148,150
20151120-1606, 6, 3, 1,  46, 109,148,149
20151120-1606, 6, 3, 2,  15, 426,149,148
20151120-1606, 6, 4, 1,  73, 182,149,44
20151120-1606, 6, 4, 2,  96, 522,44,149
20151120-1606, 6, 5, 1,  29, 211,44,351
20151120-1606, 6, 5, 2,  29, 551,351,44
20151120-1606, 6, 6, 1,   9, 220,351,36
20151120-1606, 6, 6, 2,   7, 558,36,351
20151120-1606, 6, 7, 1,  22, 242,36,776
20151120-1606, 6, 7, 2, 323, 881,776,36
20151120-1606, 6, 8, 1,   7, 249,776,37
20151120-1606, 6, 8, 2,   7, 888,37,776
20151120-1606, 7, 1, 1,  43,  43,179,691
20151120-1606, 7, 1, 2, 302, 302,691,179
20151120-1606, 7, 2, 1,  45,  88,691,64
20151120-1606, 7, 2, 2,  14, 316,64,691
20151120-1606, 7, 3, 1,  22, 110,64,65
20151120-1606, 7, 3, 2,  23, 339,65,64
20151120-1606, 7, 4, 1,  36, 146,65,66
20151120-1606, 7, 4, 2,  36, 375,66,65
20151120-1606, 7, 5, 1,  37, 183,66,750
20151120-1606, 7, 5, 2,   4, 379,750,66
20151120-1606, 7, 6, 1,  59, 242,750,63
20151120-1606, 7, 6, 2,  59, 438,63,750
20151120-1606, 7, 7, 1,  34, 276,63,67
20151120-1606, 7, 7, 2,  49, 487,67,63
20151120-1606, 7, 8, 1,  26, 302,67,55
20151120-1606, 7, 8, 2, 114, 601,55,67
20151120-1606, 7, 9, 1,  30, 332,55,61
20151120-1606, 7, 9, 2, 272, 873,61,55
20151120-1606, 7,10, 1,  23, 355,61,59
20151120-1606, 7,10, 2, 110, 983,59,61
20151120-1606, 7,11, 1,  18, 373,59,76
20151120-1606, 7,11, 2,  80,1063,76,59
20151120-1606, 7,12, 1,  23, 396,76,141
20151120-1606, 7,12, 2,  22,1085,141,76
20151120-1606, 7,13, 1,  14, 410,141,166
20151120-1606, 7,13, 2,  43,1128,166,141
20151120-1606, 7,14, 1,  29, 439,166,182
20151120-1606, 7,14, 2,  14,1142,182,166
20151120-1606, 7,15, 1,  14, 453,182,403
20151120-1606, 7,15, 2, 214,1356,403,182
20151120-1606, 8, 1, 1,  30,  30,81,38
20151120-1606, 8, 1, 2,  79,  79,38,81
20151120-1606, 8, 2, 1,  58,  88,38,280
20151120-1606, 8, 2, 2, 428, 507,280,38
20151120-1606, 8, 3, 1,  37, 125,280,142
20151120-1606, 8, 3, 2,  36, 543,142,280
20151120-1606, 8, 4, 1,  15, 140,142,126
20151120-1606, 8, 4, 2,  36, 579,126,142
20151120-1606, 8, 5, 1,   7, 147,126,653
20151120-1606, 8, 5, 2, 107, 686,653,126
20151120-1606, 8, 6, 1, 206, 353,653,35
20151120-1606, 8, 6, 2,  14, 700,35,653
20151120-1606, 8, 7, 1,  28, 381,35,193
20151120-1606, 8, 7, 2, 215, 915,193,35
20151120-1606, 9, 1, 1,  39,  39,69,494
20151120-1606, 9, 1, 2,  38,  38,494,69
20151120-1606, 9, 2, 1, 100, 139,494,90
20151120-1606, 9, 2, 2,  99, 137,90,494
20151120-1606, 9, 3, 1,  68, 207,90,630
20151120-1606, 9, 3, 2,  69, 206,630,90
20151120-1606, 9, 4, 1,  71, 278,630,223
20151120-1606, 9, 4, 2,  70, 276,223,630
20151120-1606, 9, 5, 1,  72, 350,223,224
20151120-1606, 9, 5, 2,  72, 348,224,223
20151120-1606, 9, 6, 1,  41, 391,224,506
20151120-1606, 9, 6, 2,  40, 388,506,224
20151120-1606, 9, 7, 1,  33, 424,506,41
20151120-1606, 9, 7, 2,  32, 420,41,506
20151120-1606, 9, 8, 1,  26, 450,41,655
20151120-1606, 9, 8, 2,  29, 449,655,41
20151120-1606, 9, 9, 1,  43, 493,655,443
20151120-1606, 9, 9, 2,  45, 494,443,655
20151120-1606, 9,10, 1,  40, 533,443,73
20151120-1606, 9,10, 2,  32, 526,73,443
20151120-1606, 9,11, 1,  42, 575,73,72
20151120-1606, 9,11, 2,  45, 571,72,73
20151120-1606, 9,12, 1,  32, 607,72,194
20151120-1606, 9,12, 2,  53, 624,194,72
20151120-1606, 9,13, 1,  30, 637,194,282
20151120-1606, 9,13, 2,  30, 654,282,194
20151120-1606, 9,14, 1,  24, 661,282,2
20151120-1606, 9,14, 2,  30, 684,2,282
20151120-1606, 9,15, 1,  19, 680,2,203
20151120-1606, 9,15, 2,  41, 725,203,2
20151120-1606, 9,16, 1,  17, 697,203,3
20151120-1606, 9,16, 2,  15, 740,3,203
20151120-1606,10, 1, 1,  37,  37,124,410
20151120-1606,10, 1, 2,  57,  57,410,124
20151120-1606,10, 2, 1,  83, 120,410,189
20151120-1606,10, 2, 2, 223, 280,189,410
20151120-1606,10, 3, 1,   4, 124,189,738
20151120-1606,10, 3, 2,  53, 333,738,189
20151120-1606,10, 4, 1,  80, 204,738,372
20151120-1606,10, 4, 2,  79, 412,372,738
20151120-1606,10, 5, 1, 193, 397,372,42
20151120-1606,10, 5, 2,  16, 428,42,372
20151120-1606,10, 6, 1,  54, 451,42,172
20151120-1606,10, 6, 2,  54, 482,172,42
20151120-1606,10, 7, 1, 108, 559,172,370
20151120-1606,10, 7, 2, 135, 617,370,172
20151120-1606,11, 1, 1,  59,  59,130,5
20151120-1606,11, 1, 2,  59,  59,5,130
20151120-1606,11, 2, 1,  29,  88,5,151
20151120-1606,11, 2, 2,  14,  73,151,5
20151120-1606,11, 3, 1, 178, 266,151,127
20151120-1606,11, 3, 2,  54, 127,127,151
20151120-1606,11, 4, 1,  18, 284,127,149
20151120-1606,11, 4, 2,   7, 134,149,127
20151120-1606,11, 5, 1,  72, 356,149,432
20151120-1606,11, 5, 2, 101, 235,432,149
20151120-1606,12, 1, 1,   9,   9,832,9
20151120-1606,12, 1, 2,   7,   7,9,832
20151120-1606,12, 2, 1,  73,  82,9,178
20151120-1606,12, 2, 2,  73,  80,178,9
20151120-1606,12, 3, 1,  52, 134,178,148
20151120-1606,12, 3, 2,  53, 133,148,178
20151120-1606,13, 1, 1,  78,  78,2,3
20151120-1606,13, 1, 2,  57,  57,3,2
20151120-1606,13, 2, 1, 278, 356,3,513
20151120-1606,13, 2, 2,  19,  76,513,3
20151120-1606,13, 3, 1, 193, 549,513,354
20151120-1606,13, 3, 2,  30, 106,354,513
20151120-1606,13, 4, 1, 449, 998,354,355
20151120-1606,13, 4, 2,  30, 136,355,354
20151120-1606,13, 5, 1,  54,1052,355,439
20151120-1606,13, 5, 2,  30, 166,439,355
20151120-1606,13, 6, 1,  52,1104,439,145
20151120-1606,13, 6, 2,  25, 191,145,439
20151120-1606,13, 7, 1,  91,1195,145,143
20151120-1606,13, 7, 2,  16, 207,143,145
20151120-1606,13, 8, 1, 141,1336,143,144
20151120-1606,13, 8, 2,  32, 239,144,143
20151120-1606,14, 1, 1,  22,  22,456,110
20151120-1606,14, 1, 2,  22,  22,110,456
20151120-1606,14, 2, 1, 123, 145,110,109
20151120-1606,14, 2, 2, 123, 145,109,110
20151120-1606,14, 3, 1,  20, 165,109,331
20151120-1606,14, 3, 2,  19, 164,331,109
20151120-1606,14, 4, 1,  11, 176,331,586
20151120-1606,14, 4, 2,  48, 212,586,331
20151120-1606,14, 5, 1,  33, 209,586,107
20151120-1606,14, 5, 2,  25, 237,107,586
20151120-1606,14, 6, 1,  42, 251,107,701
20151120-1606,14, 6, 2,  93, 330,701,107
20151120-1606,14, 7, 1,  37, 288,701,108
20151120-1606,14, 7, 2,  41, 371,108,701
20151120-1606,14, 8, 1,  46, 334,108,73
20151120-1606,14, 8, 2,  51, 422,73,108
20151120-1606,14, 9, 1,  47, 381,73,72
20151120-1606,14, 9, 2,  63, 485,72,73
20151120-1606,14,10, 1,  26, 407,72,132
20151120-1606,14,10, 2,  27, 512,132,72
20151120-1606,15, 1, 1,  37,  37,49,50
20151120-1606,15, 1, 2,  10,  10,50,49
20151120-1606,15, 2, 1,  40,  77,50,272
20151120-1606,15, 2, 2,  16,  26,272,50
20151120-1606,15, 3, 1,  92, 169,272,229
20151120-1606,15, 3, 2,  10,  36,229,272
20151120-1606,15, 4, 1, 163, 332,229,196
20151120-1606,15, 4, 2,  16,  52,196,229
20151120-1606,16, 1, 1,  36,  36,197,196
20151120-1606,16, 1, 2,  13,  13,196,197
20151120-1606,16, 2, 1,  23,  59,196,232
20151120-1606,16, 2, 2,  22,  35,232,196
20151120-1606,16, 3, 1,  23,  82,232,226
20151120-1606,16, 3, 2,  22,  57,226,232
20151120-1606,16, 4, 1,  34, 116,226,272
20151120-1606,16, 4, 2,  33,  90,272,226
20151120-1606,16, 5, 1,  12, 128,272,50
20151120-1606,16, 5, 2,  11, 101,50,272
20151120-1606,16, 6, 1,  16, 144,50,49
20151120-1606,16, 6, 2,  15, 116,49,50
20151120-1606,17, 1, 1, 106, 106,229,301
20151120-1606,17, 1, 2, 105, 105,301,229
20151120-1606,17, 2, 1,  23, 129,301,163
20151120-1606,17, 2, 2,  23, 128,163,301
20151120-1606,17, 3, 1,  22, 151,163,70
20151120-1606,17, 3, 2,  16, 144,70,163
20151120-1606,17, 4, 1,  67, 218,70,157
20151120-1606,17, 4, 2,  66, 210,157,70
20151120-1606,17, 5, 1,  48, 266,157,295
20151120-1606,17, 5, 2,  55, 265,295,157
20151120-1606,17, 6, 1,  11, 277,295,158
20151120-1606,17, 6, 2,  10, 275,158,295
20151120-1606,17, 7, 1,  13, 290,158,623
20151120-1606,17, 7, 2,  14, 289,623,158
20151120-1606,17, 8, 1,  15, 305,623,156
20151120-1606,17, 8, 2,  15, 304,156,623
20151120-1606,17, 9, 1,  58, 363,156,155
20151120-1606,17, 9, 2,  36, 340,155,156
20151120-1606,17,10, 1,  97, 460,155,187
20151120-1606,17,10, 2,  84, 424,187,155
20151120-1606,17,11, 1,  66, 526,187,599
20151120-1606,17,11, 2,  42, 466,599,187
20151120-1606,17,12, 1,  88, 614,599,311
20151120-1606,17,12, 2, 194, 660,311,599
20151120-1606,18, 1, 1,  35,  35,727,797
20151120-1606,18, 1, 2, 133, 133,797,727
20151120-1606,18, 2, 1, 134, 169,797,456
20151120-1606,18, 2, 2, 112, 245,456,797
20151120-1606,18, 3, 1,  70, 239,456,110
20151120-1606,18, 3, 2,  24, 269,110,456
20151120-1606,18, 4, 1,  98, 337,110,109
20151120-1606,18, 4, 2, 138, 407,109,110
20151120-1606,18, 5, 1,  20, 357,109,331
20151120-1606,18, 5, 2,  19, 426,331,109
20151120-1606,18, 6, 1,  15, 372,331,586
20151120-1606,18, 6, 2,  48, 474,586,331
20151120-1606,18, 7, 1,  26, 398,586,107
20151120-1606,18, 7, 2,  30, 504,107,586
20151120-1606,18, 8, 1,  32, 430,107,701
20151120-1606,18, 8, 2,  46, 550,701,107
20151120-1606,18, 9, 1,  37, 467,701,108
20151120-1606,18, 9, 2,  36, 586,108,701
20151120-1606,18,10, 1,   7, 474,108,594
20151120-1606,18,10, 2,  28, 614,594,108
20151120-1606,18,11, 1,  29, 503,594,73
20151120-1606,18,11, 2,  29, 643,73,594
20151120-1606,18,12, 1,  62, 565,73,72
20151120-1606,18,12, 2,  61, 704,72,73
20151120-1606,18,13, 1,  26, 591,72,132
20151120-1606,18,13, 2,  27, 731,132,72
20151120-1606,18,14, 1,  23, 614,132,194
20151120-1606,18,14, 2,  15, 746,194,132
20151120-1606,18,15, 1,  37, 651,194,282
20151120-1606,18,15, 2,  51, 797,282,194
20151120-1606,18,16, 1,  53, 704,282,2
20151120-1606,18,16, 2,  26, 823,2,282
20151120-1606,18,17, 1,  58, 762,2,3
20151120-1606,18,17, 2,  59, 882,3,2
20151120-1606,18,18, 1,  20, 782,3,513
20151120-1606,18,18, 2,  23, 905,513,3
20151120-1606,18,19, 1,  33, 815,513,354
20151120-1606,18,19, 2,  61, 966,354,513
20151120-1606,18,20, 1, 112, 927,354,355
20151120-1606,18,20, 2,  11, 977,355,354
20151120-1606,18,21, 1,  48, 975,355,184
20151120-1606,18,21, 2,  47,1024,184,355
20151120-1606,19, 1, 1,  67,  67,420,190
20151120-1606,19, 1, 2,  50,  50,190,420
20151120-1606,19, 2, 1,  54, 121,190,761
20151120-1606,19, 2, 2,   8,  58,761,190
20151120-1606,19, 3, 1,  19, 140,761,152
20151120-1606,19, 3, 2,  13,  71,152,761
20151120-1606,19, 4, 1,  27, 167,152,37
20151120-1606,19, 4, 2,  27,  98,37,152
20151120-1606,19, 5, 1,  23, 190,37,193
20151120-1606,19, 5, 2,  20, 118,193,37
20151120-1606,19, 6, 1,  54, 244,193,26
20151120-1606,19, 6, 2,  25, 143,26,193
