Timestamp,Route,Link,Direction,STT,AccSTT,TCS1,TCS2
20151120-1559,14, 8, 2,  47, 436,73,108
20151120-1559,14, 9, 1,  47, 377,73,72
20151120-1559,14, 9, 2,  58, 494,72,73
20151120-1559,14,10, 1,  26, 403,72,132
20151120-1559,14,10, 2,  26, 520,132,72
20151120-1559,15, 1, 1,  54,  54,49,50
20151120-1559,15, 1, 2,  10,  10,50,49
20151120-1559,15, 2, 1,  45,  99,50,272
20151120-1559,15, 2, 2,  16,  26,272,50
20151120-1559,15, 3, 1, 121, 220,272,229
20151120-1559,15, 3, 2,  10,  36,229,272
20151120-1559,15, 4, 1, 186, 406,229,196
20151120-1559,15, 4, 2,  16,  52,196,229
20151120-1559,16, 1, 1,  26,  26,197,196
20151120-1559,16, 1, 2,  13,  13,196,197
20151120-1559,16, 2, 1,  23,  49,196,232
20151120-1559,16, 2, 2,  22,  35,232,196
20151120-1559,16, 3, 1,  23,  72,232,226
20151120-1559,16, 3, 2,  22,  57,226,232
20151120-1559,16, 4, 1,  34, 106,226,272
20151120-1559,16, 4, 2,  33,  90,272,226
20151120-1559,16, 5, 1,  12, 118,272,50
20151120-1559,16, 5, 2,  11, 101,50,272
20151120-1559,16, 6, 1,  16, 134,50,49
20151120-1559,16, 6, 2,  15, 116,49,50
20151120-1559,17, 1, 1, 106, 106,229,301
20151120-1559,17, 1, 2, 105, 105,301,229
20151120-1559,17, 2, 1,  23, 129,301,163
20151120-1559,17, 2, 2,  23, 128,163,301
20151120-1559,17, 3, 1,  21, 150,163,70
20151120-1559,17, 3, 2,  16, 144,70,163
20151120-1559,17, 4, 1,  67, 217,70,157
20151120-1559,17, 4, 2,  66, 210,157,70
20151120-1559,17, 5, 1,  48, 265,157,295
20151120-1559,17, 5, 2,  57, 267,295,157
20151120-1559,17, 6, 1,  10, 275,295,158
20151120-1559,17, 6, 2,  10, 277,158,295
20151120-1559,17, 7, 1,  13, 288,158,623
20151120-1559,17, 7, 2,  13, 290,623,158
20151120-1559,17, 8, 1,  15, 303,623,156
20151120-1559,17, 8, 2,  15, 305,156,623
20151120-1559,17, 9, 1,  69, 372,156,155
20151120-1559,17, 9, 2,  36, 341,155,156
20151120-1559,17,10, 1,  93, 465,155,187
20151120-1559,17,10, 2,  84, 425,187,155
20151120-1559,17,11, 1,  97, 562,187,599
20151120-1559,17,11, 2,  44, 469,599,187
20151120-1559,17,12, 1,  75, 637,599,311
20151120-1559,17,12, 2, 192, 661,311,599
20151120-1559,18, 1, 1,  45,  45,727,797
20151120-1559,18, 1, 2,  83,  83,797,727
20151120-1559,18, 2, 1, 135, 180,797,456
20151120-1559,18, 2, 2, 122, 205,456,797
20151120-1559,18, 3, 1,  40, 220,456,110
20151120-1559,18, 3, 2,  27, 232,110,456
20151120-1559,18, 4, 1,  98, 318,110,109
20151120-1559,18, 4, 2, 103, 335,109,110
20151120-1559,18, 5, 1,  20, 338,109,331
20151120-1559,18, 5, 2,  19, 354,331,109
20151120-1559,18, 6, 1,  15, 353,331,586
20151120-1559,18, 6, 2,  51, 405,586,331
20151120-1559,18, 7, 1,  26, 379,586,107
20151120-1559,18, 7, 2,  39, 444,107,586
20151120-1559,18, 8, 1,  32, 411,107,701
20151120-1559,18, 8, 2,  52, 496,701,107
20151120-1559,18, 9, 1,  37, 448,701,108
20151120-1559,18, 9, 2,  36, 532,108,701
20151120-1559,18,10, 1,   7, 455,108,594
20151120-1559,18,10, 2,  21, 553,594,108
20151120-1559,18,11, 1,  29, 484,594,73
20151120-1559,18,11, 2,  29, 582,73,594
20151120-1559,18,12, 1,  62, 546,73,72
20151120-1559,18,12, 2,  61, 643,72,73
20151120-1559,18,13, 1,  26, 572,72,132
20151120-1559,18,13, 2,  26, 669,132,72
20151120-1559,18,14, 1,  23, 595,132,194
20151120-1559,18,14, 2,  15, 684,194,132
20151120-1559,18,15, 1,  37, 632,194,282
20151120-1559,18,15, 2,  45, 729,282,194
20151120-1559,18,16, 1,  36, 668,282,2
20151120-1559,18,16, 2,  26, 755,2,282
20151120-1559,18,17, 1,  58, 726,2,3
20151120-1559,18,17, 2,  60, 815,3,2
20151120-1559,18,18, 1,  20, 746,3,513
20151120-1559,18,18, 2,  21, 836,513,3
20151120-1559,18,19, 1,  18, 764,513,354
20151120-1559,18,19, 2,  30, 866,354,513
20151120-1559,18,20, 1,  81, 845,354,355
20151120-1559,18,20, 2,  11, 877,355,354
20151120-1559,18,21, 1,  48, 893,355,184
20151120-1559,18,21, 2,  47, 924,184,355
20151120-1559,19, 1, 1,  68,  68,420,190
20151120-1559,19, 1, 2,  50,  50,190,420
20151120-1559,19, 2, 1,  32, 100,190,761
20151120-1559,19, 2, 2,   8,  58,761,190
20151120-1559,19, 3, 1,  19, 119,761,152
20151120-1559,19, 3, 2,  13,  71,152,761
20151120-1559,19, 4, 1,  27, 146,152,37
20151120-1559,19, 4, 2,  27,  98,37,152
20151120-1559,19, 5, 1,  23, 169,37,193
20151120-1559,19, 5, 2,  20, 118,193,37
20151120-1559,19, 6, 1,  45, 214,193,26
20151120-1559,19, 6, 2,  25, 143,26,193
20151120-1559,19, 7, 1, 121, 335,26,197
20151120-1559,19, 7, 2,  54, 197,197,26
20151120-1559,20, 1, 1,  43,  43,70,163
20151120-1559,20, 1, 2,  43,  43,163,70
20151120-1559,20, 2, 1,  21,  64,163,801
20151120-1559,20, 2, 2,  21,  64,801,163
20151120-1559,20, 3, 1,   6,  70,801,301
20151120-1559,20, 3, 2,   6,  70,301,801
20151120-1559,20, 4, 1,  49, 119,301,39
20151120-1559,20, 4, 2,  49, 119,39,301
20151120-1559,20, 5, 1,  87, 206,39,269
20151120-1559,20, 5, 2,  13, 132,269,39
20151120-1559,20, 6, 1,  58, 264,269,146
20151120-1559,20, 6, 2,  36, 168,146,269
20151120-1559,20, 7, 1, 153, 417,146,288
20151120-1559,20, 7, 2,  17, 185,288,146
20151120-1559,20, 8, 1,  33, 450,288,232
20151120-1559,20, 8, 2,  32, 217,232,288
20151120-1559,20, 9, 1,  78, 528,232,196
20151120-1559,20, 9, 2,  26, 243,196,232
20151120-1559,20,10, 1,   7, 535,196,197
20151120-1559,20,10, 2,   6, 249,197,196
20151120-1559,20,11, 1,  47, 582,197,200
20151120-1559,20,11, 2,  46, 295,200,197
20151120-1559,20,12, 1,  62, 644,200,201
20151120-1559,20,12, 2,   6, 301,201,200
20151120-1559,20,13, 1,  47, 691,201,60
20151120-1559,20,13, 2,  42, 343,60,201
20151120-1559,20,14, 1,  22, 713,60,58
20151120-1559,20,14, 2,  21, 364,58,60
20151120-1559,20,15, 1,  36, 749,58,61
20151120-1559,20,15, 2,  27, 391,61,58
20151120-1559,20,16, 1,  29, 778,61,55
20151120-1559,20,16, 2,  12, 403,55,61
20151120-1559,20,17, 1,  47, 825,55,67
20151120-1559,20,17, 2,  11, 414,67,55
20151120-1559,20,18, 1,  51, 876,67,63
20151120-1559,20,18, 2,  19, 433,63,67
20151120-1559,20,19, 1,  50, 926,63,750
20151120-1559,20,19, 2,  45, 478,750,63
20151120-1559,20,20, 1,  12, 938,750,66
20151120-1559,20,20, 2,  11, 489,66,750
20151120-1559,20,21, 1,  50, 988,66,65
20151120-1559,20,21, 2,  50, 539,65,66
20151120-1559,20,22, 1,  31,1019,65,64
20151120-1559,20,22, 2,  26, 565,64,65
20151120-1559,20,23, 1, 131,1150,64,691
20151120-1559,20,23, 2,  23, 588,691,64
20151120-1559,20,24, 1,  65,1215,691,179
20151120-1559,20,24, 2,  53, 641,179,691
20151120-1559,20,25, 1,  53,1268,179,180
20151120-1559,20,25, 2,  53, 694,180,179
20151120-1559,20,26, 1,  55,1323,180,181
20151120-1559,20,26, 2,  26, 720,181,180
20151120-1559,20,27, 1,  44,1367,181,508
20151120-1559,20,27, 2,  32, 752,508,181
20151120-1559,20,28, 1,  46,1413,508,4029
20151120-1559,20,28, 2,  45, 797,4029,508
20151120-1559,20,29, 1,  14,1427,4029,4030
20151120-1559,20,29, 2,  13, 810,4030,4029
20151120-1559,20,30, 1, 199,1626,4030,4039
20151120-1559,20,30, 2, 198,1008,4039,4030
20151120-1559,20,31, 1,  72,1698,4039,4035
20151120-1559,20,31, 2,  72,1080,4035,4039
20151120-1559,21, 1, 1,  20,  20,70,163
20151120-1559,21, 1, 2,  19,  19,163,70
20151120-1559,21, 2, 1,  37,  57,163,39
20151120-1559,21, 2, 2,  37,  56,39,163
20151120-1559,21, 3, 1,  52, 109,39,146
20151120-1559,21, 3, 2,  25,  81,146,39
20151120-1559,21, 4, 1,  27, 136,146,439
20151120-1559,21, 4, 2,  13,  94,439,146
20151120-1559,21, 5, 1,  19, 155,439,188
20151120-1559,21, 5, 2,  18, 112,188,439
20151120-1559,21, 6, 1,  20, 175,188,185
20151120-1559,21, 6, 2,  14, 126,185,188
20151120-1559,21, 7, 1,  12, 187,185,232
20151120-1559,21, 7, 2,  11, 137,232,185
20151120-1559,21, 8, 1,  18, 205,232,196
20151120-1559,21, 8, 2,  12, 149,196,232
20151120-1559,21, 9, 1,   6, 211,196,197
20151120-1559,21, 9, 2,   5, 154,197,196
20151120-1559,21,10, 1,  30, 241,197,200
20151120-1559,21,10, 2,  29, 183,200,197
20151120-1559,21,11, 1,  56, 297,200,201
20151120-1559,21,11, 2,   5, 188,201,200
20151120-1559,21,12, 1,  48, 345,201,140
20151120-1559,21,12, 2,   9, 197,140,201
20151120-1559,21,13, 1,  21, 366,140,416
20151120-1559,21,13, 2,  19, 216,416,140
20151120-1559,21,14, 1,  45, 411,416,121
20151120-1559,21,14, 2,  45, 261,121,416
20151120-1559,21,15, 1,  21, 432,121,128
20151120-1559,21,15, 2,  15, 276,128,121
20151120-1559,21,16, 1,  24, 456,128,67
20151120-1559,21,16, 2,  23, 299,67,128
20151120-1559,21,17, 1,  16, 472,67,63
20151120-1559,21,17, 2,  15, 314,63,67
20151120-1559,21,18, 1,  42, 514,63,750
20151120-1559,21,18, 2,  36, 350,750,63
20151120-1559,21,19, 1,  10, 524,750,66
20151120-1559,21,19, 2,   9, 359,66,750
20151120-1559,21,20, 1,  15, 539,66,346
20151120-1559,21,20, 2,  14, 373,346,66
20151120-1559,21,21, 1,  20, 559,346,906
20151120-1559,21,21, 2,  19, 392,906,346
20151120-1559,21,22, 1,  13, 572,906,65
20151120-1559,21,22, 2,   7, 399,65,906
20151120-1559,21,23, 1,  26, 598,65,64
20151120-1559,21,23, 2,  21, 420,64,65
20151120-1559,21,24, 1,  33, 631,64,691
20151120-1559,21,24, 2,  18, 438,691,64
20151120-1559,21,25, 1,  55, 686,691,179
20151120-1559,21,25, 2,  35, 473,179,691
20151120-1559,21,26, 1,  43, 729,179,180
20151120-1559,21,26, 2,  42, 515,180,179
20151120-1559,21,27, 1,  28, 757,180,181
20151120-1559,21,27, 2,  21, 536,181,180
20151120-1559,21,28, 1,  26, 783,181,508
20151120-1559,21,28, 2,  25, 561,508,181
20151120-1559,21,29, 1,  37, 820,508,4029
20151120-1559,21,29, 2,  36, 597,4029,508
20151120-1559,21,30, 1,  12, 832,4029,4030
20151120-1559,21,30, 2,  11, 608,4030,4029
20151120-1559,21,31, 1, 159, 991,4030,4039
20151120-1559,21,31, 2, 158, 766,4039,4030
20151120-1559,21,32, 1,  58,1049,4039,4035
20151120-1559,21,32, 2,  58, 824,4035,4039
20151120-1559,21,33, 1,  20,1069,4035,4064
20151120-1559,21,33, 2,  19, 843,4064,4035
20151120-1559,22, 1, 1, 158, 158,142,720
20151120-1559,22, 1, 2,  99,  99,720,142
20151120-1559,22, 2, 1,  96, 254,720,54
20151120-1559,22, 2, 2, 102, 201,54,720
20151120-1559,22, 3, 1,  16, 270,54,46
20151120-1559,22, 3, 2, 126, 327,46,54
20151120-1559,22, 4, 1, 133, 403,46,47
20151120-1559,22, 4, 2,  28, 355,47,46
20151120-1559,22, 5, 1, 386, 789,47,395
20151120-1559,22, 5, 2, 294, 649,395,47
20151120-1559,22, 6, 1, 147, 936,395,679
20151120-1559,22, 6, 2, 155, 804,679,395
20151120-1559,22, 7, 1,  53, 989,679,390
20151120-1559,22, 7, 2,  53, 857,390,679
20151120-1559,23, 1, 1, 159, 159,142,720
20151120-1559,23, 1, 2, 153, 153,720,142
20151120-1559,23, 2, 1, 140, 299,720,47
20151120-1559,23, 2, 2, 104, 257,47,720
20151120-1559,23, 3, 1, 386, 685,47,395
20151120-1559,23, 3, 2, 294, 551,395,47
20151120-1559,23, 4, 1, 152, 837,395,390
20151120-1559,23, 4, 2, 155, 706,390,395
20151120-1559,23, 5, 1,  91, 928,390,679
20151120-1559,23, 5, 2, 120, 826,679,390
20151120-1559,24, 1, 1, 309, 309,142,126
20151120-1559,24, 1, 2,  21,  21,126,142
20151120-1559,24, 2, 1, 161, 470,126,35
20151120-1559,24, 2, 2,  11,  32,35,126
20151120-1559,24, 3, 1,  45, 515,35,48
20151120-1559,24, 3, 2,  26,  58,48,35
20151120-1559,24, 4, 1, 158, 673,48,49
20151120-1559,24, 4, 2,  13,  71,49,48
20151120-1559,24, 5, 1,  10, 683,49,50
20151120-1559,24, 5, 2,  10,  81,50,49
20151120-1559,24, 6, 1,  93, 776,50,272
20151120-1559,24, 6, 2,   6,  87,272,50
20151120-1559,24, 7, 1,   7, 783,272,644
20151120-1559,24, 7, 2,   7,  94,644,272
20151120-1559,24, 8, 1,  81, 864,644,229
20151120-1559,24, 8, 2,   5,  99,229,644
20151120-1559,24, 9, 1,  60, 924,229,232
20151120-1559,24, 9, 2,  13, 112,232,229
20151120-1559,24,10, 1, 163,1087,232,185
20151120-1559,24,10, 2,  11, 123,185,232
20151120-1559,24,11, 1,  36,1123,185,188
20151120-1559,24,11, 2,  15, 138,188,185
20151120-1559,24,12, 1, 118,1241,188,439
20151120-1559,24,12, 2,  18, 156,439,188
20151120-1559,24,13, 1,  43,1284,439,145
20151120-1559,24,13, 2,  19, 175,145,439
20151120-1559,24,14, 1,  90,1374,145,143
20151120-1559,24,14, 2,  10, 185,143,145
20151120-1559,24,15, 1, 191,1565,143,144
20151120-1559,24,15, 2,  14, 199,144,143
20151120-1559,25, 1, 1,  26,  26,586,107
20151120-1559,25, 1, 2,  32,  32,107,586
20151120-1559,26, 1, 1, 118, 118,56,60
20151120-1559,26, 1, 2, 164, 164,60,56
20151120-1559,26, 2, 1,  22, 140,60,58
20151120-1559,26, 2, 2, 157, 321,58,60
20151120-1559,26, 3, 1,  70, 210,58,59
20151120-1559,26, 3, 2, 276, 597,59,58
20151120-1559,26, 4, 1, 125, 335,59,61
20151120-1559,26, 4, 2, 134, 731,61,59
20151120-1559,26, 5, 1, 140, 475,61,55
20151120-1559,26, 5, 2, 142, 873,55,61
20151120-1559,26, 6, 1,  82, 557,55,67
20151120-1559,26, 6, 2, 192,1065,67,55
20151120-1559,26, 7, 1,  57, 614,67,63
20151120-1559,26, 7, 2, 264,1329,63,67
20151120-1559,27, 1, 1,  27,  27,149,148
20151120-1559,27, 1, 2,  63,  63,148,149
20151120-1559,27, 2, 1,  74, 101,148,150
20151120-1559,27, 2, 2,  31,  94,150,148
20151120-1559,27, 3, 1,  42, 143,150,405
20151120-1559,27, 3, 2,  76, 170,405,150
20151120-1559,28, 1, 1,  44,  44,108,73
20151120-1559,28, 1, 2,  46,  46,73,108
20151120-1559,28, 2, 1,  47,  91,73,72
20151120-1559,28, 2, 2,  80, 126,72,73
20151120-1559,28, 3, 1,  26, 117,72,132
20151120-1559,28, 3, 2,  26, 152,132,72
20151120-1559,29, 1, 1, 181, 181,80,64
20151120-1559,29, 1, 2,  36,  36,64,80
20151120-1559,30, 1, 1, 104, 104,462,254
20151120-1559,30, 1, 2, 106, 106,254,462
20151120-1559,30, 2, 1, 573, 677,254,144
20151120-1559,30, 2, 2,  73, 179,144,254
20151120-1559,30, 3, 1, 450,1127,144,868
20151120-1559,30, 3, 2, 679, 858,868,144
20151120-1559,30, 4, 1, 304,1431,868,660
20151120-1559,30, 4, 2,  20, 878,660,868
20151120-1559,30, 5, 1, 264,1695,660,861
20151120-1559,30, 5, 2,  83, 961,861,660
20151120-1559,30, 6, 1, 221,1916,861,856
20151120-1559,30, 6, 2,  95,1056,856,861
20151120-1559,30, 7, 1, 468,2384,856,2
20151120-1559,30, 7, 2, 160,1216,2,856
20151120-1559,31, 1, 1, 144, 144,727,797
20151120-1559,31, 1, 2, 185, 185,797,727
20151120-1559,31, 2, 1, 194, 338,797,456
20151120-1559,31, 2, 2, 227, 412,456,797
20151120-1559,31, 3, 1, 102, 440,456,110
20151120-1559,31, 3, 2, 133, 545,110,456
20151120-1559,31, 4, 1, 158, 598,110,109
20151120-1559,31, 4, 2, 156, 701,109,110
20151120-1559,31, 5, 1,  42, 640,109,331
20151120-1559,31, 5, 2, 188, 889,331,109
20151120-1559,31, 6, 1,  35, 675,331,586
20151120-1559,31, 6, 2, 186,1075,586,331
20151120-1559,31, 7, 1,  67, 742,586,107
20151120-1559,31, 7, 2, 142,1217,107,586
20151120-1559,31, 8, 1,  50, 792,107,701
20151120-1559,31, 8, 2, 201,1418,701,107
20151120-1559,31, 9, 1,  51, 843,701,108
20151120-1559,31, 9, 2,  50,1468,108,701
20151120-1559,31,10, 1,  67, 910,108,73
20151120-1559,31,10, 2,  67,1535,73,108
20151120-1559,32, 1, 1,  82,  82,39,120
20151120-1559,32, 1, 2,  82,  82,120,39
20151120-1559,32, 2, 1,  25, 107,120,133
20151120-1559,32, 2, 2,  24, 106,133,120
20151120-1559,32, 3, 1,  46, 153,133,134
20151120-1559,32, 3, 2,  47, 153,134,133
20151120-1559,32, 4, 1,  42, 195,134,147
20151120-1559,32, 4, 2,  42, 195,147,134
20151120-1559,32, 5, 1,  43, 238,147,112
20151120-1559,32, 5, 2,  42, 237,112,147
20151120-1559,32, 6, 1,  16, 254,112,383
20151120-1559,32, 6, 2,  18, 255,383,112
20151120-1559,32, 7, 1,  30, 284,383,114
20151120-1559,32, 7, 2,  25, 280,114,383
20151120-1559,32, 8, 1,  24, 308,114,452
20151120-1559,32, 8, 2,  44, 324,452,114
20151120-1559,32, 9, 1,  63, 371,452,111
20151120-1559,32, 9, 2,  62, 386,111,452
20151120-1559,32,10, 1,  19, 390,111,812
20151120-1559,32,10, 2,  20, 406,812,111
20151120-1559,32,11, 1,  18, 408,812,113
20151120-1559,32,11, 2,  11, 417,113,812
20151120-1559,32,12, 1,  23, 431,113,411
20151120-1559,32,12, 2,  24, 441,411,113
20151120-1559,32,13, 1,  16, 447,411,275
20151120-1559,32,13, 2,  16, 457,275,411
20151120-1559,32,14, 1,  24, 471,275,441
20151120-1559,32,14, 2,  24, 481,441,275
20151120-1559,32,15, 1,  35, 506,441,848
20151120-1559,32,15, 2,  97, 578,848,441
20151120-1559,32,16, 1,  34, 540,848,6032
20151120-1559,32,16, 2,  31, 609,6032,848
20151120-1559,32,17, 1,  52, 592,6032,6031
20151120-1559,32,17, 2,  48, 657,6031,6032
20151120-1559,32,18, 1,  76, 668,6031,6030
20151120-1559,32,18, 2,  76, 733,6030,6031
20151120-1559,32,19, 1,  52, 720,6030,6021
20151120-1559,32,19, 2,  48, 781,6021,6030
20151120-1559,32,20, 1,  20, 740,6021,6022
20151120-1559,32,20, 2,  32, 813,6022,6021
20151120-1559,32,21, 1,  40, 780,6022,6023
20151120-1559,32,21, 2,  28, 841,6023,6022
20151120-1559,32,22, 1,  47, 827,6023,6024
20151120-1559,32,22, 2,  51, 892,6024,6023
20151120-1559,32,23, 1,  29, 856,6024,6025
20151120-1559,32,23, 2, 102, 994,6025,6024
20151120-1559,32,24, 1,  18, 874,6025,6027
20151120-1559,32,24, 2,  66,1060,6027,6025
20151120-1559,32,25, 1,  29, 903,6027,6028
20151120-1559,32,25, 2, 375,1435,6028,6027
20151120-1559,33, 1, 1, 268, 268,422,667
20151120-1559,33, 1, 2, 216, 216,667,422
20151120-1559,33, 2, 1,  83, 351,667,533
20151120-1559,33, 2, 2,  81, 297,533,667
20151120-1559,33, 3, 1, 492, 843,533,125
20151120-1559,33, 3, 2,  45, 342,125,533
20151120-1559,33, 4, 1,  85, 928,125,470
20151120-1559,33, 4, 2, 602, 944,470,125
20151120-1559,33, 5, 1,  44, 972,470,597
20151120-1559,33, 5, 2,  88,1032,597,470
20151120-1559,33, 6, 1,  60,1032,597,515
20151120-1559,33, 6, 2,  52,1084,515,597
20151120-1559,34, 1, 1,  18,  18,4014,4013
20151120-1559,34, 1, 2,  22,  22,4013,4014
20151120-1559,34, 2, 1,  30,  48,4013,4048
20151120-1559,34, 2, 2,  73,  95,4048,4013
20151120-1559,34, 3, 1, 183, 231,4048,4015
20151120-1559,34, 3, 2,  15, 110,4015,4048
20151120-1559,35, 1, 1, 161, 161,515,4014
20151120-1559,35, 1, 2, 279, 279,4014,515
20151120-1559,35, 2, 1,  28, 189,4014,4013
20151120-1559,35, 2, 2,  39, 318,4013,4014
20151120-1559,35, 3, 1,  30, 219,4013,4048
20151120-1559,35, 3, 2, 116, 434,4048,4013
20151120-1559,35, 4, 1, 199, 418,4048,4015
20151120-1559,35, 4, 2,  15, 449,4015,4048
20151120-1559,36, 1, 1,  75,  75,472,348
20151120-1559,36, 1, 2,  80,  80,348,472
20151120-1559,36, 2, 1, 110, 185,348,209
20151120-1559,36, 2, 2, 159, 239,209,348
20151120-1559,36, 3, 1, 219, 404,209,553
20151120-1559,36, 3, 2, 319, 558,553,209
20151120-1559,36, 4, 1,  68, 472,553,651
20151120-1559,36, 4, 2,  83, 641,651,553
20151120-1559,36, 5, 1,  26, 498,651,654
20151120-1559,36, 5, 2,  57, 698,654,651
20151120-1559,36, 6, 1,  86, 584,654,372
20151120-1559,36, 6, 2,  36, 734,372,654
20151120-1559,36, 7, 1,  92, 676,372,71
20151120-1559,36, 7, 2, 128, 862,71,372
20151120-1559,36, 8, 1, 136, 812,71,171
20151120-1559,36, 8, 2, 202,1064,171,71
20151120-1559,36, 9, 1, 110, 922,171,486
20151120-1559,36, 9, 2, 275,1339,486,171
20151120-1559,36,10, 1, 247,1169,486,771
20151120-1559,36,10, 2, 188,1527,771,486
20151120-1559,36,11, 1,  67,1236,771,369
20151120-1559,36,11, 2, 118,1645,369,771
20151120-1559,36,12, 1, 165,1401,369,366
20151120-1559,36,12, 2,  15,1660,366,369
20151120-1559,36,13, 1,  98,1499,366,368
20151120-1559,36,13, 2,  57,1717,368,366
20151120-1559,36,14, 1,  92,1591,368,367
20151120-1559,36,14, 2,   6,1723,367,368
20151120-1559,36,15, 1,  25,1616,367,35
20151120-1559,36,15, 2,  40,1763,35,367
20151120-1559,36,16, 1,  44,1660,35,48
20151120-1559,36,16, 2, 462,2225,48,35
20151120-1559,36,17, 1, 117,1777,48,49
20151120-1559,36,17, 2,  22,2247,49,48
20151120-1559,37, 1, 1, 179, 179,190,761
20151120-1559,37, 1, 2,  12,  12,761,190
20151120-1559,37, 2, 1, 119, 298,761,152
20151120-1559,37, 2, 2,  16,  28,152,761
20151120-1559,37, 3, 1, 334, 632,152,37
20151120-1559,37, 3, 2,  39,  67,37,152
20151120-1559,37, 4, 1,  28, 660,37,193
20151120-1559,37, 4, 2,  27,  94,193,37
20151120-1559,37, 5, 1, 108, 768,193,26
20151120-1559,37, 5, 2,  30, 124,26,193
20151120-1559,37, 6, 1, 269,1037,26,197
20151120-1559,37, 6, 2,  73, 197,197,26
20151120-1559,37, 7, 1,  59,1096,197,17
20151120-1559,37, 7, 2,  34, 231,17,197
20151120-1559,38, 1, 1,  51,  51,197,200
20151120-1559,38, 1, 2,  48,  48,200,197
20151120-1559,38, 2, 1,  88, 139,200,201
20151120-1559,38, 2, 2,   6,  54,201,200
20151120-1559,38, 3, 1, 205, 344,201,60
20151120-1559,38, 3, 2,  48, 102,60,201
20151120-1559,39, 1, 1,  77,  77,58,140
20151120-1559,39, 1, 2,  25,  25,140,58
20151120-1559,39, 2, 1, 171, 248,140,201
20151120-1559,39, 2, 2,  25,  50,201,140
20151120-1559,39, 3, 1,  46, 294,201,200
20151120-1559,39, 3, 2,   7,  57,200,201
20151120-1559,39, 4, 1,  73, 367,200,197
20151120-1559,39, 4, 2,  44, 101,197,200
20151120-1559,40, 1, 1, 251, 251,232,196
20151120-1559,40, 1, 2,  81,  81,196,232
20151120-1559,40, 2, 1, 151, 402,196,26
20151120-1559,40, 2, 2, 345, 426,26,196
20151120-1559,40, 3, 1, 132, 534,26,193
20151120-1559,40, 3, 2, 399, 825,193,26
20151120-1559,40, 4, 1, 327, 861,193,37
20151120-1559,40, 4, 2, 298,1123,37,193
20151120-1559,40, 5, 1,  97, 958,37,152
20151120-1559,40, 5, 2, 205,1328,152,37
20151120-1559,40, 6, 1, 311,1269,152,190
20151120-1559,40, 6, 2, 330,1658,190,152
20151120-1559,40, 7, 1, 192,1461,190,45
20151120-1559,40, 7, 2, 263,1921,45,190
20151120-1559,40, 8, 1, 231,1692,45,31
20151120-1559,40, 8, 2, 184,2105,31,45
20151120-1559,40, 9, 1,  82,1774,31,106
20151120-1559,40, 9, 2,  99,2204,106,31
20151120-1559,41, 1, 1, 515, 515,144,143
20151120-1559,41, 1, 2,  44,  44,143,144
20151120-1559,41, 2, 1, 145, 660,143,146
20151120-1559,41, 2, 2,  10,  54,146,143
20151120-1559,41, 3, 1, 210, 870,146,288
20151120-1559,41, 3, 2,  14,  68,288,146
20151120-1559,41, 4, 1,  20, 890,288,185
20151120-1559,41, 4, 2,  20,  88,185,288
20151120-1559,41, 5, 1, 177,1067,185,183
20151120-1559,41, 5, 2,  12, 100,183,185
20151120-1559,41, 6, 1, 102,1169,183,17
20151120-1559,41, 6, 2,   7, 107,17,183
20151120-1559,41, 7, 1, 201,1370,17,403
20151120-1559,41, 7, 2,  13, 120,403,17
20151120-1559,41, 8, 1,  95,1465,403,513
20151120-1559,41, 8, 2,  15, 135,513,403
20151120-1559,41, 9, 1, 171,1636,513,3
20151120-1559,41, 9, 2,  11, 146,3,513
20151120-1559,41,10, 1, 177,1813,3,2
20151120-1559,41,10, 2,  34, 180,2,3
20151120-1559,42, 1, 1, 147, 147,394,187
20151120-1559,42, 1, 2, 420, 420,187,394
20151120-1559,42, 2, 1, 106, 253,187,84
20151120-1559,42, 2, 2, 531, 951,84,187
20151120-1559,42, 3, 1,  47, 300,84,82
20151120-1559,42, 3, 2, 381,1332,82,84
20151120-1559,42, 4, 1,  49, 349,82,83
20151120-1559,42, 4, 2, 191,1523,83,82
20151120-1559,42, 5, 1, 156, 505,83,81
20151120-1559,42, 5, 2,  49,1572,81,83
20151120-1559,42, 6, 1, 303, 808,81,38
20151120-1559,42, 6, 2, 309,1881,38,81
20151120-1559,42, 7, 1,  99, 907,38,142
20151120-1559,42, 7, 2, 324,2205,142,38
20151120-1559,42, 8, 1, 432,1339,142,126
20151120-1559,42, 8, 2,  99,2304,126,142
20151120-1559,42, 9, 1, 220,1559,126,35
20151120-1559,42, 9, 2,  75,2379,35,126
20151120-1559,42,10, 1,  46,1605,35,48
20151120-1559,42,10, 2,  48,2427,48,35
20151120-1559,42,11, 1, 129,1734,48,49
20151120-1559,42,11, 2, 199,2626,49,48
20151120-1559,42,12, 1,  44,1778,49,272
20151120-1559,42,12, 2,  78,2704,272,49
20151120-1559,43, 1, 1, 365, 365,24,192
20151120-1559,43, 1, 2, 101, 101,192,24
20151120-1559,43, 2, 1, 192, 557,192,622
20151120-1559,43, 2, 2, 636, 737,622,192
20151120-1559,43, 3, 1, 138, 695,622,173
20151120-1559,43, 3, 2, 141, 878,173,622
20151120-1559,43, 4, 1,  65, 760,173,305
20151120-1559,43, 4, 2, 243,1121,305,173
20151120-1559,43, 5, 1, 190, 950,305,49
20151120-1559,43, 5, 2, 190,1311,49,305
20151120-1559,43, 6, 1,  14, 964,49,50
