"","LOCATION","FREQUENCY","TIME","Value"
"10981","IRL","M","2010-12",-34.12426729
"10982","IRL","M","2011-01",7.440875127
"10983","IRL","M","2011-02",22.96742704
"10984","IRL","M","2011-03",-6.375257631
"10985","IRL","M","2011-04",6.273446637
"10986","IRL","M","2011-05",-3.727295315
"10987","IRL","M","2011-06",23.73849306
"10988","IRL","M","2011-07",-34.36865745
"10989","IRL","M","2011-08",-5.559458961
"10990","IRL","M","2011-09",-3.215778015
"10991","IRL","M","2011-10",1.211007795
"10992","IRL","M","2011-11",4.87310517
"10993","IRL","M","2011-12",-0.674234072
"10994","IRL","M","2012-01",10.12035046
"10995","IRL","M","2012-02",-2.899043471
"10996","IRL","M","2012-03",0.153918062
"10997","IRL","M","2012-04",4.577709707
"10998","IRL","M","2012-05",-2.214237219
"10999","IRL","M","2012-06",-1.608687894
"11000","IRL","M","2012-07",-25.16142725
"11001","IRL","M","2012-08",18.61174891
"11002","IRL","M","2012-09",3.894382813
"11003","IRL","M","2012-10",1.836298557
"11004","IRL","M","2012-11",6.482814997
"11005","IRL","M","2012-12",26.29671627
"11006","IRL","M","2013-01",-42.0571983
"11007","IRL","M","2013-02",26.31688187
"11008","IRL","M","2013-03",7.417367886
"11009","IRL","M","2013-04",-9.654325627
"11010","IRL","M","2013-05",7.522972389
"11011","IRL","M","2013-06",-27.13081283
"11012","IRL","M","2013-07",37.52948983
"11013","IRL","M","2013-08",5.920016221
"11014","IRL","M","2013-09",1.724301793
"11015","IRL","M","2013-10",8.222519969
"11016","IRL","M","2013-11",-7.614987958
"11017","IRL","M","2013-12",0.572797844
"11018","IRL","M","2014-01",2.74932536
"11019","IRL","M","2014-02",6.08055133
"11020","IRL","M","2014-03",-1.230017163
"11021","IRL","M","2014-04",12.86324977
"11022","IRL","M","2014-05",-6.069275443
"11023","IRL","M","2014-06",-32.61443706
"11024","IRL","M","2014-07",59.67001089
"11025","IRL","M","2014-08",4.665832473
"11026","IRL","M","2014-09",-0.332446473
"11027","IRL","M","2014-10",-4.143880863
"11028","IRL","M","2014-11",2.705903949
"11029","IRL","M","2014-12",15.12047732
"11030","IRL","M","2015-01",-8.944126346
"11031","IRL","M","2015-02",6.524199846
"11032","IRL","M","2015-03",7.48573026
"11033","IRL","M","2015-04",-4.401230705
"11034","IRL","M","2015-05",2.164932783
"11035","IRL","M","2015-06",-33.45530243
"11036","IRL","M","2015-07",70.89066335
"11037","IRL","M","2015-08",1.581955941
"11038","IRL","M","2015-09",1.949111041
"11039","IRL","M","2015-10",-2.71494621
"11040","IRL","M","2015-11",-0.144169214
"11041","IRL","M","2015-12",-15.29089599
"11042","IRL","M","2016-01",24.57452581
"11043","IRL","M","2016-02",3.629682403
"11044","IRL","M","2016-03",-5.179039588
"11045","IRL","M","2016-04",-0.086836431
"11046","IRL","M","2016-05",-3.821619925
"11047","IRL","M","2016-06",-30.97391486
"11048","IRL","M","2016-07",51.05875623
"11049","IRL","M","2016-08",2.731511335
"11050","IRL","M","2016-09",-3.112705894
"11051","IRL","M","2016-10",1.397406031
"11052","IRL","M","2016-11",-6.036101682
"11053","IRL","M","2016-12",-26.47502324
"11054","IRL","M","2017-01",35.99678817
"11055","IRL","M","2017-02",-5.973312321
"11056","IRL","M","2017-03",0.710297694
"11057","IRL","M","2017-04",0.72784907
"11058","IRL","M","2017-05",-2.638449573
"11059","IRL","M","2017-06",-29.02699258
"11060","IRL","M","2017-07",46.11373778
"11061","IRL","M","2017-08",-6.427538499
"11062","IRL","M","2017-09",2.028368748
"11063","IRL","M","2017-10",-2.011829985
"11064","IRL","M","2017-11",-4.792759462
"11065","IRL","M","2017-12",-19.84141859
"11066","IRL","M","2018-01",35.31799824
"11067","IRL","M","2018-02",-0.443306204
"11068","IRL","M","2018-03",-4.674921618
"11069","IRL","M","2018-04",-6.913077341
"11070","IRL","M","2018-05",8.041794169
"11071","IRL","M","2018-06",-15.43274107
"11072","IRL","M","2018-07",19.74963067
"11073","IRL","M","2018-08",-5.235691464
"11074","IRL","M","2018-09",3.962348311
"11075","IRL","M","2018-10",-11.43278165
"11076","IRL","M","2018-11",9.105270978
"11077","IRL","M","2018-12",3.625740407
"11078","IRL","M","2019-01",-8.754677691
"11079","IRL","M","2019-02",-0.227631447
"11080","IRL","M","2019-03",4.259500716
"11081","IRL","M","2019-04",5.303468468
"11082","IRL","M","2019-05",-4.635272097
"11083","IRL","M","2019-06",-1.770950119
"11084","IRL","M","2019-07",-4.362478548
"11085","IRL","M","2019-08",3.84004234
"11086","IRL","M","2019-09",-1.017484181
"11087","IRL","M","2019-10",6.907762912
"11088","IRL","M","2019-11",-0.137232226
"11089","IRL","M","2019-12",-6.166960792
"11090","IRL","M","2020-01",-7.665304504
"11091","IRL","M","2020-02",-0.96033238
"11092","IRL","M","2020-03",-23.64172893
"11093","IRL","M","2020-04",-85.04202886
