,TIME,AUT,AUT2,BEL,BEL2,CZE,CZE2,DEU,DEU2,DNK,DNK2,ESP,ESP2,EST,EST2,EU27,EU272,FRA,FRA2,GBR,GBR2,GRC,GRC2,HUN,HUN2,IRL,IRL2,ITA,ITA2,LTU,LTU2,LUX,LUX2,LVA,LVA2,NLD,NLD2,POL,POL2,PRT,PRT2,SVK,SVK2,SVN,SVN2,SWE,SWE2
375,1978-03,36.2166988,255.0140131,-9.356078316,755.1055174,0,100,4.003820856,700.8557607,29.79215839,298.5908305,10.1333903,1834.69825,0,100,0,100,2.434994789,279.3830156,5.435651479,515.6372166,9.157250354,1117.361466,0,100,12.55604709,2464.959896,25.14075809,907.867591,0,100,3.936434583,294.0579185,0,100,0,100,0,100,0,100,0,100,0,100,6.753900107,66.46868478
376,1978-04,5.994299649,270.3003172,6.117772788,801.3011573,0,100,-0.893659558,694.5924962,31.30858016,392.07538,14.98128546,2109.559632,0,100,0,100,-0.437334061,278.1611785,-3.790750569,496.0906959,-3.841566712,1074.43728,0,100,11.4362431,2746.858702,10.02047013,998.8401918,0,100,6.814345866,314.0960421,0,100,0,100,0,100,0,100,0,100,0,100,12.76279802,74.95194877
377,1978-05,26.83716271,342.8412531,-8.844536415,730.4297846,0,100,-8.435118615,636.0027953,-3.986687492,376.4445599,-27.67664208,1525.704363,0,100,0,100,13.37640733,315.3691508,-8.037825059,456.2157936,-20.40892843,855.1561441,0,100,-1.322125923,2710.541771,-1.291672499,985.9384477,0,100,-8.888314427,286.1781983,0,100,0,100,0,100,0,100,0,100,0,100,-22.22108092,58.29681559
378,1978-06,10.04703157,377.2866221,5.508161939,770.66304,0,100,21.35058207,771.7930941,-6.950758508,350.2788076,8.796701297,1659.916019,0,100,0,100,-14.11731733,270.847487,21.42245073,553.9483972,2.532938654,876.8167247,0,100,8.481355401,2940.432452,-5.56493628,931.0716014,0,100,7.879662912,308.7280757,0,100,0,100,0,100,0,100,0,100,0,100,14.13058487,66.53449659
379,1978-07,-3.226869737,365.1120743,-3.702339722,742.1304761,0,100,-1.709179104,758.6017678,2.737369064,359.8672313,-9.286442625,1505.76887,0,100,0,100,2.722054787,278.220104,-1.905434016,543.393276,0.821788685,884.0223053,0,100,1.060450217,2971.614274,3.966365992,968.0013087,0,100,5.76861886,326.5374217,0,100,0,100,0,100,0,100,0,100,0,100,1.996768537,67.86303648
380,1978-08,3.869969139,379.2417989,4.241537423,773.608218,0,100,-4.642870192,723.3808724,8.867666747,391.7790582,8.360419443,1631.657464,0,100,0,100,-2.373343798,271.6169844,-3.669064748,523.4558249,-2.966254443,857.7999544,0,100,-5.191015391,2817.35732,0.055369252,968.5372838,0,100,-3.656075475,314.5989671,0,100,0,100,0,100,0,100,0,100,0,100,3.655169441,70.34354545
381,1978-09,1.075029307,383.3187594,-1.772980382,759.8922961,0,100,4.88732147,758.7348211,49.12102529,584.2249484,2.149620297,1666.731904,0,100,0,100,10.06233929,298.9480069,12.77072442,590.3049257,5.861724039,908.0818205,0,100,4.808746121,2952.836881,6.665378348,1033.093958,0,100,2.169753339,321.4249887,0,100,0,100,0,100,0,100,0,100,0,100,0.828008978,70.92599632
382,1978-10,-9.466183197,347.0331034,-2.588007885,740.2262235,0,100,1.060754324,766.7831335,-59.98878531,233.7554984,-6.267050074,1562.276981,0,100,0,100,-8.166708214,274.5337955,-10.66225166,527.365129,-6.431202187,849.6812426,0,100,-1.356658831,2912.776959,19.43767848,1233.90344,0,100,-0.050939131,321.2612576,0,100,0,100,0,100,0,100,0,100,0,100,0.480468663,71.26677351
383,1978-11,23.72524211,429.3675473,8.904328331,806.1383969,0,100,-4.071695771,735.5620571,46.09888291,341.5141719,1.708006029,1588.960766,0,100,0,100,6.477027385,292.3154246,-7.561156412,487.4902267,18.98518076,1010.994762,0,100,-6.443488149,2725.09252,-12.6260457,1078.110228,0,100,3.117437999,331.2763781,0,100,0,100,0,100,0,100,0,100,0,100,0.747795507,71.79970324
384,1978-12,0.31304768,430.7116725,-9.827666362,726.9138048,0,100,1.218649109,744.5259775,-4.534147705,326.0294149,-3.955217466,1526.113912,0,100,0,100,3.836576429,303.5303293,3.688853248,505.4730258,3.329661621,1044.657467,0,100,-4.002750822,2616.013857,-8.85421949,982.651982,0,100,-8.667563668,302.5627871,0,100,0,100,0,100,0,100,0,100,0,100,1.459143723,72.8473641
385,1979-01,5.604091005,454.8491466,-13.83678116,626.3323324,0,100,-5.16833927,706.0463491,-3.265295118,315.3835923,26.51177898,1930.713859,0,100,0,100,-7.402776112,281.0606586,2.784222738,519.5465207,-2.960711672,1013.728171,0,100,-7.084428216,2430.684233,1.147922458,993.9320648,0,100,-13.3189014,262.2647478,0,100,2.825187171,102.8251872,0,100,0,100,0,100,0,100,-2.50342062,71.02368817
386,1979-02,-7.878727711,419.0128208,6.785049281,668.8292898,0,100,-2.131183957,690.9992026,117.6816763,686.5322906,-26.0909985,1426.971335,0,100,0,100,6.274819328,298.6967071,-4.138449962,498.0453479,-23.00019842,780.5686806,0,100,-1.043536906,2405.319146,-4.0798034,953.3815907,0,100,11.05416655,291.2559299,0,100,-1.844225882,100.9288585,0,100,0,100,0,100,0,100,4.086202641,73.92585999
387,1979-03,10.97480451,464.9986588,20.8781373,808.4683873,0,100,17.56581235,812.3788258,-76.8593747,158.8678649,2.73247699,1465.962999,0,100,0,100,-4.1079676,286.4263432,8.791208791,541.8295543,-0.272202743,778.4439513,0,100,6.613731113,2564.400487,11.77718248,1065.66308,0,100,17.76959659,343.0109337,0,100,62.99710566,164.5111181,0,100,0,100,0,100,0,100,-2.223189237,72.28234823
388,1979-04,0.919404006,469.2738751,25.10832018,1011.461219,0,100,-6.908867274,756.252651,110.4044281,334.2650227,3.729679199,1520.638716,0,100,0,100,1.894498633,291.8526863,13.56421356,615.3244722,14.9816792,895.0679268,0,100,-8.279706775,2352.075646,3.636595146,1104.416932,0,100,-10.59744092,306.6605526,0,100,-14.66832887,140.3800862,0,100,0,100,0,100,0,100,-2.106741275,70.75954616
389,1979-05,-11.9679379,413.1114691,-16.699918,842.5480244,0,100,-1.343721771,746.0907195,8.06981121,361.2395789,10.14174643,1674.858038,0,100,0,100,0.614017898,293.644714,8.513341804,667.7091478,7.952558346,966.2487259,0,100,12.27941183,2640.896701,2.160600095,1128.278965,0,100,4.470903748,320.3710508,0,100,-6.402405345,131.3923841,0,100,0,100,0,100,0,100,13.15425011,80.06743384
390,1979-06,10.11321098,454.8903036,-8.313245378,772.5049397,0,100,-0.565246099,741.8734708,-7.650190919,333.6040615,-1.329916484,1652.583825,0,100,0,100,1.014560328,296.6239168,23.1264637,822.1266615,-20.47508537,768.4084744,0,100,-6.358431398,2472.977096,5.408764008,1189.304912,0,100,-3.924935506,307.7966936,0,100,-7.272372485,121.8370405,0,100,0,100,0,100,0,100,-5.657557698,75.53757258
391,1979-07,-11.20748892,403.9085232,1.583279512,784.7358522,0,100,-8.044151464,682.1960451,-6.210130652,312.8868134,-8.546434685,1511.346828,0,100,0,100,-3.103089651,287.4194107,-42.08273894,476.1532447,-28.48118169,549.5566607,0,100,-0.46186684,2461.555235,4.280488587,1240.212973,0,100,-5.135326315,291.990329,0,100,-11.28069581,108.0929746,0,100,0,100,0,100,0,100,4.850038916,79.20117424
392,1979-08,12.28424279,453.5256269,0.060580354,785.2112479,0,100,0.867271615,688.1125378,-3.914293201,300.6395061,13.75175875,1719.183598,0,100,0,100,0.454049361,288.7244367,-7.307060755,441.3604378,33.96791882,736.2296211,0,100,8.994290994,2682.954676,3.374435396,1282.063159,0,100,9.111495352,318.5950143,0,100,0.125386183,108.2285082,0,100,0,100,0,100,0,100,-12.15816998,69.57176085
393,1979-09,-1.24762092,447.8673463,4.310224892,819.0556186,0,100,-3.530083673,663.8215894,-1.602028877,295.8231744,-1.145795293,1699.485273,0,100,0,100,-7.719965905,266.4350087,6.731620903,471.0711493,-17.5309521,607.1615589,0,100,-10.04178571,2413.538117,-7.172370096,1190.108844,0,100,3.224971671,328.8696132,0,100,-3.975374345,103.9260199,0,100,0,100,0,100,0,100,1.511443078,70.62329841
394,1979-10,-7.032629391,416.3704956,-3.63016196,789.3225731,0,100,-0.514776067,660.4043948,2.848360283,304.2492842,-23.94955285,1292.466149,0,100,0,100,2.931055792,274.2443674,17.67634855,554.3393276,-20.32409191,483.7614856,0,100,-8.450346321,2209.585787,2.473709184,1219.548676,0,100,4.018874421,342.08647,0,100,10.88489241,115.2382553,0,100,0,100,0,100,0,100,0.388064818,70.89736259
395,1979-11,22.38523153,509.5759951,-3.277384221,763.4534396,0,100,-0.263668819,658.6631143,-3.029093786,295.0332881,39.3150605,1800.599998,0,100,0,100,0.113120027,274.5545927,2.468265162,568.0218921,-19.39553828,389.9333414,0,100,8.314773123,2393.307832,-1.32650549,1203.371296,0,100,-10.55847635,305.967351,0,100,-1.834609848,113.1240829,0,100,0,100,0,100,0,100,2.31452151,72.53829729
396,1979-12,-1.702766163,500.8991075,-13.79612478,658.1264505,0,100,-11.18497389,584.991817,-1.26544435,291.299806,-30.57696289,1250.031205,0,100,0,100,-1.330025628,270.9029463,-2.890571232,551.6028147,10.87179023,432.3260763,0,100,-3.681744821,2305.192345,-0.218593481,1200.740804,0,100,-3.345161988,295.7322475,0,100,-10.79405181,100.9134108,0,100,0,100,0,100,0,100,-11.56430081,64.14975039
397,1980-01,-2.959753452,486.0737289,16.46116654,766.4617415,0,100,21.95299252,713.4150268,-11.29508108,258.3972567,-2.072503076,1224.12427,0,100,0,100,3.802035685,281.202773,-2.77817151,536.2783425,-14.85642273,368.0978869,0,100,7.463697222,2477.244922,-2.030261709,1176.362624,0,100,14.88161213,339.7419735,0,100,31.99052575,133.1961415,0,100,0,100,0,100,0,100,17.55463535,75.41100515
398,1980-02,15.68178945,562.2987876,9.849532885,841.9546428,0,100,-2.871897964,692.9264751,-10.34034651,231.678085,16.7834222,1429.574214,0,100,0,100,1.294267013,284.8422877,3.003353258,552.3846755,-10.86771957,328.0940408,0,100,4.072463037,2578.129806,6.119231227,1248.346973,0,100,-0.618598073,337.6403362,0,100,-28.7584147,94.89104275,0,100,0,100,0,100,0,100,-10.21843234,67.70518261
399,1980-03,-12.95653923,489.4443246,-3.344702281,813.7937667,0,100,-6.028847137,651.1509972,-7.024708442,215.403375,-3.15557202,1384.46297,0,100,0,100,-0.175839955,284.3414211,12.11606511,619.3119625,14.96516673,377.1938611,0,100,-1.14878705,2548.512585,-7.384511291,1156.16265,0,100,-12.54765557,295.2743897,0,100,-6.326199058,88.8880465,0,100,0,100,0,100,0,100,4.154983579,70.51832183
400,1980-04,-11.09811605,435.1252254,-12.07271912,715.546731,0,100,-1.620313663,640.6003086,-21.41702135,169.2703882,-1.317432749,1366.223601,0,100,0,100,10.95602353,315.4939341,-24.83272314,465.5199375,-23.78955543,287.4611184,0,100,-13.81215792,2196.508002,-2.959527497,1121.945698,0,100,2.702635,303.2545787,0,100,4.027878642,92.46834914,0,100,0,100,0,100,0,100,-0.904692851,69.88034761
401,1980-05,10.73285632,481.8265907,-9.744236934,645.8221622,0,100,-3.13274703,620.5319215,-17.33954372,139.9196752,9.711959746,1498.910688,0,100,0,100,-24.50944847,238.1681109,9.86731609,511.4542611,9.380119044,314.4253135,0,100,-2.498919719,2141.61903,3.15107735,1157.299075,0,100,-0.189832481,302.678903,0,100,-3.527777376,89.20627164,0,100,0,100,0,100,0,100,-39.01564513,42.61607917
402,1980-06,-0.712103874,478.3954848,19.91111915,774.4125824,0,100,4.783163123,650.2129755,53.48993899,214.7626242,-12.01841635,1318.765361,0,100,0,100,1.78718264,242.4246101,3.645952763,530.1016419,-5.534721682,297.0227475,0,100,-3.405578173,2068.68452,5.085519804,1216.153748,0,100,8.275384232,327.7267452,0,100,-1.23862395,88.10134139,0,100,0,100,0,100,0,100,47.9736547,63.06056985
403,1980-07,-7.47409876,442.6397338,0.002907225,774.4350963,0,100,-0.380065478,647.7417404,-42.31608286,123.8834942,5.253899343,1388.051965,0,100,0,100,12.87898827,273.6464471,-5.958702065,498.5144644,-8.237181457,272.5564448,0,100,2.323345436,2116.747207,0.190244253,1218.467411,0,100,-3.16778526,317.3450657,0,100,-1.303132402,86.95326427,0,100,0,100,0,100,0,100,24.59082995,78.56768734
404,1980-08,13.15130692,500.8526438,-5.220294435,734.0073041,0,100,8.665789888,703.8736787,32.18146237,163.7510142,6.879775449,1483.546823,0,100,0,100,1.600440802,278.0259965,-17.72271016,410.1641908,4.094873695,283.717287,0,100,6.107459636,2246.026689,-3.988179366,1169.872745,0,100,-1.96360606,311.1136588,0,100,8.630045052,94.45737015,0,100,0,100,0,100,0,100,-9.684094727,70.95911807
405,1980-09,-6.960879761,465.9888935,-3.87281399,705.5805665,0,100,-7.393670867,651.8315756,5.136627969,172.1622946,6.299707104,1577.005928,0,100,0,100,-4.314896429,266.0294627,21.02554327,496.4034402,-3.402822404,274.0628916,0,100,6.103386826,2383.110386,18.58692964,1387.316169,0,100,-6.49283458,290.9135636,0,100,-3.351951697,91.29120473,0,100,0,100,0,100,0,100,-8.582364457,64.86914794
406,1980-10,10.70558296,515.8757211,-2.597441224,687.253526,0,100,-2.440240433,635.9253179,4.422252766,179.7757465,8.698259047,1714.177989,0,100,0,100,-0.62541124,264.3656846,-12.66341156,433.5418296,26.01076376,345.3487429,0,100,1.32715973,2414.738067,-2.134800055,1357.699743,0,100,2.401355798,297.8994333,0,100,-7.012433781,84.88946945,0,100,0,100,0,100,0,100,-9.524014898,58.69100063
407,1980-11,-13.42888311,446.5993735,1.24389473,695.8022364,0,100,3.249833416,656.5918314,26.20957847,226.8942118,-5.804598746,1614.676835,0,100,0,100,-3.382085893,255.4246101,2.54283138,444.5660672,-19.09591203,279.4012508,0,100,4.193918696,2516.010218,3.448825096,1404.524432,0,100,2.411141121,305.082209,0,100,3.412319947,87.78616975,0,100,0,100,0,100,0,100,-1.354515373,57.896022
408,1980-12,-9.595595222,403.7455054,-4.956788615,661.3127903,0,100,-7.132062414,609.7632922,-3.338101207,219.3202534,-9.752179519,1457.210651,0,100,0,100,-2.034875831,250.2270364,-0.782623989,441.0867866,-3.267285551,270.2724141,0,100,4.173222909,2621.008933,0.9800502,1418.289477,0,100,-3.492487854,294.4272499,0,100,-3.569272243,84.65284236,0,100,0,100,0,100,0,100,7.319239441,62.13357048
409,1981-01,9.06866489,440.3598322,2.463474326,677.6040612,0,100,3.406191356,630.5329967,-6.172495199,205.7827213,-11.68201133,1286.979138,0,100,0,100,1.581232988,254.1837088,12.44349907,495.9734167,0.608710024,271.9175894,0,100,-0.281626764,2613.62747,13.71127478,1612.755044,0,100,15.5765439,340.2888398,0,100,-6.77635316,78.9164668,0,100,0,100,0,100,0,100,-5.25566153,58.86804032
410,1981-02,5.111572842,462.8691458,-9.842420968,610.911417,0,100,4.258835097,657.3863573,-4.325782989,196.8810073,1.400035742,1304.997306,0,100,0,100,-0.646375389,252.5407279,-8.638764089,453.1274433,13.09745803,307.5318815,0,100,4.857508478,2740.584646,-9.014300189,1467.376463,0,100,0.929535543,343.4519455,0,100,12.60157317,88.8611831,0,100,0,100,0,100,0,100,29.88673649,76.46177641
411,1981-03,-5.768960804,436.1664062,-1.634009161,600.9290684,0,100,-2.145091939,643.2848155,-32.24951912,133.3878292,-16.7656664,1086.205811,0,100,0,100,4.376321063,263.592721,11.11206971,503.4792807,5.112489243,323.2544159,0,100,-12.35615203,2401.953841,-5.569005192,1385.658192,0,100,-3.566397661,331.2030833,0,100,-6.690968281,82.91550953,0,100,0,100,0,100,0,100,-21.40565211,60.09463455
412,1981-04,1.988996035,444.8417388,11.81226645,671.9124112,0,100,-2.475357631,627.3612157,28.05330205,170.8075198,26.00826753,1368.709124,0,100,0,100,2.057951385,269.017331,5.396381707,530.6489445,33.18503435,430.5265048,0,100,11.78187052,2684.948933,-2.49558788,1351.077874,0,100,3.506980107,342.8183096,0,100,-6.165792901,77.80311093,0,100,0,100,0,100,0,100,5.264704041,63.2584392
413,1981-05,1.373175494,450.9501965,-1.247024521,663.5334986,0,100,-1.083167139,620.5658452,-2.462871479,166.6007501,-3.335073101,1323.061674,0,100,0,100,5.287876152,283.2426343,-2.357448062,518.1391712,-3.142843822,416.9957291,0,100,-3.520501563,2590.425263,9.75485597,1482.873574,0,100,-0.762284358,340.2050592,0,100,4.215007455,81.08251785,0,100,0,100,0,100,0,100,-6.031855264,59.44278171
414,1981-06,-10.04145155,405.668251,4.652515642,694.4044984,0,100,-4.849132617,590.4737844,-13.79857619,143.6122187,-0.605212822,1315.054335,0,100,0,100,-1.787910494,278.1785095,-11.99637845,455.9812353,14.4320928,477.1769397,0,100,-2.896850768,2515.384509,2.533213599,1520.437929,0,100,-9.709646759,307.1723497,0,100,-1.280171675,80.04452243,0,100,0,100,0,100,0,100,0.755986002,59.89216082
415,1981-07,1.92282595,413.4685454,-2.785991102,675.0584509,0,100,8.858729164,642.7822578,43.56480881,206.1766072,-2.5243411,1281.857878,0,100,0,100,-14.10138995,238.9514731,11.93415638,510.398749,-13.94115396,410.6529679,0,100,5.461994876,2652.774682,-8.000082387,1398.801642,0,100,10.37485225,339.0410272,0,100,10.7509482,88.65006757,0,100,0,100,0,100,0,100,-0.050862857,59.86169795
416,1981-08,-8.491953934,378.356987,-4.053214291,647.6968853,0,100,-2.501673418,626.7019449,-0.701077915,204.7311485,-0.607687993,1274.068182,0,100,0,100,11.35666364,266.0883882,-21.73713235,399.4526974,-4.964496561,390.2661154,0,100,135.2419816,6240.43973,8.980243696,1524.417439,0,100,2.032617383,345.932434,0,100,-8.856246116,80.7989994,0,100,0,100,0,100,0,100,10.06664048,65.88775987
417,1981-09,-0.720394792,375.631323,7.764927414,697.9900783,0,100,-1.598209337,616.6859359,-6.536214385,191.3494818,-2.082041375,1247.541555,0,100,0,100,0.007164584,266.1074523,18.32061069,472.634871,2.783432847,401.1289107,0,100,-63.5220005,2276.387574,-0.437431769,1517.749153,0,100,12.1963517,388.1235703,0,100,-3.65403776,77.84657346,0,100,0,100,0,100,0,100,-5.982551599,61.94599064
418,1981-10,9.707901418,412.0972415,-6.075835494,655.5813494,0,100,1.430583491,625.5081431,6.08720286,202.9973129,1.396145914,1264.959056,0,100,0,100,1.251758454,269.4384749,8.494623656,512.7834246,10.50682758,443.2748337,0,100,-40.40854226,1356.532539,1.344129387,1538.149665,0,100,-3.451800794,374.7263178,0,100,-3.898870206,74.8114366,0,100,0,100,0,100,0,100,7.313206324,66.47622875
419,1981-11,-13.97052622,354.5250883,5.247005334,689.9797378,0,100,3.243950225,645.7993159,5.162520392,213.4770906,-2.060828498,1238.890419,0,100,0,100,-3.726859892,259.3968804,0.747122055,516.6145426,-0.035595341,443.1170485,0,100,16.63706603,1582.219753,-2.268542775,1503.256082,0,100,2.024159363,382.3113757,0,100,2.232875064,76.48188251,0,100,0,100,0,100,0,100,1.175125729,67.25740801
420,1981-12,-0.449336252,352.9320786,-10.59612006,616.8686563,0,100,-1.725269178,634.6575393,3.657903511,221.2858766,17.00145399,1449.519804,0,100,0,100,3.881153456,269.4644714,-8.354143019,473.4558249,25.564294,556.3967936,0,100,4.420622563,1652.163716,6.260938276,1597.374017,0,100,0.676008409,384.8958327,0,100,5.615532388,80.77674739,0,100,0,100,0,100,0,100,-2.562887674,65.53367619
421,1982-01,10.22468799,389.0182824,-1.704384356,606.3548435,0,100,-8.846947897,578.5097175,-10.55470652,197.9298017,-5.719196109,1366.618923,0,100,0,100,8.595262444,292.6256499,-15.06068863,402.1501173,0.072960322,556.8027425,0,100,17.85354226,1947.133464,0.27690341,1601.7972,0,100,-5.684250657,363.0173888,0,100,-32.24268978,54.73215132,0,100,0,100,0,100,0,100,-0.553535745,65.17092387
422,1982-02,9.831925365,427.2662696,12.38070141,681.4258262,0,100,4.238043295,603.0272098,23.53309728,244.5088145,6.33853064,1453.242483,0,100,0,100,-0.332849655,291.6516464,18.97540585,478.4597342,19.21423011,663.7881026,0,100,-5.937260589,1831.527076,1.530715555,1626.316159,0,100,4.258606964,378.4768726,0,100,45.75522479,79.77497018,0,100,0,100,0,100,0,100,15.86650285,75.51127036
423,1982-03,-5.697424369,402.923097,3.048574446,702.1995998,0,100,-0.453026515,600.2953366,-11.77276032,215.7233778,-4.585270542,1386.607383,0,100,0,100,9.636742868,319.7573657,16.74156385,558.5613761,-7.058226688,616.9364336,0,100,27.6422854,2337.803018,1.67863604,1653.616088,0,100,9.301707892,413.6816857,0,100,-0.982947705,78.99082395,0,100,0,100,0,100,0,100,-7.655475935,69.73052323
424,1982-04,8.600787153,437.577655,11.90911036,785.8253251,0,100,-1.142746195,593.4354845,4.099411748,224.5667673,-7.696457433,1279.887736,0,100,0,100,-13.28672087,277.2720971,-5.186170213,529.5934324,0.320999797,618.9167983,0,100,4.579143296,2444.854368,-5.917939475,1555.756089,0,100,-5.309932861,391.715466,0,100,12.30330829,88.70930854,0,100,0,100,0,100,0,100,2.169988923,71.24366786
425,1982-05,1.907843975,445.9259539,-14.52888328,671.6536808,0,100,-0.607275739,589.8316948,-2.5039602,218.9437048,-2.79869285,1244.06761,0,100,0,100,0.406910605,278.4003466,-9.485494944,479.3588741,7.937644864,668.0442158,0,100,-31.7138315,1669.497373,-3.216946514,1505.708248,0,100,-0.695217579,388.9921912,0,100,-4.446198508,84.76511658,0,100,0,100,0,100,0,100,-4.859095879,67.78186973
426,1982-06,-10.50257358,399.0922525,-17.16678744,556.3523211,0,100,-3.225354216,570.8075334,-44.89787125,120.6426421,11.75092726,1390.257089,0,100,0,100,2.388615325,285.05026,0.146794976,480.0625489,-6.109539373,627.2297914,0,100,-16.96803868,1386.216413,-5.306474561,1425.808223,0,100,-6.168480325,364.9972844,0,100,1.025499988,85.63438284,0,100,0,100,0,100,0,100,11.42539854,75.52621849
427,1982-07,10.08597287,439.3445888,14.22461435,635.4912932,0,100,-3.455165582,551.0851879,164.720093,319.3653144,0.784658689,1401.165862,0,100,0,100,-2.407067378,278.1889081,12.08469055,538.0766224,-7.272938046,581.6117573,0,100,-4.866664393,1318.753913,2.641769939,1463.474796,0,100,10.6870737,404.0048132,0,100,4.259207214,89.28172866,0,100,0,100,0,100,0,100,-8.020576479,69.46858038
428,1982-08,-4.836400775,418.0961237,13.6360933,722.1474788,0,100,2.656271049,565.7235042,-27.15697369,232.63536,-11.07785802,1245.946698,0,100,0,100,5.529701274,293.5719237,0.820982273,542.494136,11.25479256,647.070954,0,100,27.30057665,1678.781335,-1.666806716,1439.0815,0,100,-6.557419874,377.5125213,0,100,-5.788148794,84.11396935,0,100,0,100,0,100,0,100,-0.921898821,68.82815035
429,1982-09,-4.76695885,398.1656535,-13.36211156,625.653327,0,100,-2.542562621,551.3396299,-1.41133992,229.3520843,2.921175582,1282.342988,0,100,0,100,1.874952034,299.0762565,-11.1335303,482.095387,3.684230114,670.910537,0,100,12.84375575,1894.39991,6.579519394,1533.766146,0,100,-2.691973846,367.349983,0,100,1.702216351,85.54577109,0,100,0,100,0,100,0,100,-2.156354802,67.34397123
430,1982-10,2.143232976,406.6992711,1.169050426,632.9675299,0,100,8.31961327,597.2089549,-3.182632617,222.0526501,9.458398974,1403.632104,0,100,0,100,-0.223101752,298.4090121,24.93512812,602.3064894,14.72416107,769.6964851,0,100,35.82608611,2573.089252,2.81161423,1576.889733,0,100,6.19260652,390.098522,0,100,8.676456644,92.96811283,0,100,0,100,0,100,0,100,31.74199892,88.72029385
431,1982-11,3.377583196,420.4358773,-4.048482656,607.3419492,0,100,-6.421961041,558.8564285,-0.448617563,221.0564829,6.621905769,1496.5793,0,100,0,100,7.398566633,320.4870017,-8.249496982,552.6192338,8.651212299,836.2845621,0,100,-34.70554843,1680.084516,-9.999730486,1419.20501,0,100,2.311063646,399.1139471,0,100,-0.547454814,92.45915442,0,100,0,100,0,100,0,100,-14.4216914,75.92532685
432,1982-12,10.61158063,465.0507695,18.16509083,717.6661659,0,100,7.817070393,602.5426289,3.88313633,229.6404075,-6.418387816,1400.523036,0,100,0,100,-2.020862963,314.0103986,-0.863044709,547.8498827,18.36839639,989.8966254,0,100,-15.62510798,1417.569496,6.423149954,1510.362676,0,100,0.956441853,402.9312399,0,100,4.826366317,96.92157191,0,100,0,100,0,100,0,100,8.449478302,82.34062087
433,1983-01,-1.967775038,455.8996165,-5.115034717,680.9572924,0,100,3.252011922,622.137387,22.02876731,280.2273585,9.800461733,1537.78076,0,100,0,100,-5.711873013,296.0745234,10.61795348,606.0203284,-37.20730383,621.5827803,0,100,27.67713434,1809.91211,-19.26409475,1219.404979,0,100,-5.853299868,379.3464662,0,100,-10.00622317,87.22338313,0,100,0,100,0,100,0,100,-10.94106255,73.33168204
434,1983-02,8.102126505,492.8371802,-19.71502008,546.7064255,0,100,-1.997426996,609.7106469,-9.118187875,254.6757015,-6.974959713,1430.521172,0,100,0,100,-3.427283636,285.9272097,-8.676299832,553.4401876,-40.0686213,372.52313,0,100,44.10186772,2608.117154,0.591819834,1226.621659,0,100,6.361951734,403.4803053,0,100,-3.60271844,84.08097022,0,100,0,100,0,100,0,100,-13.19521033,63.65541236
435,1983-03,4.938923856,517.1780332,20.37231302,658.0831698,0,100,11.62363456,680.5811844,14.45807192,291.4968975,-1.388722089,1410.655208,0,100,0,100,-0.024851497,285.8561525,4.958677686,580.8835027,-17.2950203,308.095179,0,100,-20.67090689,2068.995686,0.662758145,1234.751194,0,100,-12.21022135,354.2144669,0,100,26.60462831,106.4503998,0,100,0,100,0,100,0,100,11.90316206,71.23241925
436,1983-04,14.38954349,591.5975912,-0.830130552,652.6202203,0,100,-6.516282528,636.2325916,-20.36476754,232.134232,-7.153435114,1309.744903,0,100,0,100,4.960015521,300.034662,0.423985463,583.3463643,127.2783814,700.2337362,0,100,-61.44658155,797.6685644,3.909405762,1283.022629,0,100,10.07615873,389.9056788,0,100,-10.1534481,95.64201373,0,100,0,100,0,100,0,100,-4.781637855,67.82634293
437,1983-05,-19.45924171,476.477186,4.805749814,683.9835154,0,100,5.87864968,673.6344768,22.57212905,284.5318704,11.12267463,1455.423567,0,100,0,100,-4.866566543,285.4332756,-3.665728455,561.9624707,-25.81708109,519.4538247,0,100,35.66180094,1082.13154,9.019591021,1398.746022,0,100,6.891758886,416.7770381,0,100,-7.091756452,88.85931505,0,100,0,100,0,100,0,100,1.643342473,68.94096203
438,1983-06,8.54646895,517.1991608,-7.940610191,629.6710506,0,100,14.62740806,772.1697405,10.40056837,314.1248021,-5.753407149,1371.687124,0,100,0,100,3.661313337,295.8838821,4.306086957,586.1610633,-4.207580354,497.5973876,0,100,12.4221037,1216.555042,-13.1985498,1214.131832,0,100,9.564857768,456.641169,0,100,24.13387543,110.3045115,0,100,0,100,0,100,0,100,1.752744789,70.14932115
439,1983-07,3.45886331,535.0883728,2.300747505,644.1581916,0,100,-20.91167383,610.6961229,5.559063207,331.5871984,-4.96264295,1303.61519,0,100,0,100,-1.917118172,290.2114385,5.802320928,620.1720094,32.00988234,656.8777259,0,100,16.76329892,1420.4898,0.225537984,1216.870161,0,100,-13.44433759,395.2487887,0,100,-8.74336863,100.6601814,0,100,0,100,0,100,0,100,-12.36527072,61.47516768
440,1983-08,-6.533487552,500.1284405,1.525049966,653.9819259,0,100,5.880055596,646.6053945,-7.614194964,306.3395026,12.38942918,1465.12567,0,100,0,100,-0.912500299,287.5632582,7.085224407,664.112588,-3.625327735,633.0637555,0,100,-0.334149189,1415.743245,-19.50149842,979.5622454,0,100,2.533221049,405.2613142,0,100,-10.09519186,90.49834296,0,100,0,100,0,100,0,100,25.63885161,77.2366947
